,peopleCd,movieCd
483,10079356,20148927
484,10057273,20132482
485,20222226,20124938
486,20381322,20124938
487,20302369,20124938
488,20300393,20124938
489,20111284,20124938
490,10029121,20124938
491,20291469,20124938
492,10008638,20124938
493,10089156,20124938
494,20125795,20124938
495,10028788,20124938
496,10060028,20124938
497,10055150,20124938
498,10072781,20134413
499,10018610,20134413
500,10051941,20134413
501,10058914,20134413
502,10072781,20050170
503,10018610,20050170
504,10051941,20050170
505,10058914,20050170
506,20066385,20134582
507,10057485,20134582
508,20347332,20134582
509,10004610,20134582
510,20128609,20124086
511,20155828,20124086
512,10054492,20124086
513,10083870,20124086
514,10046815,20124086
515,10085154,20124086
516,20111283,20124400
517,10021332,20124400
518,20155901,20124400
519,10061220,20113916
520,20123348,20119515
521,20124307,20119515
522,10004407,20119515
523,10060674,20119515
524,20140497,20119515
525,20155901,20119515
526,10003598,20110233
527,20111288,20110233
528,10004500,20110233
529,20237286,20175865
530,20187943,20175865
531,20222447,20175865
532,20244869,20212392
533,20208466,20212392
534,20127956,20212392
535,20328352,20212392
536,20381539,20212392
537,20280749,20212392
538,20303750,20212392
539,20171963,20212392
540,20306710,20212392
541,20284149,20212392
542,20378245,20210168
543,20113178,20190582
544,10006204,20193666
545,20309312,20193666
546,20305772,20193666
547,20158266,20193666
548,20153842,20191029
549,10004626,20174681
550,10031684,20180902
551,20305750,20180902
552,20381720,20180902
553,10057552,20180902
554,20267871,20180902
555,10029478,20180902
556,10058842,20180902
557,10065271,20180902
558,20267909,20180902
559,10030331,20183423
560,20186574,20183423
561,20113595,20160465
562,20189542,20160465
563,20128773,20154909
564,20302369,20154909
565,20111284,20154909
566,20303891,20154909
567,20267689,20154905
568,20283969,20154905
569,10047368,20154905
570,20254416,20151022
571,10030331,20151022
572,20113672,20148844
573,10035655,20148844
574,20258389,20148844
575,20228026,20148844
576,10058005,20148844
577,20231006,20148844
578,20242506,20148844
579,20147149,20148844
580,20112650,20148844
581,10058507,20148841
582,10040668,20148841
583,20153480,20138226
584,10058005,20138226
585,20111312,20138226
586,20146447,20119628
587,10003461,20119628
588,20156577,20119628
589,20273575,20119628
590,20208546,20119628
591,20112183,20119659
592,10061843,20119659
593,20164846,20061214
594,20112403,20061214
595,10056197,20061214
596,20111445,20061214
597,20113178,20050239
598,10004407,20050239
599,20135294,20050239
600,10029363,20050239
601,10061983,20050239
602,10061882,20050239
603,10002283,20050239
604,20113178,19800019
605,10004407,19800019
606,20135294,19800019
607,10029363,19800019
608,10061983,19800019
609,10061882,19800019
610,10002283,19800019
611,10029289,20050142
612,10060189,20050142
613,10004407,20050142
614,10029289,20040778
615,10053955,20040778
616,10072983,20040778
617,20187944,20040657
618,10060063,20040657
619,10003883,20040657
620,10004610,20040657
621,10003696,20030125
622,10060556,20030125
623,10008255,20030125
624,20148091,20020006
625,10028466,20020006
626,10003419,20020006
627,10067366,20010005
628,20141449,20010005
629,10003696,20010005
630,20382202,20010037
631,10058650,20010037
632,10005373,20010037
633,10060290,20010037
634,10028441,20010037
635,10003968,20010047
636,10057572,20010047
637,10003845,20010047
638,10021332,20000012
639,10003696,20000012
640,10040441,20000012
641,10057343,20000012
642,10000900,20000012
643,10054434,20000012
644,10088370,20000012
645,20114963,20000012
646,20114962,20000012
647,20114961,20000012
648,10037212,20000012
649,20237286,20205986
650,20216328,20205986
651,20360353,20205986
652,20325014,20205986
653,10057659,20173202
654,20123348,20173202
655,20113708,20173202
656,20292050,20173202
657,20351585,20173202
658,20188075,20173202
659,20125826,20206257
660,20354121,20206257
661,20333292,20206257
662,20371783,20206257
663,20278109,20206257
664,20291470,20206257
665,20070799,20206257
666,10029578,20224882
667,20332596,20224882
668,10057331,20191243
669,20274989,20191243
670,20189542,20196284
671,20328832,20196284
672,10006204,20184462
673,20302369,20184462
674,20111284,20184462
675,10057659,20183096
676,20326572,20183096
677,20132220,20183096
678,20159971,20183096
679,20278691,20183096
680,20245709,20183096
681,10034623,20183096
682,20173081,20183096
683,20302049,20173732
684,20153842,20173732
685,20279809,20173732
686,10040293,20173732
687,20241067,20174142
688,10006261,20174142
689,10087180,20174142
690,10029578,20145171
691,20207326,20145171
692,10043799,20130021
693,20150573,20130021
694,20112624,20130021
695,20165346,20130021
696,20110989,20130021
697,20157905,20136063
698,20111254,20136063
699,10058053,20148626
700,20156824,20148626
701,20174301,20139183
702,20111735,20139183
703,20383752,20136049
704,20127463,20136049
705,10002500,20136049
706,10038824,20136049
707,20178069,20136049
708,20169260,20136049
709,20281592,20136049
710,20251890,20136049
711,10068508,20136049
712,20383752,20050018
713,20127463,20050018
714,10002500,20050018
715,10038824,20050018
716,20178069,20050018
717,20169260,20050018
718,20281592,20050018
719,20251890,20050018
720,10068508,20050018
721,20130878,20126672
722,20186285,20126672
723,10060556,20126672
724,20332472,20129368
725,10054502,20129368
726,10058032,20127568
727,10057103,20110295
728,20222226,20110295
729,10000854,20110295
730,10005151,20110295
731,10007424,20110295
732,20304229,20110295
733,10065272,20110295
734,10037076,20110295
735,10058191,20110295
736,20153842,20112695
737,10058005,20112695
738,20151358,20110297
739,10067361,20110297
740,20111254,20110297
741,20239808,20110297
742,20157239,20196676
743,20281492,20196676
744,20284789,20196676
745,20111090,20196676
746,20100671,20142405
747,10004369,20184482
748,10005731,20184482
749,20167784,20208045
750,20289969,20196271
751,20167784,20196271
752,20167784,20170402
753,20110676,20162871
754,20114258,20153443
755,10004596,20153443
756,10006219,20153443
757,10026359,20153443
758,20173550,20153443
759,20112451,20140194
760,20113602,20140194
761,10007437,20140194
762,20131414,20144442
763,20204507,20144442
764,20191706,20144442
765,10003845,20144442
766,10029381,20130566
767,20222226,20130566
768,10050533,20130566
769,10055857,20149312
770,20244869,20137043
771,20308491,20137043
772,20308490,20137043
773,20140752,20137043
774,20167784,20134803
775,10028598,20128747
776,10019069,20124083
777,20165346,20124083
778,10058763,20113886
779,10056931,20113886
780,20125795,20113886
781,20129092,20113886
782,20222226,20113887
783,10040587,20113887
784,10054495,20113557
785,20165346,20113557
786,20065829,20113557
787,20140752,20113557
788,20279209,20216432
789,20204687,20216432
790,10050815,20216432
791,10012074,20216432
792,20275290,20200566
793,20142807,20198161
794,20238549,20153085
795,20216464,20153085
796,10005731,20153085
797,10087712,20196410
798,20203375,20196410
799,10049814,20202185
800,20164846,20202185
801,20272171,20202185
802,10005660,20190683
803,10060025,20209132
804,20137838,20209132
805,10005660,20209132
806,20319542,20201002
807,10005660,20201002
808,10006553,20190461
809,20292041,20183727
810,20305750,20183727
811,20291650,20183727
812,20113595,20183727
813,20285569,20183727
814,20177885,20183727
815,20156999,20183727
816,10079766,20211792
817,20176442,20211792
818,20369114,20184341
819,20310969,20184341
820,10037252,20184341
821,10056570,20166602
822,20130878,20166602
823,10058251,20199630
824,20275489,20199630
825,10004951,20199630
826,10054898,20199630
827,10058251,19880039
828,20275489,19880039
829,10004951,19880039
830,10054898,19880039
831,20345913,20194424
832,20310596,20194424
833,10057331,20090888
834,10000783,20090888
835,10006353,20090888
836,20120461,20198484
837,20257049,20198484
838,20216150,20168773
839,20300393,20168773
840,20111283,20168773
841,20380254,20217124
842,20289890,20217124
843,20372623,20217124
844,20289849,20226220
845,10062063,20226220
846,10005375,19780029
847,10054296,19780029
848,20184481,20217807
849,20360353,20217807
850,10003582,20217807
851,10002002,20217807
852,10055390,20217807
853,20125263,20181301
854,20303449,20183128
855,20112043,20183128
856,20309910,20174981
857,20128773,20174981
858,10072117,19990140
859,20324451,19990140
860,10017270,19990140
861,20195495,20143081
862,20123348,20090581
863,10055906,20090581
864,20329515,20090581
865,20153926,20090581
866,10065915,20090581
867,20110868,20090581
868,20218608,20190727
869,10058106,20190727
870,20302876,20196716
871,20191506,20186651
872,20219892,20186651
873,20181371,20178190
874,20112554,20178190
875,20306550,20169348
876,10062089,20169348
877,20244789,20160472
878,10003692,20160472
879,10042229,20160472
880,20244789,19710091
881,10003692,19710091
882,10042229,19710091
883,20112191,20150970
884,20249882,20150970
885,10002458,20150970
886,20112542,20150970
887,10006078,20150970
888,20162031,20150970
889,20186944,20150970
890,10058226,20150970
891,10089901,20150969
892,20239206,20150969
893,20283069,20173903
894,10057485,20150902
895,20309910,20150902
896,20122507,20150902
897,20238528,20144441
898,10057552,20144441
899,20167821,20144441
900,20238446,20144441
901,10057407,20140144
902,10062188,20140144
903,20112191,20132799
904,20181542,20132799
905,10002458,20132799
906,20110184,20132799
907,20112542,20132799
908,10006078,20132799
909,20066385,20204548
910,20332596,20204548
911,20237307,20204548
912,20358585,20204548
913,20310151,20204548
914,20135271,20204548
915,20318793,20223939
916,10083853,20223939
917,20318793,19990147
918,10083853,19990147
919,20030155,20185985
920,20209287,20185353
921,20066385,20198453
922,20235046,20198453
923,20135271,20198453
924,20066385,20172742
925,10055945,20172742
926,20135271,20172742
927,10031745,20172742
928,20344205,20167867
929,10061971,20167867
930,20197151,20167867
931,10003696,20167867
932,20292035,20167867
933,10019069,20192194
934,20186589,20192194
935,10086324,20192194
936,10076531,20192194
937,20111779,20180361
938,20299851,20180361
939,10036861,20171681
940,10047036,20171681
941,20189119,20171681
942,20210671,20171681
943,10058251,20171681
944,20237389,20180282
945,10072304,20180282
946,20124877,20165181
947,10040499,20158824
948,10031639,20158824
949,10040499,20148685
950,10040499,20134124
951,10003696,20134124
952,10057659,20123383
953,10060507,20123383
954,10040499,20127526
955,10006553,20124013
956,20157100,20124013
957,10007437,20101222
958,20187944,20101222
959,20151358,20101222
960,10089708,20101222
961,20128476,20101222
962,20157905,20101222
963,20134129,20138223
964,20167000,20183772
965,20329372,20183772
966,20189960,20183772
967,20304569,20183772
968,20186154,20209021
969,20030698,20203673
970,10004116,20203673
971,20180729,20147952
972,10004116,20147952
973,10031987,20147952
974,10037978,20147952
975,10087262,20147952
976,10043561,20147952
977,10011879,20147952
978,10052035,20147952
979,10084267,20147952
980,20309253,20134694
981,20180729,20134694
982,20236766,20134694
983,10087262,20134694
984,10043655,20134694
985,10054495,20176103
986,20123348,20176103
987,20240886,20176103
988,10004693,20176103
989,10017242,20176103
990,10054495,19580069
991,20123348,19580069
992,20240886,19580069
993,10004693,19580069
994,10017242,19580069
995,20293590,20180868
996,20183664,20180868
997,10058650,20170841
998,10087712,20151229
999,20124455,20151229
1000,10064077,20151229
1001,10058191,20151229
1002,10057754,20151229
1003,10087712,20010032
1004,20124455,20010032
1005,10064077,20010032
1006,10058191,20010032
1007,10057754,20010032
1008,10047036,20156559
1009,20219892,20156559
1010,10071587,20156559
1011,10057552,20155390
1012,20187952,20155390
1013,20111288,20155390
1014,20112573,20159643
1015,10058650,20159643
1016,10058219,20157466
1017,10057552,20141602
1018,20276849,20141602
1019,10029478,20141602
1020,10002458,20141602
1021,20175184,20141602
1022,10089518,20141602
1023,20237246,20141602
1024,20204065,20141602
1025,20111288,20141602
1026,20152031,20141602
1027,10029380,20141602
1028,20324748,20190741
1029,20186589,20189067
1030,10057572,20189067
1031,10027774,20172469
1032,10027774,20172469
1033,10061346,20172469
1034,10056952,20172469
1035,20166523,20172469
1036,20166522,20172469
1037,20237307,20176104
1038,10054492,20176104
1039,20300393,20176104
1040,20174301,20176104
1041,20114792,20176104
1042,10005852,20159646
1043,20123348,20102414
1044,20112387,20102414
1045,10004484,20102414
1046,20065829,20070250
1047,20125795,20070250
1048,10036948,20070250
1049,20375088,20050342
1050,10004407,20050342
1051,10004879,20050342
1052,10054502,20050342
1053,10049814,20193450
1054,20166705,20193450
1055,20318815,20193450
1056,10058053,20168250
1057,20165346,20168250
1058,10066810,20168250
1059,10007941,20168250
1060,20165346,20161725
1061,10066810,20161725
1062,20218610,20161725
1063,10085569,20161725
1064,20146447,20145503
1065,10060462,20145503
1066,10057210,20134594
1067,10058151,20101010
1068,20113178,20101010
1069,20175184,20101010
1070,20124877,20101010
1071,10004184,20101010
1072,20124307,20090904
1073,20030155,20090904
1074,10060674,20090904
1075,20155901,20090904
1076,10072187,20090077
1077,10055344,20070450
1078,20173650,20070450
1079,10085154,20070450
1080,20143077,20070015
1081,10004407,20070015
1082,10029363,20070015
1083,10061983,20070015
1084,10002283,20070015
1085,10037278,20060244
1086,10004338,20060244
1087,10055344,20050216
1088,10002161,20050216
1089,10065272,20050216
1090,20110102,20050216
1091,20140384,20040576
1092,10006085,20040576
1093,20100071,20040576
1094,10087753,20040446
1095,10000783,20040446
1096,10072366,20040446
1097,10030256,20040446
1098,20115123,20189663
1099,20111176,20189663
1100,10037252,20189663
1101,20173022,20189663
1102,10080452,20189663
1103,20125263,20113636
1104,20125862,20113636
1105,10062013,20113636
1106,10057552,20110303
1107,20212689,20110303
1108,10001931,20110303
1109,20112454,20110303
1110,10062130,20119529
1111,10043799,20119529
1112,20323268,20119529
1113,10077042,20119529
1114,10082025,20119529
1115,10072489,20119529
1116,10028404,20119529
1117,10066049,20119529
1118,20166705,20090237
1119,20113178,20090237
1120,10058053,20090237
1121,10055965,20070379
1122,10043799,20070379
1123,10040487,20070379
1124,20380306,20192354
1125,10028545,20192354
1126,20289969,20183003
1127,10056822,20183003
1128,20359652,20183003
1129,10072117,20177552
1130,20184561,20124917
1131,10002274,20124917
1132,10054465,20101399
1133,20278109,20180962
1134,20165126,20180962
1135,20114258,20174369
1136,10057485,20174369
1137,10057485,20178982
1138,20187948,20161568
1139,20216966,20161568
1140,10058929,20161568
1141,20309910,20151228
1142,20128773,20151228
1143,20184267,20151228
1144,10000533,20151228
1145,10054492,20151228
1146,20142869,20139261
1147,10089612,20139261
1148,10054878,20199882
1149,20307938,20199882
1150,10036948,20199882
1151,20289969,20193069
1152,20340978,20193069
1153,10089708,20209304
1154,10089708,20197922
1155,10054495,20179101
1156,10001742,20179101
1157,10055965,20136068
1158,10000533,20136068
1159,10054492,20136068
1160,20114792,20136068
1161,10054492,20137048
1162,20114792,20137048
1163,10000783,20125333
1164,10029578,20124401
1165,20318900,20124401
1166,20318899,20124401
1167,20140752,20124401
1168,10055965,20113743
1169,10054492,20113743
1170,20151358,20113743
1171,10003489,20113743
1172,20112503,20113743
1173,20110676,20110313
1174,10019069,20102415
1175,10057485,20102415
1176,10067370,20102415
1177,20148100,20102415
1178,10029578,20100213
1179,10019069,20100213
1180,20150573,20100213
1181,10067370,20100213
1182,20165346,20100213
1183,20140752,20100213
1184,10090086,20100213
1185,10027774,20119971
1186,20276149,20119971
1187,20236326,20119971
1188,20236310,20119971
1189,20236309,20119971
1190,20236308,20119971
1191,20236307,20119971
1192,20236306,20119971
1193,10057485,20090931
1194,10056570,20090931
1195,10067370,20090931
1196,10028545,20090156
1197,20156200,20090156
1198,10054329,20090156
1199,10041471,20090156
1200,20153842,20071067
1201,10057331,20071067
1202,20241988,20071067
1203,10058653,20071067
1204,10062089,20071067
1205,10026804,20071067
1206,10088463,20070433
1207,10056888,20070433
1208,10041121,20070433
1209,10004652,20070205
1210,20165126,20070205
1211,20328695,20070205
1212,10040658,20070205
1213,10051959,20070205
1214,10055192,20060100
1215,20212509,20060100
1216,10004407,20060100
1217,10072907,20060100
1218,20110735,20060100
1219,20110834,20060100
1220,10055192,19750083
1221,20212509,19750083
1222,10004407,19750083
1223,10072907,19750083
1224,20110735,19750083
1225,20110834,19750083
1226,10027774,20050232
1227,10062427,20050232
1228,10054492,20050232
1229,10026804,20050232
1230,10065272,20050141
1231,10004407,20050141
1232,10027766,20050141
1233,10027853,20050141
1234,10002499,20050141
1235,10060189,20050017
1236,20132735,20050017
1237,10056570,20050017
1238,10005852,20050017
1239,10004184,20050017
1240,10006219,20050017
1241,10082985,20050017
1242,10054185,20040751
1243,10056949,20040751
1244,20241988,20040486
1245,20128942,20040486
1246,10040599,20040486
1247,10002240,20040486
1248,10004407,20030108
1249,10058591,20030108
1250,10005717,20020248
1251,10005426,20020248
1252,10003851,20020248
1253,20138632,20020049
1254,10006261,20020049
1255,10062208,20020049
1256,10000854,19990084
1257,10061405,19990084
1258,10030346,19990084
1259,10029209,19990084
1260,10005593,19990084
1261,10088463,20090319
1262,20128390,20090319
1263,20111288,20090319
1264,10050086,20090319
1265,20305729,20151227
1266,20230906,20151227
1267,20220828,20151227
1268,20267689,20141002
1269,20184267,20141002
1270,20111756,20141002
1271,20125862,20148845
1272,10055965,20215601
1273,20375339,20215601
1274,10054492,20215601
1275,20304812,20184483
1276,20329393,20197092
1277,20316812,20197092
1278,20112545,20188404
1279,10013118,20188404
1280,20112545,20000100
1281,10013118,20000100
1282,20288330,20182530
1283,20125862,20182530
1284,20332472,20170513
1285,20110508,20170513
1286,10058831,20170513
1287,10001931,20179189
1288,10006086,20179189
1289,20123348,20157501
1290,10086669,20157501
1291,20113672,20139401
1292,10003620,20139401
1293,10056829,20139401
1294,10002537,20130561
1295,20127463,20121550
1296,20137046,20121550
1297,10061917,20124055
1298,10040599,20124055
1299,10026804,20124055
1300,20147135,20124055
1301,10029224,20124055
1302,10003696,20110251
1303,10061439,20110251
1304,20067121,20072152
1305,20065265,20072152
1306,10056570,20072152
1307,20304229,20072152
1308,10005852,20072152
1309,10004184,20072152
1310,20345692,20217167
1311,20373801,20217167
1312,20371586,20227352
1313,10006219,20199500
1314,10058252,20181983
1315,10004484,20179205
1316,20111087,20100353
1317,20111283,20100353
1318,10071889,20100353
1319,10090426,20072057
1320,10029553,20072057
1321,20158266,20072057
1322,10055390,20072057
1323,10055906,20181167
1324,10040487,20181167
1325,20216167,20185201
1326,20267689,20185201
1327,20184267,20185201
1328,20292015,20185201
1329,20153842,20142402
1330,10027774,20142402
1331,10006480,20150941
1332,20381289,20223456
1333,20206386,20223456
1334,20308894,19990115
1335,20112573,19990115
1336,10058251,19990115
1337,20246709,19990115
1338,10022692,19990115
1339,10036787,19990115
1340,20110735,19990115
1341,20373895,20226739
1342,20218645,20200364
1343,20310690,20200364
1344,20216546,20209926
1345,10043799,20193601
1346,10001931,20193601
1347,20151358,20193601
1348,10003620,20176122
1349,10026501,20176122
1350,10062256,20145182
1351,20238446,20145182
1352,20385171,20200523
1353,20360392,20200523
1354,10029411,20191242
1355,20217187,20191242
1356,20188226,20182466
1357,20384308,20225892
1358,20331582,20225892
1359,20215386,20144641
