,peopleCd,movieCd
3472,10053709,20050237
3473,10019071,20050237
3474,10072187,20050007
3475,10004407,20050007
3476,10058591,20050007
3477,10060505,20050007
3478,20110735,20050007
3479,10009951,20040675
3480,10029381,20020045
3481,10090426,20020045
3482,10060189,20020045
3483,20213086,20020045
3484,10055390,20020045
3485,10003753,20020045
3486,10004407,20020141
3487,10072907,20020141
3488,10057398,20020141
3489,10001827,20010092
3490,10040441,20010092
3491,20217346,20010092
3492,20217347,20010092
3493,10057343,20010092
3494,10086840,19740127
3495,10055865,19740127
3496,10069014,19740127
3497,20125803,20154802
3498,20215486,20154802
3499,10040599,20154802
3500,10061628,20156748
3501,20137838,20143511
3502,20165346,20143511
3503,10089708,20143511
3504,10002887,20143511
3505,10075936,20143511
3506,10048860,20143511
3507,10047036,20142856
3508,10058591,20142856
3509,20112191,20123662
3510,20235166,20123662
3511,20250129,20123662
3512,10015745,20123662
3513,20193013,20123662
3514,10047368,20123662
3515,20112043,20123662
3516,10057407,20121549
3517,20112542,20121549
3518,10057531,20121549
3519,20381069,20113835
3520,20121241,20113835
3521,10005586,20124061
3522,10029649,20124061
3523,10001931,20110494
3524,20124877,20110494
3525,10008255,20110494
3526,10006261,20100834
3527,10003851,20090927
3528,10071129,20080400
3529,20113274,20080400
3530,20141134,20080400
3531,10089920,20080400
3532,10061843,20030420
3533,10043769,20030420
3534,20111258,20149796
3535,20112027,20149796
3536,20110671,20100250
3537,20113203,20100250
3538,10028653,20100250
3539,20382587,20224720
3540,20381112,20223722
3541,10005932,20223722
3542,20123348,20081716
3543,10043799,20081716
3544,20130878,20081716
3545,20111250,20081716
3546,10058929,20030116
3547,10062335,20030116
3548,20111358,20030116
3549,10055931,20030003
3550,10002002,20030003
3551,10040441,20030003
3552,10065915,20020278
3553,10085115,20020278
3554,10088463,20184571
3555,20210767,20184571
3556,20124307,20184571
3557,10061758,20184571
3558,10005256,20081001
3559,20142869,20081001
3560,20112797,20081001
3561,20128476,20081001
3562,10000783,20081001
3563,20151358,20080014
3564,10072796,20080014
3565,10005018,20080014
3566,10029181,20050233
3567,20111130,20050233
3568,10030297,20030410
3569,10061911,20030410
3570,10000873,20030410
3571,10000783,20030410
3572,20134396,20020055
3573,20128773,20020055
3574,10001421,20020055
3575,10029478,20010006
3576,10000882,20010006
3577,10006085,20010006
3578,10029288,20010006
3579,10047028,20000055
3580,10070559,20000055
3581,10072560,19970023
3582,10061911,19970023
3583,10090247,19970023
3584,10006084,19970034
3585,20260576,19970045
3586,10040579,19970045
3587,10066855,19970045
3588,10006056,19970045
3589,10035800,19970045
3590,10005632,19960035
3591,10019064,19960035
3592,10028462,19960037
3593,10003718,19950034
3594,10087459,19940018
3595,10065913,19940018
3596,10003851,19940017
3597,10033346,19940017
3598,10062253,19920051
3599,10040856,19920051
3600,20110552,19920051
3601,10001898,19920051
3602,10005235,19910049
3603,10004951,19890036
3604,10054898,19890036
3605,10054898,19860059
3606,10006482,20188393
3607,20309969,20188393
3608,10062013,20188393
3609,20134396,20218758
3610,20359672,20218758
3611,10068486,20218758
3612,20123348,20090605
3613,20151358,20090605
3614,10060535,20090605
3615,20382468,20050029
3616,20333392,20050029
3617,20121461,20050029
3618,10058653,20050029
3619,10089595,20050029
3620,10050957,20050029
3621,20167014,20050029
3622,10006851,20050029
3623,20218639,20050029
3624,20217366,20050029
3625,10001384,20050029
3626,10022620,20050029
3627,20211148,20050029
3628,20184539,20050029
3629,20184538,20050029
3630,10002170,20050029
3631,20121278,20050029
3632,20359252,20208400
3633,20218398,20143512
3634,10005932,20143512
3635,20227292,20141610
3636,20112554,20141610
3637,20222226,20142407
3638,10058005,20142407
3639,20125862,20142407
3640,10029363,20142407
3641,20167824,20130501
3642,10002119,20130501
3643,10029409,20130501
3644,20167824,19830023
3645,10002119,19830023
3646,10029409,19830023
3647,20167824,19710100
3648,10002119,19710100
3649,10029409,19710100
3650,20241988,20125406
3651,10005932,20125406
3652,20123348,20119618
3653,20241988,20119618
3654,10088187,20119618
3655,20151358,20119618
3656,10005932,20119618
3657,10040668,20119618
3658,20110989,20050276
3659,10058845,20050276
3660,10005452,20050276
3661,20166895,20189076
3662,20111300,19910084
3663,10087645,20090125
3664,10062253,19870056
3665,20170400,19870056
3666,20063776,19850030
3667,20127451,19840051
3668,10058164,19840016
3669,20302770,20203204
3670,20153456,20203204
3671,10012308,20203204
3672,20331974,20198182
3673,10030203,20100059
3674,10090354,20100059
3675,10033359,19960082
3676,20333137,20210690
3677,20206386,20210690
3678,20288701,20210690
3679,20307142,20210690
3680,20167143,20210690
3681,20276290,20210690
3682,20302811,20210690
3683,20260654,20210690
3684,20371775,20211568
3685,20306969,20211568
3686,20285795,20211568
3687,10054464,20136869
3688,10067926,20136869
3689,10081865,20136869
3690,10016593,20136869
3691,10045519,20136869
3692,10054464,19930143
3693,10067926,19930143
3694,10081865,19930143
3695,10016593,19930143
3696,10045519,19930143
3697,20133605,20183848
3698,10089612,20183848
3699,20133605,20080871
3700,10054571,20080871
3701,20273329,20080871
3702,10061970,20080871
3703,10061331,20170001
3704,10090050,20131102
3705,20155828,20113381
3706,20131414,20113381
3707,10043799,20113381
3708,10054393,20080834
3709,10005562,20080834
3710,10054571,20080834
3711,20113255,20080834
3712,20113300,20080834
3713,20230641,20060387
3714,10005151,20060387
3715,20120461,20060387
3716,20125263,20060387
3717,10000497,20060387
3718,10001931,20010040
3719,20183059,20010040
3720,20268453,20010040
3721,10042824,20010040
3722,20188404,20010040
3723,10005983,20010040
3724,20110938,20010040
3725,20132141,20188824
3726,10028475,20176061
3727,10001827,20090562
3728,20332472,20100302
3729,20230641,20100302
3730,10043799,20100302
3731,10062427,20100302
3732,10003489,20100302
3733,10004407,20100302
3734,20188661,20148619
3735,20114292,20148619
3736,20188662,20148619
3737,20203375,20224142
3738,10068572,20090877
3739,20185034,20211945
3740,20377544,20211945
3741,20243731,20211945
3742,20189151,20211945
3743,20351612,20211945
3744,20318730,20211945
3745,20310330,20211945
3746,20310309,20211945
3747,10061231,20190482
3748,10031684,20181087
3749,10057552,20181087
3750,20187524,20181087
3751,20227362,20181087
3752,20152055,20181087
3753,10029478,20181087
3754,10058842,20181087
3755,10065271,20181087
3756,20281729,20181087
3757,20175184,20181087
3758,20341771,20181087
3759,20112577,20181087
3760,20333672,20179230
3761,10054870,20179230
3762,20211626,20179230
3763,10037050,19900105
3764,10090007,19900105
3765,20213166,20181103
3766,20188908,20181103
3767,20345078,20181103
3768,20110847,20181103
3769,20237267,20181103
3770,10089612,20162021
3771,20174540,20162021
3772,10061439,20141613
3773,20154667,20143252
3774,20183861,20143252
3775,20227292,20190601
3776,20185842,20197520
3777,20110918,20191041
3778,20306772,20191041
3779,10049814,20148460
3780,10030203,20148460
3781,20189634,20190726
3782,20189026,20190726
3783,20285310,20190726
3784,10040563,20190726
3785,10002480,20190726
3786,20233990,20190726
3787,20218809,20190726
3788,20208252,20190726
3789,20359052,20208361
3790,10072304,20124047
3791,10004056,20124047
3792,20125803,20070552
3793,20111376,20070552
3794,20113595,20070552
3795,20125508,20070552
3796,10004500,20070552
3797,20210671,20196601
3798,10065839,20196601
3799,20114576,20148631
3800,10000628,19840049
3801,10005590,19830096
3802,10058073,19830096
3803,10040535,19830102
3804,10005590,19830099
3805,10072534,19830099
3806,10058705,19830097
3807,10000774,19830097
3808,10090380,19830097
3809,10029005,19820096
3810,10054323,19820065
3811,10072534,19820065
3812,20254416,20182861
3813,20277250,20182861
3814,20110508,20182861
3815,10054133,20182861
3816,10039219,20182861
3817,20194189,20182861
3818,10004654,20182861
3819,20324792,20207567
3820,20235166,20112808
3821,10062188,20112808
3822,20381360,20223124
3823,10029586,20172204
3824,10072916,20040640
3825,20281729,20040640
3826,10055997,20040640
3827,10057277,20040640
3828,10003845,20040640
3829,20113536,20040640
3830,10006619,20040640
3831,10000900,20040640
3832,10060343,20040640
3833,10059836,20040640
3834,20356673,20192696
3835,20165346,20192696
3836,20216911,20192696
3837,20191706,20162722
3838,20131894,20162722
3839,20222226,20150025
3840,20111283,20150025
3841,20222226,20149314
3842,20111283,20149314
3843,10004904,20113671
3844,20123348,20113671
3845,20151358,20113671
3846,10005652,20113671
3847,10002537,20113671
3848,10029578,20164174
3849,10029381,20140704
3850,10054739,20140704
3851,20250129,20140704
3852,10071129,20140704
3853,20065829,20140704
3854,10061971,20147929
3855,20197151,20147929
3856,10003696,20147929
3857,20111176,20144721
3858,20144401,20134591
3859,20113801,20134591
3860,10050865,20136060
3861,20128531,20136060
3862,20153398,20136060
3863,10082849,20136060
3864,20124307,20127595
3865,20186589,20127595
3866,20155901,20127595
3867,10079164,20127595
3868,10054296,20127595
3869,10029555,20127595
3870,20124307,19710136
3871,20186589,19710136
3872,20155901,19710136
3873,10079164,19710136
3874,10054296,19710136
3875,10029555,19710136
3876,20142402,20090822
3877,10002500,20090822
3878,10056055,20090822
3879,10081550,20090822
3880,20217449,20090822
3881,20185047,20090822
3882,10027851,20090822
3883,20329515,20071064
3884,20153926,20071064
3885,10056888,20071064
3886,10055840,20071064
3887,10072863,20070096
3888,10028460,20070096
3889,10088447,20070096
3890,10002397,20070096
3891,10002520,20070096
3892,20238486,20050323
3893,10050404,20050323
3894,10057552,20181821
3895,20227362,20181821
3896,20187944,20181821
3897,20187958,20181821
3898,20111288,20181821
3899,10056778,20160484
3900,20152055,20160484
3901,20221426,20160484
3902,20258389,20158358
3903,20221426,20158358
3904,10006553,20158822
3905,10060025,20147803
3906,10000249,20147803
3907,10003537,20110985
3908,10028414,20110985
3909,20125862,20110193
3910,10000946,20110193
3911,20171960,20110193
3912,10043339,20110193
3913,10057407,20197121
3914,20211466,20168754
3915,20112022,20168754
3916,10057552,20159286
3917,20168821,20159286
3918,10029478,20159286
3919,10058842,20159286
3920,20111288,20159286
3921,20187945,20159286
3922,10006085,20159286
3923,10028770,20159286
3924,10057717,20152782
3925,10005652,20152782
3926,10061983,20152782
3927,20114521,20110601
3928,20114871,20113411
3929,20211226,20150901
3930,10005886,20124039
3931,20165126,20124039
3932,10020297,20124039
3933,10006204,20090042
3934,20164846,20090042
3935,20123348,20080663
3936,20153480,20080663
3937,10061916,20080663
3938,10006085,20080663
3939,10067169,20080663
3940,10057548,20050354
3941,10072983,20050354
3942,10057277,20050354
3943,20069347,20050354
3944,10057485,20068576
3945,10067370,20068576
3946,10065265,20068576
3947,10006204,20157431
3948,20158266,20157431
3949,20189647,20157431
3950,10060535,20148842
3951,20128773,20126583
3952,20184267,20126583
3953,20151358,20126583
3954,10000783,20102416
3955,10057407,20100813
3956,10006482,20100813
3957,10060535,20100813
3958,10000783,20100813
3959,10060535,20070434
3960,10014295,20070434
3961,20123348,20060292
3962,20165126,20060292
3963,10060535,20060292
3964,10000783,20060292
3965,10060535,20050178
3966,10014295,20050178
3967,10088267,19950057
3968,10005643,20201965
3969,20167260,20201965
3970,20222226,20149062
3971,20153480,20149062
3972,10058005,20149062
3973,10004879,20149062
3974,10003598,20100793
3975,10004500,20100793
3976,10066934,20060250
3977,20150634,20060250
3978,10043363,20060250
3979,10050947,20060250
3980,10086667,20060250
3981,10056675,20060250
3982,10083006,20060250
3983,10066934,20161364
3984,20150634,20161364
3985,10043363,20161364
3986,10050947,20161364
3987,10086667,20161364
3988,10056675,20161364
3989,10083006,20161364
3990,10003598,20090054
3991,10004500,20090054
3992,10019069,20060134
3993,20304229,20060134
3994,10002556,20060134
3995,10026501,20145396
3996,10031356,20124936
3997,20156200,20124936
3998,10057407,20100214
3999,10057273,20100214
4000,10056156,20080264
4001,20112331,20080264
4002,10061389,20080264
4003,20114571,20176345
4004,20114571,20137981
4005,10073546,20137981
4006,10033764,20137981
4007,20222306,20173932
4008,10040499,20173932
4009,10057485,20158482
4010,10040499,20158482
4011,10007504,20148588
4012,20332472,20111914
4013,20151358,20111914
4014,10088447,20111914
4015,10007306,20111914
4016,10068073,20111914
4017,10016841,20111914
4018,10077814,20111914
4019,10075624,20111914
4020,10002397,20111914
4021,20332472,19990166
4022,20151358,19990166
4023,10088447,19990166
4024,10007306,19990166
4025,10068073,19990166
4026,10016841,19990166
4027,10077814,19990166
4028,10075624,19990166
4029,10002397,19990166
4030,10040499,20090874
4031,20112573,20090329
4032,10072551,20090329
4033,20186944,20090329
4034,10029363,20090329
4035,10002283,20090329
4036,10004904,20090308
4037,10031639,20090308
4038,10005097,20090308
4039,10058005,20070639
4040,20151358,20070639
4041,10042478,20070639
4042,10057256,20070493
4043,10000249,20070493
4044,10006993,20070493
4045,10004197,20070493
4046,10056927,20070493
4047,20169040,20070493
4048,20173223,20070493
4049,20173222,20070493
4050,20173221,20070493
4051,10007435,20070493
4052,10015424,20070493
4053,10090050,20070381
4054,10065272,20070381
4055,10088424,20060412
4056,10065272,20060412
4057,20111134,20060412
4058,20069347,20060412
4059,20144401,20060369
4060,10043799,20060369
4061,10060422,20060369
4062,10004423,20060369
4063,10057552,20060051
4064,10058005,20060051
4065,20147149,20060051
4066,10029586,20090225
4067,20329515,20090225
4068,10006129,20090225
4069,10056602,20153741
4070,10057273,20153741
4071,10071587,20120801
4072,10027791,20120801
4073,20143077,20110612
4074,20123348,20110612
4075,10054784,20110612
4076,10005544,20110612
4077,10062006,20110612
4078,10000613,20110612
4079,20069623,20182280
4080,20303769,20182280
4081,20331582,20182280
4082,20233989,20182280
4083,10025284,20182280
4084,10022626,20182280
4085,20069623,19880210
4086,20303769,19880210
4087,20331582,19880210
4088,20233989,19880210
4089,10025284,19880210
4090,10022626,19880210
4091,20069623,19990309
4092,20303769,19990309
4093,20331582,19990309
4094,20233989,19990309
4095,10025284,19990309
4096,10022626,19990309
4097,10000970,20189122
4098,20303810,20128506
4099,10000970,20128506
4100,10015148,20128506
4101,10062188,20207566
4102,10005886,20196270
4103,10022154,20196270
4104,10058650,20030162
4105,20372053,20030162
4106,10036887,20030162
4107,20276650,20030162
4108,10037178,20030162
4109,10028441,20030162
4110,20126370,20030162
4111,20377929,20210243
4112,20377928,20210243
4113,10066714,20210243
4114,20161223,20210243
4115,20166800,20210243
4116,10028562,20210243
4117,20255129,20192623
4118,20244391,20192623
4119,20146447,20181096
4120,10060635,20181096
4121,10050404,20181096
4122,20299732,19750143
4123,10058164,19750143
4124,10045277,19950264
4125,20305309,20184962
4126,20305169,20184962
4127,10004121,20121241
4128,20231006,20100281
4129,10060556,20100281
4130,10004672,20080046
4131,10007437,20080046
4132,20151358,20080046
4133,10089708,20080046
4134,10055333,20080046
4135,20127451,20080046
4136,20114191,20080046
4137,20127588,20080046
4138,10004672,19790040
4139,10007437,19790040
4140,20151358,19790040
4141,10089708,19790040
4142,10055333,19790040
4143,20127451,19790040
4144,20114191,19790040
4145,20127588,19790040
4146,10057485,20127027
4147,10040399,20127027
4148,20124307,20127027
4149,20125795,20127027
4150,10000783,20127027
4151,10004151,20127027
4152,10057485,20070497
4153,10040399,20070497
4154,20124307,20070497
4155,20125795,20070497
4156,10000783,20070497
4157,10004151,20070497
4158,10072715,20060276
4159,10058152,20060276
4160,10053955,20060210
4161,20188935,20060210
4162,10058504,20060210
4163,10090222,20060210
4164,10001414,20060210
4165,10006078,20060077
4166,10004627,20060077
4167,20111806,20060077
4168,10060189,20040537
4169,10003582,20040537
4170,20151358,20040537
4171,10060414,20040537
4172,10062030,20040537
4173,10000928,20040537
4174,10037076,19980042
4175,10072907,19980042
4176,10058881,19980042
4177,10067361,20173865
4178,20283049,20173865
4179,10033029,20173865
4180,10080135,20173865
4181,20153842,20060230
4182,20226969,20060230
4183,10065272,20060230
4184,10005880,20060230
4185,10065952,20142406
4186,10090426,20030036
4187,10029224,20030036
4188,10060636,20030036
4189,10068856,20030036
4190,20360013,19980025
4191,10005717,19980025
4192,10028466,19980025
4193,10072874,19750084
4194,20112183,20122702
4195,20153842,20128687
4196,20151358,20128687
4197,10061765,20128687
4198,10062006,20128687
4199,10037027,20128687
4200,10086149,19990158
4201,20380620,20212705
4202,20311613,20210689
4203,20206386,20138561
4204,20173104,20138561
4205,20231926,20151063
4206,20359613,20209185
4207,20244869,20160501
4208,20216911,20160501
4209,20275249,20181434
4210,20175841,20181434
4211,20284770,20173993
4212,20237307,20173993
4213,10005808,20173993
4214,20308893,20219446
4215,20377066,20219446
4216,20256037,20219446
4217,20363159,20219446
4218,20324977,20219446
4219,20318815,20219446
4220,20283609,20219446
4221,20307332,20219446
4222,20179941,20134474
4223,20111802,20134474
4224,20120681,20201691
4225,20276669,20174266
4226,20161223,20174266
4227,10028598,20174266
4228,20200907,20183424
4229,20200906,20183424
4230,10040866,19830062
4231,10003740,19830062
4232,10040866,19800054
4233,10006211,19800054
4234,10040866,19800031
4235,10072874,19770030
4236,10056886,19770018
4237,10027666,20162022
4238,20157239,20162022
4239,10079546,20162022
4240,20110247,20162022
4241,20188669,20162022
4242,20111176,20162022
4243,10059405,20162022
4244,10042767,20162022
4245,10059968,20162022
4246,10057331,20129787
4247,10021332,20129787
4248,10056888,20113231
4249,10056932,20113231
4250,20112654,20111686
4251,20113554,20111686
4252,10028506,20101345
4253,20210671,20101345
4254,10060625,20101345
4255,10028833,20101345
4256,20252310,20101345
4257,10054989,20101233
4258,10060673,20100234
4259,10036874,20100234
4260,10027834,20100234
4261,10056927,20100234
4262,10037492,20100234
4263,10054393,20209430
4264,20166524,20209430
4265,20379604,20211581
4266,20114576,20174663
4267,10019069,20148534
4268,10006116,20148534
4269,10087753,20148534
4270,20214366,20153803
4271,20165346,20181199
4272,20174072,20135405
4273,10003696,20135405
4274,20309910,20218647
4275,20113708,20218647
4276,20330294,20218647
4277,10056231,20218647
4278,20351585,20218647
4279,20308189,20218647
4280,20326793,20218647
4281,20310691,20218647
4282,10054495,20162541
4283,10047036,20162541
4284,10060143,20162541
4285,20222306,20162541
4286,10054133,20162541
4287,10029163,20162541
4288,10055931,20162541
4289,20266869,20162541
4290,10040898,20162541
4291,20210768,20141001
4292,20191068,20141001
4293,20266633,20141001
4294,20266632,20141001
4295,10013952,20141001
4296,20278509,20183358
4297,20166880,20183358
4298,20233786,20177962
4299,20210671,20177962
4300,20216546,20155324
4301,20125818,20140193
4302,10049776,20060229
4303,20221426,20050013
4304,10006480,20050013
4305,10062006,20050013
4306,10028466,20050013
4307,10048487,20050013
4308,10067881,20050013
4309,20113251,20050013
4310,20153728,20191783
4311,20239788,20191783
4312,20141478,20191783
4313,20234306,20159447
4314,20110735,20159422
4315,20189601,20149457
4316,10031641,20134082
4317,20110970,20134082
4318,10040850,20134082
4319,20132141,20158481
4320,10003489,20158481
4321,10079546,20147987
4322,10029350,20147987
4323,20128609,20110290
4324,20164846,20110290
4325,10054492,20110290
4326,10065847,20110290
4327,20240026,20166541
4328,20111134,20166541
4329,10005660,20155321
4330,10006204,20154906
4331,20186154,20154906
4332,20204507,20154906
4333,10005015,20154906
4334,10056854,20154906
4335,20189647,20154906
4336,20247715,20154906
4337,10073546,20154906
4338,10062256,20130482
4339,10057552,20130482
4340,20283969,20130482
4341,10029478,20130482
4342,10047368,20130482
4343,10089518,20130482
4344,10060507,20130482
4345,10006261,20130482
4346,10006085,20130482
4347,10029380,20130482
4348,20112401,20124934
4349,10003696,20124934
4350,10057103,20080394
4351,10054495,20080394
4352,20110970,20080394
4353,20237286,20218909
4354,20377544,20218909
4355,20376947,20218909
4356,20255969,20218909
4357,20351585,20218909
4358,20345473,20218909
4359,20328052,20218909
4360,20326114,20218909
4361,20267011,20218909
4362,20238828,20218909
4363,20237286,20201786
4364,20309700,20201786
4365,20172723,20201786
4366,20186574,20201786
4367,20210847,20201786
4368,20112191,20173962
4369,20112542,20173962
4370,20162031,20173962
4371,10052574,20173962
4372,20254416,20141609
4373,10055132,20141609
4374,10045335,20141609
4375,20188088,20147931
4376,20155901,20147931
4377,10060672,20136043
4378,20114292,20136043
4379,20125803,20124045
4380,10040399,20124045
4381,10061971,20124045
4382,10053590,20124045
4383,10058040,20124045
4384,20171962,20090914
4385,20164846,20090914
4386,10000533,20090914
4387,10054492,20090914
4388,10003489,20090914
4389,20276669,20195963
4390,20351585,20195963
4391,20313295,20195963
4392,20313296,20195963
4393,20122905,20158742
4394,10081807,19930402
4395,10086267,19930402
4396,10051184,20060262
4397,20330292,20206190
4398,20305089,20184678
4399,20189625,20190804
4400,20380200,20181104
4401,20193013,20181104
4402,20112360,20206464
4403,10054878,20070289
4404,20114792,20070289
4405,20235306,20070289
4406,10043285,20070289
4407,20157483,20070289
4408,20263844,20070289
4409,20191566,20223326
4410,20303829,20183381
4411,20206966,20183381
4412,10001718,20173995
4413,10040434,20120110
4414,10036861,20120110
4415,20184561,20120110
4416,20307529,20120110
4417,10003697,20124049
4418,20135180,20124049
4419,10003972,20124049
4420,20131894,20124049
4421,10072715,20124049
4422,20125818,20124058
4423,10005544,20113312
4424,10029288,20113312
4425,10054336,20101344
4426,10028506,20101344
4427,10060625,20101344
4428,20230641,20100981
4429,20151358,20100981
4430,20167301,20100981
4431,20150573,20101004
4432,10060535,20101004
4433,20206966,20101004
4434,20162131,20101004
4435,10055934,20101004
4436,10054560,20101004
4437,10060813,20100264
4438,10004652,20100264
4439,10057572,20100264
4440,10083006,20100264
4441,10050404,20090669
4442,10065915,20090669
4443,10024105,20090669
4444,10078519,20090669
4445,10044745,20090669
4446,10072796,20090669
4447,10053472,20090669
4448,10079641,20090669
4449,10081810,20090669
4450,20153480,20061221
4451,10004950,20061221
4452,20151358,20061221
4453,20111178,20061221
4454,20112331,20061221
4455,10060025,20070544
4456,10047126,20070544
4457,20156933,20070109
4458,10002469,20070109
4459,20151358,20060224
4460,20283409,20060224
4461,10031639,20060224
4462,10016909,20060224
4463,10088185,20060224
4464,10053456,20060224
4465,10078238,20060224
4466,20064664,20060191
4467,20151358,20060191
4468,20140497,20060191
4469,10072725,20060191
4470,10057981,20050344
4471,10029289,20050346
4472,20347612,20050346
4473,20151358,20050346
4474,10027781,20050346
4475,10040668,20050346
4476,20128940,20050346
4477,10065847,20060176
4478,10037178,20040788
4479,10003968,20040608
4480,20347054,20040608
4481,10037178,20040608
4482,10008255,20040608
4483,20112388,20111874
4484,10090222,20111874
4485,10053930,20070490
4486,10056203,19750008
4487,20125884,19750008
4488,10001683,19750008
4489,20222517,19750008
4490,20222486,19750008
4491,20222476,19750008
4492,10051586,19750008
4493,10054296,19750008
4494,20381392,20000008
4495,20381033,20000008
4496,10065800,20000008
4497,20232188,20161744
4498,10022687,20161744
4499,20125826,20184543
4500,10060684,20184543
4501,20110219,20184543
4502,20209848,20184543
4503,20209847,20184543
4504,20113261,20184543
4505,10033799,20184543
4506,20318899,20193068
4507,20112503,20193068
4508,20110814,20193068
4509,10054878,20152746
4510,20213086,20152746
4511,10058128,20152746
4512,20349332,20208261
4513,10049008,20202462
4514,10087712,20145504
4515,10015745,20145504
4516,20128390,20126087
4517,10072794,20126087
4518,10065271,20143509
4519,10022589,20143509
4520,20306550,20210756
4521,10066934,20171164
4522,20342028,20186652
4523,20120681,20186652
4524,10001904,20186652
4525,20223066,19820056
4526,10065701,19820056
4527,10025849,19820056
4528,20146829,19820056
4529,10003692,19820056
4530,10013526,19820056
4531,10059784,19820056
4532,10009260,19820056
4533,10031373,19820056
4534,10054296,19820056
4535,20187945,20133569
4536,20110765,20133569
4537,10059850,20133569
4538,20166832,20133569
4539,20112056,20133569
4540,20114594,20119890
4541,20113871,20119890
4542,20112386,20119890
4543,10057258,20204388
4544,10070464,20204388
4545,10004116,20204388
4546,10054323,20204388
4547,10028610,20200292
4548,20330438,20200292
4549,20258930,20200292
4550,10066934,20184961
4551,10052663,20211241
4552,10003940,20190665
4553,20218857,20190665
4554,20218855,20190665
4555,10028435,20190665
4556,20275809,20190665
4557,20186382,20209184
4558,20292396,20209184
4559,20228046,20209184
4560,20224635,20209184
4561,20210886,20209184
4562,20359632,20209184
4563,20250056,20209184
4564,20324739,20209184
4565,20218645,20209184
4566,10028506,20209184
4567,20235066,20209184
4568,20272892,20209184
4569,20258723,20209184
4570,20258369,20209184
4571,10090165,20205258
4572,20257015,20181172
4573,20331872,20080042
4574,20137838,20080042
4575,10027834,20080042
4576,10055307,20080042
4577,10049733,20080042
4578,20187502,20199815
4579,20324292,20199815
4580,20151358,20020122
4581,10086324,20020122
4582,20111250,20020122
4583,20306770,20209182
4584,20239606,20209182
4585,20120955,20209182
4586,20157907,20209182
4587,20359612,20209182
4588,20324813,20209182
4589,20188895,20209182
4590,20176201,20209182
4591,20173568,20209182
4592,20302850,20217102
4593,20129592,20217102
4594,20218855,20217102
4595,10087658,20217102
4596,20121205,20217102
4597,20380221,20217102
4598,20309172,20217102
4599,10058080,20217102
4600,10005439,20217102
4601,20302873,20217102
4602,20180729,20078584
4603,20193133,20148494
4604,20188646,20148494
4605,10058653,20070305
4606,10050086,20070305
4607,10001414,20070305
4608,20110995,20155301
4609,20110814,20155301
4610,20376798,19760023
4611,10005375,19760023
4612,20290510,20211700
4613,20306850,20211700
4614,20307370,20211700
4615,20189628,20211700
4616,20188932,20211700
4617,20306473,20211700
4618,20278709,20211700
4619,20359652,20211700
4620,20359432,20211700
4621,20350855,20211700
4622,20346092,20211700
4623,20213746,20211700
4624,20330834,20211700
4625,20330833,20211700
4626,20330194,20211700
4627,20328072,20211700
4628,20326752,20211700
4629,20326114,20211700
4630,20275010,20211700
4631,20318895,20211700
4632,20310732,20211700
4633,20310599,20211700
4634,20309291,20211700
4635,20306531,20211700
4636,20306530,20211700
4637,20292018,20211700
4638,20234766,20211700
4639,20239526,20211700
4640,10006480,20210038
4641,20189128,19820110
4642,10033078,19820110
4643,20189128,20060353
4644,10033078,20060353
4645,20219231,20211219
4646,10028532,20211219
4647,20112454,20156562
4648,20122844,20156562
4649,10089901,20151021
4650,20140739,20151021
4651,10005672,20151021
4652,10006101,20151582
4653,10006101,20133681
4654,10036855,20133681
4655,10002449,20133681
4656,20080184,20158242
4657,10027774,20158242
4658,20186944,20158242
4659,10003598,20158242
4660,20128050,20158242
4661,10004500,20158242
4662,20379602,20216082
4663,10075727,19880094
4664,10003461,20040623
4665,10009025,20040623
4666,20123348,20209269
4667,10005586,20209269
4668,10043984,20209269
4669,20210747,20176026
4670,10072863,20176026
4671,10060505,20176026
4672,10043558,20158795
4673,10028506,20158795
4674,10036887,20080397
4675,10065272,20080397
4676,10027781,20080397
4677,10040668,20080397
4678,10036887,19880009
4679,10065272,19880009
4680,10027781,19880009
4681,10040668,19880009
4682,10004780,19770064
4683,10058705,19770025
4684,10057543,19770025
4685,20115399,20100336
4686,20323794,20218872
4687,20377375,20191503
4688,10056145,20209143
4689,20306473,20209143
4690,10002500,20209143
4691,20144326,20209143
4692,20120921,20209143
4693,10054185,20209143
4694,20174264,20209143
4695,20306531,20209143
4696,20111175,20209143
4697,10005097,20209143
4698,20110856,20209143
4699,10060539,20209143
4700,10057323,20209143
4701,10056145,20167102
4702,20306473,20167102
4703,10002500,20167102
4704,20144326,20167102
4705,20120921,20167102
4706,10054185,20167102
4707,20174264,20167102
4708,20306531,20167102
4709,20111175,20167102
4710,10005097,20167102
4711,20110856,20167102
4712,10060539,20167102
4713,10057323,20167102
4714,20203375,20211413
4715,20378736,20201748
4716,20378697,20201748
4717,20378696,20201748
4718,20166961,20201748
4719,20311011,20201748
4720,20208686,20201748
4721,10003696,20201748
4722,20182772,20201748
4723,20378736,20139461
4724,20378697,20139461
4725,20378696,20139461
4726,20166961,20139461
4727,20311011,20139461
4728,20208686,20139461
4729,10003696,20139461
4730,20182772,20139461
4731,10054453,20040496
4732,10029227,20000053
4733,10054469,20000053
4734,10005731,19980039
4735,10005615,19980039
4736,10005731,20010048
4737,20113335,20010048
4738,20214911,20195959
4739,10036784,20195959
4740,20163808,20195959
4741,20218851,20177534
4742,10060574,20100260
