,movieCd,showTime
490,20218815,99
491,19720031,95
492,20142405,99
493,20194461,107
494,19900174,81
495,20020213,104
496,20183407,114
497,20218240,108
498,19850008,125
499,20148534,116
500,20218016,84
501,20201786,119
502,20172464,81
503,19970024,84
504,20200303,78
505,20199563,86
506,20202625,89
507,20217103,86
508,19810038,120
509,19800129,119
510,20192696,94
511,20186649,99
512,20198161,103
513,20070262,98
514,20050123,108
515,20217330,66
516,20217892,75
517,20110254,79
518,20200246,96
519,19910355,105
520,20216241,65
521,20080910,100
522,19940047,117
523,19890010,114
524,20182466,73
525,19910011,113
526,20214763,100
527,20070358,93
528,20190683,82
529,20184541,61
530,20183137,64
531,20198663,99
532,20188462,104
533,20198484,97
534,20195962,115
535,19920065,109
536,19880034,110
537,20217898,144
538,20201747,76
539,20196753,86
540,20191030,90
541,20181206,108
542,20198950,92
543,20193068,117
544,20209144,82
545,20217448,62
546,20215967,94
547,20196675,113
548,20197391,104
549,20203673,110
550,20181168,88
551,20010084,80
552,20199630,127
553,20090683,95
554,20209947,91
555,20194501,99
556,20160743,73
557,20216843,87
558,20040487,116
559,20203204,103
560,20196775,114
561,20201691,107
562,20216894,103
563,20132799,104
564,20185201,91
565,20216673,93
566,20181172,75
567,20217825,145
568,20040462,125
569,20217467,60
570,20217170,69
571,20050214,98
572,20050097,103
573,20217384,106
574,20173995,106
575,20133569,92
576,20010092,110
577,20214867,83
578,20190323,114
579,19770088,230
580,20201692,78
581,19900204,128
582,20192621,82
583,20196201,118
584,19990068,98
585,20199541,104
586,20080834,98
587,20060387,120
588,20060077,105
589,20080142,110
590,20090307,137
591,20129368,127
592,20193013,77
593,20181983,130
594,20030092,103
595,20040559,105
596,20175601,89
597,20188421,113
598,20000011,111
599,20159161,120
600,19980009,100
601,20020058,90
602,20050045,95
603,20050292,104
604,20060229,107
605,20060272,102
606,20071060,99
607,20061223,98
608,20010037,109
609,20030108,104
610,19990053,99
611,20000021,90
612,20020049,104
613,20028542,87
614,20040774,101
615,20050007,102
616,20050344,104
617,20060100,117
618,20070382,124
619,20136802,103
620,19970014,104
621,19980030,103
622,20181162,106
623,20214963,99
624,20181166,94
625,20196800,70
626,20196773,104
627,19830123,93
628,20204269,78
629,20202921,97
630,20126583,135
631,20197853,108
632,20000044,110
633,20202584,101
634,20030371,148
635,20191105,97
636,20199448,114
637,19670063,
638,20100354,75
639,20174681,114
640,20209430,97
641,20208261,108
642,20197032,85
643,20190461,88
644,20196672,92
645,20196284,104
646,20191371,85
647,20196732,93
648,20205341,87
649,20100355,71
650,20196750,81
651,20196701,99
652,20196601,105
653,20215809,148
654,20200002,82
655,20200471,87
656,20173991,131
657,20190268,84
658,20206928,90
659,20124017,93
660,20208523,94
661,20204139,65
662,20181169,109
663,20050118,146
664,20040704,135
665,20141704,94
666,20126003,104
667,20141702,94
668,20207443,106
669,19960052,95
670,20183642,83
671,20010020,137
672,20209836,98
673,20207254,109
674,20190481,118
675,20183358,91
676,20111928,110
677,20185784,113
678,19959184,99
679,20050310,156
680,20201687,85
681,20209802,102
682,20070585,113
683,20177005,109
684,20193859,104
685,20030033,117
686,20040798,103
687,19970271,131
688,20204643,99
689,20101344,117
690,20155391,83
691,20190703,91
692,20160504,77
693,20200583,93
694,20180868,133
695,20208400,83
696,20113533,122
697,20204432,107
698,20200304,85
699,20198996,82
700,19900139,90
701,19890108,87
702,19900192,72
703,19900300,123
704,19900343,103
705,19890241,138
706,20183391,78
707,20202002,106
708,20197121,110
709,20186324,101
710,20200127,75
711,20205001,77
712,20196673,98
713,20157434,90
714,20186202,141
715,20150976,139
716,20207492,96
717,20200200,80
718,20194424,99
719,20180442,128
720,20180939,113
721,20205525,57
722,20183572,90
723,20193601,103
724,20190521,94
725,20197441,81
726,20207722,111
727,20190531,90
728,20196716,48
729,20193321,104
730,20199346,85
731,20196285,118
732,20191106,86
733,20194456,119
734,20196702,104
735,20193669,100
736,20182861,100
737,20200490,89
738,20198890,104
739,20192603,70
740,20180902,95
741,20190482,100
742,20190727,104
743,20180962,108
744,20156923,97
745,20188121,90
746,20192751,95
747,20183366,118
748,20184571,132
749,20206963,88
750,20197863,102
751,20182447,97
752,20206190,92
753,20183848,100
754,20190678,93
755,20194715,98
756,20149501,90
757,20174266,115
758,20191783,101
759,20186707,70
760,20190522,97
761,20183128,89
762,20182280,114
763,20184483,116
764,20196774,106
765,20184243,113
766,20183791,71
767,20191042,70
768,20183002,117
769,20191029,118
770,20191682,83
771,20195561,72
772,20187322,110
773,20181096,83
774,20181087,103
775,20192101,109
776,20181114,89
777,20189647,97
778,20191242,97
779,20183744,102
780,20181109,130
781,20201284,84
782,20183424,166
783,20193821,75
784,20196405,73
785,20192984,73
786,20205378,87
787,20182590,92
788,20191422,112
789,20199532,96
790,20181199,98
791,20183813,110
792,20198978,75
793,20193069,97
794,20176061,91
795,20157465,108
796,20195920,109
797,20183072,95
798,20186647,93
799,20198182,97
800,20194621,99
801,20181205,110
802,20196705,92
803,20184341,114
804,20183041,100
805,20181164,97
806,20196781,99
807,19950332,131
808,20188750,114
809,20181092,80
810,20183782,131
811,20208361,60
812,20000152,102
813,20196676,103
814,20169728,90
815,20208828,102
816,20090914,115
817,20206291,98
818,20123681,77
819,20190621,110
820,20020054,120
821,20198870,84
822,20040734,123
823,19950185,103
824,20030060,95
825,20050042,118
826,20040703,116
827,20205258,82
828,20196674,94
829,20184482,105
830,20192764,96
831,20199815,82
832,20180743,91
833,20000030,112
834,20209304,114
835,20100788,85
836,20190674,74
837,20040558,108
838,20050313,90
839,20209858,81
840,19940007,92
841,19970029,125
842,20030094,86
843,20198863,130
844,20203146,98
845,20191121,89
846,20199883,100
847,20189973,89
848,20060147,147
849,20151229,134
850,20124082,132
851,20196782,92
852,20154427,99
853,20136062,124
854,20177365,97
855,20208045,142
856,20204684,89
857,20201785,107
858,20174442,103
859,20100061,95
860,20040784,129
861,19950263,89
862,20180321,77
863,20188824,93
864,19930026,92
865,20196271,131
866,19930117,142
867,20040605,112
868,20193275,101
869,20040483,116
870,20202181,95
871,20190505,98
872,20184462,134
873,20191107,88
874,20136064,129
875,20148855,107
876,20149258,110
877,20183384,76
878,20110251,121
879,19900036,109
880,20153303,69
881,20167821,66
882,20132805,84
883,20189281,78
884,20120103,97
885,20040463,85
886,20125430,94
887,20154803,101
888,20155321,93
889,20198829,71
890,20209425,77
891,20202604,60
892,20183096,120
893,20172626,75
894,20182279,67
895,20181821,91
896,20050086,118
897,20161961,111
898,20129211,91
899,20120105,85
900,20112690,110
901,20112018,83
902,20112071,82
903,20101345,96
904,20101343,114
905,20090844,90
906,20090843,84
907,20090037,112
908,20090841,98
909,20081616,106
910,20081661,87
911,20081648,100
912,20100312,147
913,20127568,91
914,20100206,113
915,20182585,130
916,20060284,115
917,20173202,147
918,20090248,128
919,20149570,124
920,20179205,119
921,20147947,111
922,20200836,196
923,20200846,120
924,20184678,98
925,20209644,110
926,20080587,80
927,20040514,132
928,20101392,100
929,20081482,105
930,20090528,122
931,20100962,91
932,20209803,91
933,20188941,109
934,20200003,80
935,19720013,98
936,19890252,91
937,19940332,100
938,20164424,114
939,20195791,87
940,20101193,101
941,20050112,134
942,20090916,138
943,20101391,110
944,20180282,91
945,20135946,78
946,20150566,48
947,20194045,72
948,20189612,89
949,20176081,82
950,20185985,108
951,20000108,139
952,19880175,95
953,19990113,111
954,19860132,137
955,19980154,100
956,20209166,67
957,19980190,90
958,20070456,120
959,19970277,103
960,20100365,142
961,20124401,134
962,20030046,127
963,20125446,99
964,20110312,93
965,19890136,103
966,19860110,110
967,20197397,91
968,20208041,71
969,20207563,71
970,20206101,104
971,20207465,67
972,19980044,119
973,19950080,121
974,20100311,108
975,20090207,106
976,20181167,106
977,20206305,118
978,20119529,136
979,20195963,118
980,20040719,132
981,20120111,104
982,20080259,81
983,19990070,112
984,19710046,86
985,20192026,96
986,20184891,98
987,20010050,54
988,20030433,115
989,19880210,106
990,20185341,125
991,20100130,116
992,20177468,105
993,20110297,111
994,20121241,90
995,20050239,121
996,20161701,94
997,20162140,85
998,20113743,124
999,19950356,130
1000,20109031,78
1001,20081391,100
1002,20191424,61
1003,19860084,90
1004,19870038,100
1005,20175930,84
1006,20198374,96
1007,20100019,147
1008,20040640,119
1009,20090105,72
1010,20101115,112
1011,20136059,98
1012,20148844,107
1013,20130566,118
1014,20081002,123
1015,20070115,141
1016,20199720,107
1017,20196760,78
1018,20198912,92
1019,20101200,112
1020,20110183,115
1021,20081396,95
1022,20090667,111
1023,20199435,132
1024,20191221,100
1025,20020062,131
1026,20160465,100
1027,20176121,105
1028,20152371,110
1029,20040665,118
1030,20198323,92
1031,20060123,113
1032,20081273,60
1033,20136049,107
1034,19980142,154
1035,19960120,98
1036,19980243,113
1037,19960177,109
1038,19560001,100
1039,20178203,118
1040,20184543,112
1041,20090590,119
1042,20153446,110
1043,19720095,85
1044,20050009,114
1045,20181301,85
1046,20050148,112
1047,20183727,78
1048,19760094,90
1049,19950290,134
1050,20182241,97
1051,20000006,90
1052,19960366,107
1053,19940281,115
1054,20119618,118
1055,20119989,99
1056,20119619,117
1057,20119628,110
1058,20110609,78
1059,20110303,105
1060,20110322,119
1061,20128687,104
1062,20126089,107
1063,20125406,124
1064,20173993,111
1065,20143572,126
1066,19870013,115
1067,20100477,107
1068,20100214,119
1069,20151181,96
1070,20160503,102
1071,20090328,92
1072,20090034,110
1073,20141608,98
1074,20090258,92
1075,20070206,104
1076,20101195,95
1077,20168766,80
1078,20138561,92
1079,20185350,99
1080,20184187,93
1081,20081283,78
1082,20177981,84
1083,20177538,115
1084,20184572,139
1085,20010013,113
1086,20190741,101
1087,20173383,95
1088,19960051,114
1089,19890057,175
1090,20100265,105
1091,20184621,103
1092,20154762,234
1093,20192689,74
1094,20080011,110
1095,20101040,110
1096,20090312,102
1097,20050077,110
1098,20135264,102
1099,20113391,101
1100,20100286,109
1101,20100301,144
1102,20100191,139
1103,20101242,127
1104,20090076,113
1105,20090261,126
1106,20080394,132
1107,20081244,120
1108,20080046,123
1109,20070643,116
1110,20060389,112
1111,20060247,127
1112,20050342,133
1113,20040612,110
1114,20040481,114
1115,20040515,110
1116,20151022,92
1117,20181416,122
1118,19880070,108
1119,20020061,87
1120,20020240,125
1121,20171681,99
1122,20189803,88
1123,20184101,114
1124,20179383,123
1125,20194942,53
1126,20172404,84
1127,20178647,85
1128,20173388,87
1129,20173962,106
1130,20182065,110
1131,20172642,70
1132,20188404,85
1133,19800126,110
1134,20170513,99
1135,20180825,95
1136,20186645,89
1137,20180804,94
1138,20183132,88
1139,19960042,107
1140,19800068,113
1141,20100517,95
1142,20193017,93
1143,20187959,85
1144,20186652,90
1145,20111027,89
1146,20130482,98
1147,19720061,106
1148,19720034,85
1149,20100692,95
1150,19718053,95
1151,19750044,114
1152,20166602,125
1153,20174244,77
1154,20100027,94
1155,19760002,105
1156,20180361,93
1157,20174284,79
1158,19840089,90
1159,19970048,114
1160,19980036,97
1161,20182490,109
1162,19780080,120
1163,19908057,107
1164,19780048,100
1165,20191845,90
1166,20185353,110
1167,20175547,133
1168,20080613,158
1169,20179101,137
1170,20090904,116
1171,20050180,133
1172,19990084,120
1173,20050163,94
1174,20148903,74
1175,20199023,80
1176,20190725,99
1177,20181104,85
1178,20183001,85
1179,20191141,98
1180,20185986,100
1181,20197846,127
1182,20100268,110
1183,20080890,113
1184,19850064,100
1185,20176026,108
1186,19770096,108
1187,19910237,117
1188,19980210,106
1189,20197483,79
1190,20189653,85
1191,20184961,76
1192,20124070,113
1193,20128707,90
1194,20189869,110
1195,20186501,84
1196,19750155,95
1197,20198453,117
1198,20070602,102
1199,19890293,110
1200,20161722,108
1201,20170658,124
1202,20124049,113
1203,20191744,101
1204,19940004,101
1205,20090007,100
1206,19960002,105
1207,19900092,100
1208,20081071,85
1209,20072686,121
1210,20145501,93
1211,20137081,103
1212,20134413,109
1213,19980176,286
1214,20190804,86
1215,20179230,102
1216,20188144,101
1217,20186651,96
1218,20198597,84
1219,20172602,99
1220,20172405,98
1221,20178190,94
1222,20182981,101
1223,19910259,135
1224,20187981,113
1225,20125527,103
1226,19940116,196
1227,19990220,124
1228,20188083,97
1229,20198043,86
1230,20060151,119
1231,20184082,107
1232,20165562,104
1233,20183382,80
1234,20198183,79
1235,20184105,135
1236,19910095,103
1237,20020106,121
1238,20050216,113
1239,20040682,137
1240,20040472,116
1241,20060134,92
1242,19950050,96
1243,19900087,93
1244,19830086,103
1245,20100511,86
1246,20178161,116
1247,20183085,94
1248,20197092,111
1249,20183374,82
1250,20188117,95
1251,20189649,86
1252,20174042,108
1253,20182501,97
1254,20100737,87
1255,20168250,108
1256,20177552,114
1257,19750082,95
1258,19900023,116
1259,20050283,114
1260,20090742,135
1261,20185484,132
1262,19930153,112
1263,20179346,74
1264,20187301,70
1265,20166301,105
1266,20000094,158
1267,20176103,115
1268,20124083,120
1269,20134474,98
1270,19590006,222
1271,20070127,89
1272,20060089,118
1273,20154908,123
1274,20140194,156
1275,20155223,103
1276,20155301,116
1277,20138221,98
1278,20123422,107
1279,20138223,118
1280,20124086,121
1281,20110295,137
1282,20113643,116
1283,20182935,104
1284,19890013,87
1285,20090557,100
1286,19920061,119
1287,20176442,116
1288,20185478,78
1289,19840018,92
1290,20177537,119
1291,20100752,87
1292,20160501,69
1293,20020044,95
1294,20119890,112
1295,20100018,106
1296,20174283,89
1297,19860117,125
1298,20196370,95
1299,20174008,106
1300,20185881,129
1301,19960025,105
1302,20183050,82
1303,20030029,117
1304,20090839,54
1305,19880065,94
1306,19760096,90
1307,20009175,96
1308,19970033,71
1309,20090610,104
1310,20174264,106
1311,20162442,108
1312,20183343,92
1313,20181086,121
1314,20183495,97
1315,20183390,60
1316,20180401,66
1317,20181142,93
1318,20181876,80
1319,20163014,110
1320,20040761,110
1321,20100190,98
1322,20179006,94
1323,20080698,95
1324,20140144,109
1325,20184886,94
1326,20170001,94
1327,20183745,66
1328,20168773,139
1329,20177308,114
1330,20030023,108
1331,20040608,113
1332,20040583,107
1333,20070437,108
1334,19980231,102
1335,20170669,131
1336,20178781,101
1337,20090574,95
1338,20100213,119
1339,20100833,124
1340,20124062,109
1341,20141001,108
1342,20123381,108
1343,20124937,121
1344,20136063,113
1345,20175526,94
1346,20184481,115
1347,20170003,48
1348,20150969,109
1349,20178461,84
1350,20040520,148
1351,19820110,101
1352,20170163,119
1353,20155324,103
1354,20127526,140
1355,20100202,116
1356,20081209,116
1357,20174981,121
1358,20188841,102
1359,20175865,79
1360,20178982,128
1361,20163845,72
1362,20178180,83
1363,20174142,118
1364,20100369,80
1365,20179189,109
1366,19860029,120
1367,19840015,100
1368,19780058,105
1369,19780018,105
1370,19760003,110
1371,20100979,112
1372,20186663,73
1373,20167903,96
1374,20173865,86
1375,20175527,112
1376,20134586,119
1377,20060368,92
1378,20110985,117
1379,20150977,122
1380,20175587,111
1381,19990050,130
1382,20152209,72
1383,19900195,98
1384,20183401,75
1385,19810019,100
1386,19940055,92
1387,19910038,95
1388,20184962,82
1389,20078584,109
1390,20179123,112
1391,20176122,135
1392,20164389,102
1393,20040695,96
1394,20010072,91
1395,19960034,106
1396,19780052,104
1397,20040732,110
1398,20090838,87
1399,20189746,72
1400,20185242,67
1401,20172204,126
1402,19950148,110
1403,20100036,108
1404,20101339,105
1405,20189122,128
1406,20000156,114
1407,20100261,99
1408,20139463,88
1409,20156554,105
1410,20080901,90
1411,20173732,123
1412,20100807,110
1413,20164048,98
1414,20186646,85
1415,20174348,86
1416,20169463,95
1417,19810021,100
1418,19880032,104
1419,20148676,105
1420,20110607,70
1421,19850062,110
1422,19840011,108
1423,20156564,118
1424,20050187,94
1425,20189161,87
1426,20170942,138
1427,20180947,77
1428,19990046,90
1429,20100055,78
1430,20050173,117
1431,19950264,103
1432,20181570,99
1433,20060050,105
1434,20183423,57
1435,20179323,92
1436,20183502,75
1437,20072067,97
1438,20020047,70
1439,20126611,79
1440,20070035,110
1441,20171164,96
1442,20159643,92
1443,20153443,132
1444,20156250,110
1445,20142406,125
1446,20136068,127
1447,20142855,116
1448,20140703,112
1449,20148188,122
1450,20139164,98
1451,20139401,121
1452,20125333,153
1453,20134407,108
1454,19718156,96
1455,20158161,96
1456,20186981,70
1457,20170670,111
1458,19980282,90
1459,20138314,70
1460,20151224,96
1461,20158797,65
1462,20174281,93
1463,20174601,99
1464,20163011,130
1465,20143717,91
1466,20159286,98
1467,20158822,98
1468,20158821,93
1469,20174645,85
1470,20143726,96
1471,20141611,115
1472,20133531,69
1473,20144601,107
1474,20175021,111
1475,20080071,122
1476,20169269,91
1477,20189663,91
1478,20179603,105
1479,20164481,116
1480,19960126,100
1481,20174323,80
1482,20177534,102
1483,19718152,99
1484,19990143,133
1485,20112373,98
1486,20170590,129
1487,19770076,107
1488,20155744,103
1489,20081611,108
1490,20070497,118
1491,20140193,111
1492,20116038,96
1493,20124064,115
1494,20182781,83
1495,20162983,75
1496,20170422,89
1497,20187682,81
1498,20181181,147
1499,20090834,161
1500,20000059,173
1501,20180803,85
1502,20189802,92
1503,19960158,113
1504,20080846,75
1505,20126010,78
1506,19950095,132
1507,20168668,80
1508,19950258,98
1509,20070666,102
1510,19879074,95
1511,20174369,122
1512,19970088,135
1513,20070635,115
1514,20040484,105
1515,20174663,95
1516,19970103,116
1517,19980225,134
1518,20101070,98
1519,20186284,110
1520,20174225,89
1521,20176765,79
1522,20183381,94
1523,20179039,89
1524,19820114,110
1525,20135142,74
1526,20136567,77
1527,20050164,100
1528,20100515,80
1529,20090852,89
1530,20182352,110
1531,20164844,119
1532,20149264,96
1533,20161568,94
1534,20153922,105
1535,19780094,105
1536,19830134,96
1537,20176025,95
1538,20174203,94
1539,20090854,122
1540,20184981,69
1541,20175208,67
1542,19600060,100
1543,19748089,108
1544,20165444,102
1545,19960107,113
1546,20090054,128
1547,20160484,122
1548,20167007,102
1549,20176101,68
1550,19940095,145
1551,20165181,91
1552,20129114,104
1553,19990178,130
1554,20172641,77
1555,20060255,121
1556,20080226,123
1557,20155382,84
1558,20010006,121
1559,19718250,104
1560,20178843,107
1561,19990248,105
1562,20061233,111
1563,20135401,90
1564,20080576,115
1565,20148982,79
1566,20173581,108
1567,20189783,108
1568,20153024,82
1569,20165723,99
1570,20131181,94
1571,20181603,96
1572,20175046,83
1573,20158485,120
1574,20173387,83
1575,20174265,87
1576,20177266,101
1577,20177934,101
1578,20177962,107
1579,20154909,118
1580,20181366,67
1581,20090763,111
1582,20174846,78
1583,20182326,85
1584,20141111,85
1585,20111898,82
1586,20161481,132
1587,20174010,107
1588,20150979,126
1589,20168041,104
1590,20165045,100
1591,20141708,69
1592,20182221,91
1593,19960278,101
1594,19850082,130
1595,19780078,87
1596,19980283,128
1597,20177473,97
1598,20182021,69
1599,20153447,100
1600,20181561,91
1601,20173932,133
1602,20143081,82
1603,20050027,97
1604,20101047,92
1605,20010057,106
1606,20175504,80
1607,20167802,94
1608,20173838,71
1609,20100473,93
1610,20113322,83
1611,20050362,144
1612,20172244,116
1613,19950114,104
1614,20100039,93
1615,20165450,140
1616,20169643,125
1617,20150964,126
1618,20161726,114
1619,20159647,137
1620,20173903,102
1621,20179163,85
1622,20179936,58
1623,20174301,82
1624,20151228,125
1625,19760026,105
1626,20050041,134
1627,20189761,75
1628,20180063,96
1629,19910187,110
1630,19968054,114
1631,19850096,90
1632,20080052,144
1633,20168593,70
1634,20179263,93
1635,20020279,112
1636,20101109,105
1637,19980025,98
1638,20161725,142
1639,20154661,109
1640,20142621,107
1641,20142641,106
1642,20156557,119
1643,20129787,122
1644,20149062,101
1645,20113951,124
1646,19860105,145
1647,20080870,118
1648,19920174,104
1649,20169443,106
1650,20151227,114
1651,20161806,99
1652,19608013,184
1653,20156708,108
1654,20161762,110
1655,20179442,100
1656,20160522,113
1657,20124934,104
1658,20040505,95
1659,20166083,112
1660,20108787,165
1661,20170272,124
1662,20108705,110
