,movie,sentence,score,movieCd,movieNm
4752,캐릭터,"2시간이라는 다소 긴 런닝타임의 영화인데 전혀 지루함 없이 시간가는줄 모르고 몰입해서 봤다. 데뷔도 못한 만화가의 어시스턴트가 우연히 살해 현장과 살인범의 얼굴을 보고 그걸 그대로 만화로 그려내 대성공을 거두고 자신의 살인이 만화로 대인기를 모으는 것에 흥분한 살인마가 만화가가 그려내는 살인을 그대로 따라 연쇄살인을 벌인다는 스토리 전개는 평범한 모방범죄를 넘어선 색다른 재미를 안겨줬다. 결말 부분이 다소 작위적이지만 긴장감 좋고 배우들 연기도 좋고, 기대 이상의 만족감을 주는 작품이었다.",9,19990115,캐릭터
4754,리멤버,"연출이아쉽다.배우생각해 점수더주나, 연출은 그닥. 그것밖에 못뽑아내나? 전체적으로 미장센 아쉽. 스토리는머 뻔하고. ",10,20198461,리멤버
4755,리멤버,너무재밌다 이걸안봐??,10,20198461,리멤버
4756,리멤버,"정말 우리가 알아야하는 내용인데 교과서와 학교에서는 가르쳐주지않는,기득권층들은 아주 숨기고싶은 내용을 아주 적나라하게 가감없이작품에 담았습니다.",10,20198461,리멤버
4757,자백,대화로 만들어낸 높은 몰입감과 긴장감 ,8,20198429,자백
4758,자백,대화로 만들어낸 높은 몰입감과 긴장감 ,8,20163041,자백
4761,인생은 아름다워,간만에눈물펑펑 정말 좋았어요,10,19990140,인생은 아름다워
4764,비상선언,스토리가 신박하고 배우들 연기 굳굳,10,20196410,비상선언
4765,자백,오~ 오랜만에 만난 웰메이드 스릴러! 엄청난 몰입감으로 시간순삭이었음 원작을 안봐서 반전묘미 제대로 느낄수있었고 스토리도 탄탄하고 배우들 연기합도 아주 좋았음,10,20198429,자백
4766,자백,오~ 오랜만에 만난 웰메이드 스릴러! 엄청난 몰입감으로 시간순삭이었음 원작을 안봐서 반전묘미 제대로 느낄수있었고 스토리도 탄탄하고 배우들 연기합도 아주 좋았음,10,20163041,자백
4767,자백,소지섭  영화는  너무 재밋어요 ,10,20198429,자백
4768,자백,소지섭  영화는  너무 재밋어요 ,10,20163041,자백
4769,리멤버,진짜.... 근래에 없던 감동이네요... 좋은 연출과 좋은 연기... 정말 스탭분들의 노고도 많이 느껴지는 좋은 영화였습니다. 잘봤습니다.,10,20198461,리멤버
4770,리멤버,좋음!! 그냥 좋음!!!,10,20198461,리멤버
4774,리멤버,이성민 연기가 정말 여운이 남는다…,10,20198461,리멤버
4775,늑대사냥,배우는 잘하는데 감독이랑 연출은 바보인듯,1,20211472,늑대사냥
4776,카사블랑카,"명성만 들어왔고 본건 처음이었는데, 기대보다 훨씬 재밌었고 흑백이라 오히려 더 좋았습니다.",10,19420001,카사블랑카
4777,리멤버,기대를 저버리지 않는 이성민 배우의 연기 좋았어요~ 지루한 장면이 하나도 없었습니다 스토리는 평범했지만 나름 통쾌(?)한 마무리였습니다,9,20198461,리멤버
4778,스플릿,꽤 재밋게 본영화~~흥행 안된게 이상할정도..유지태와 정성화의 연기가 좋았음 ,10,20163521,스플릿
4779,자백,반전에 반전에 반전. 몰입 엄청해서 봤습니다.,9,20198429,자백
4780,자백,반전에 반전에 반전. 몰입 엄청해서 봤습니다.,9,20163041,자백
4781,리멤버,최악의 영화보지마라 시간 아깝다,2,20198461,리멤버
4782,파리의 한국남자,씹투운동 피해자. 저능한 여자들의 맹목적 별점테러,10,20142401,파리의 한국남자
4783,리멤버,현시대 상황과 맞물려 느껴지는바가 있는 영화입니다,10,20198461,리멤버
4784,리멤버,"이성민, 남주혁 두 배우님의 갓벽 연기에 박수를~ 연기가 끝내줍니다~^^ 이 영화를 보고 부끄러워 해야할 사람들도 분명 있을 겁니다. 그 분들이 꼭 봐야 할텐데..",10,20198461,리멤버
4787,비상선언,재미없음이걸영화라고 만들었냐,2,20196410,비상선언
4790,늑대사냥,이 영화(?) 평점이 왜 5가 넘는지 설명가능하신분 있으세요?,1,20211472,늑대사냥
4792,리멤버,시나리오가 아쉽긴하지만 주연배우님 연기때문에 일단 평점은 좋게 주고 갑니다,10,20198461,리멤버
4793,리멤버,간만에 극장에서 안 졸았다!,9,20198461,리멤버
4794,늑대사냥,정말 정말 정말 조카타요. 그만하셨으면 합니다.,10,20211472,늑대사냥
4795,리멤버,재미있고 스릴있었어요. 강추합니다.,10,20198461,리멤버
4796,자백,긴장감 밀도가 높은 웰미이드 스릴러. 설원의 싸늘한 풍경이 극의 몰입도를 더욱 배가 시킨다. 소간지 형님의 연기는 말할 것도 없다...강추!,10,20198429,자백
4797,자백,긴장감 밀도가 높은 웰미이드 스릴러. 설원의 싸늘한 풍경이 극의 몰입도를 더욱 배가 시킨다. 소간지 형님의 연기는 말할 것도 없다...강추!,10,20163041,자백
4798,늑대사냥,SF + 고어 + 액션 / 난잡하게 짬뽕된 영화긴 한데 스릴 및 몰입감도 있고 나는 나름 볼만했다. ,10,20211472,늑대사냥
4799,인생은 아름다워,오열하고나왔습니다..,10,19990140,인생은 아름다워
4800,자백,예전에 원작을 봤는데 리멬판은 새롭게 느껴지네요 한국인 정서에 맞게 잘 다듬으신 것 같아요 마지막 엔딩이 인상깊었고 여운이 남네요,10,20198429,자백
4801,자백,예전에 원작을 봤는데 리멬판은 새롭게 느껴지네요 한국인 정서에 맞게 잘 다듬으신 것 같아요 마지막 엔딩이 인상깊었고 여운이 남네요,10,20163041,자백
4802,자백,화장실가고싶은데 가고나면 또 다른 이야기나올까봐 못갔다;;;개꿀잼 ,10,20198429,자백
4803,자백,화장실가고싶은데 가고나면 또 다른 이야기나올까봐 못갔다;;;개꿀잼 ,10,20163041,자백
4804,자백,웰메이드추리미스테리영화임 소지섭 김윤진 나나 등 심리연기다 좋았음 긴장감좋고 지루하지않게 잘봤습니다 ,9,20198429,자백
4805,자백,웰메이드추리미스테리영화임 소지섭 김윤진 나나 등 심리연기다 좋았음 긴장감좋고 지루하지않게 잘봤습니다 ,9,20163041,자백
4806,리멤버,인생 최고의 영화입니다. 끝까지 놓칠 수 없는 긴박한 스릴. 적극 추천합니다~,10,20198461,리멤버
4807,자백,몰입과 긴장을 넣칠 수 없는 연출부터숨막히는 배우들의 실감난 연기력해외에서도 상 받은 영화라 그런지 믿고 보는 영화네요~,10,20198429,자백
4808,자백,몰입과 긴장을 넣칠 수 없는 연출부터숨막히는 배우들의 실감난 연기력해외에서도 상 받은 영화라 그런지 믿고 보는 영화네요~,10,20163041,자백
4809,늑대사냥,딱 수리남 까지였다딱 그때까지만 한국문화의 전성기고 반일적대도 딱 그때까지고늑대사냥부터는 그냥 한류도 아니고 반일도 아니고 다 오바했다 이제 다음세대들은 그냥 이제 무덤으로 갈 준비하자 튀어라 해외로 한국 일본따라 무너진다 그리고 전라도가 만든 영화 아니랄까봐 시체 가져다버리는 트럭에 경남차량인거 굳이 딱 클로접해주네솔직히 이런일은 전라도에서만 일어나는거 아니냐? 다알잔아 ,4,20211472,늑대사냥
4810,공조2: 인터내셔날,ㅈㄴ재미없다진짜 ....네??,4,20215601,공조2: 인터내셔날
4811,늑대사냥,우와.  엄청나다 진짜. 친구들한테 추천했다가 진심 맞아죽을꺼 같은 예감정도?,2,20211472,늑대사냥
4812,리멤버,아 진짜오랜만에 영화재밌게 봤다,10,20198461,리멤버
4814,늑대사냥,"요즘 그냥 자극적으로만 만들면 성공하겠지, 라는 식의 작품들이 늘어가는 판국이라 한심할 따름.",1,20211472,늑대사냥
4815,천사몽,이런 시도만으로 놀랍니다,10,20010043,천사몽
4816,리멤버,속시원합니당!!!!,10,20198461,리멤버
4818,자백,"소음을 하나씩 벗겨가며, 진실에  조금씩 다가가는 압박감에 서늘  해지네요.잡기위해선 풀어주는  시나리오 내용도 톡득하네요",10,20198429,자백
4819,자백,"소음을 하나씩 벗겨가며, 진실에  조금씩 다가가는 압박감에 서늘  해지네요.잡기위해선 풀어주는  시나리오 내용도 톡득하네요",10,20163041,자백
4820,리멤버,"솔직히 어떤 영화인지 아직 판단이 서지 않아 볼까말까 망설였는데 평점 란에 온갖 2찍들이 ( 틀딱, 태극기 부대, 일베 등등) 들러붙어 영화 평점깎아먹는 것 보고 꼭 봐야겠다고 마음먹었다. 오늘 저녁 보러 간다. 그리고 평점은 미리 10점 만점 준다.",10,20198461,리멤버
4824,늑대사냥,잔인해서 보기 불편하긴한데 후기보단 그럭저럭 볼만? 근데 엔딩이 뭐 이따구야? 이거 2나오냐? 설마?,6,20211472,늑대사냥
4825,인생은 아름다워,슬픈 상황이나 웃긴 상황에 넣어주는 뮤지컬 OST도 너무 좋았고 그거와는 별개로 배우분들의 연기력도 대박입니다. 스토리도 완벽하고 가족이 얼마나 소중한 존재인지 알려주는 영화이고 영화 사이사이에 웃음포인트가 있어서 즐겁게 봤습니다. ^^,10,19990140,인생은 아름다워
4826,인생은 아름다워,앞뒤로 다 지립니다…꼭 보세요,10,19990140,인생은 아름다워
4827,늑대사냥,와...진짜 너무하네..처음으로 평점남기는건데 영화가 왜 이래요?갑자기 터미네이터?와..진짜 개충격이다.경찰vs죄수인지 알앗드만..이건뭐 스토리도없고..재미도없고..피만 나오고..또 피만 나오고..또또 피만 나오고..또또또 피만 나오고....2편은 진짜만들지 맙시다.연기잘하는 배우들가지고;;이게뭔..진짜 개낚였네.왠만한 별이상한 영화 다봤지만..에효..예를 하나 들자면 무명배우들 나온 일진영화들보다 재미없습니다.이건 뭐..내 인생 역대 최대 최악의 영화. ,1,20211472,늑대사냥
4830,리멤버,지난주 일요일 매가박스에서 유료 시사로 관람했는데 돈아깝지 않게 봤습니다! 너무 재미있었어요 ㅎㅎ,10,20198461,리멤버
4831,늑대사냥,고어물 좋아하는 나도 이거는 진짜 와 영화 자체는 시원시원하고 재밌다고 생각함 근데 두번은 못보겠네,7,20211472,늑대사냥
4832,브로커,"참치형, 영화좀 잘좀 골라봐바 ㅠㅠ",5,20206257,브로커
4833,늑대사냥,진짜 초반에는 재밋을거같은 느낌이엇는데 보고나니 그냥 개슈레기영화….,2,20211472,늑대사냥
4836,늑대사냥,"역대급 잔인함이라고 해서 솔직히 영화 내용은 별 기대도 안했고 잔인한 연출 기대하고 봤는데, 그냥 사람 몸에서 분수터지는거 밖에는 ㅋㅋㅋ",4,20211472,늑대사냥
4837,비상선언,임시완님 좋아해서 봤는데… 너무 빨리 사망해서 재미가 없었어요..ㅠㅠ 폭탄 테러인줄 알았는데 그냥 바이러스여서 실망 했어요…초반에만 좋았어요 ,2,20196410,비상선언
4838,리멤버,이걸영화라구시간이아깝다,1,20198461,리멤버
4839,사도,화려한 액션씬은 없지만 정말 잘만든 한편의 영화를 봤습니다,9,20148846,사도
4840,성덕,재밌게 잘봤습니다!,6,20211244,성덕
4842,인생은 아름다워,이 영화보고 정말 펑펑 울었어요부모님이랑 같이 보는걸 추천드릴게요이 영화를 보고나서 정말 또 보고 싶을정도로 여운이 깊은 영화에요,10,19990140,인생은 아름다워
4846,리멤버,감정이입되어 친일파 척결해야 합니다.,10,20198461,리멤버
4848,리멤버,반일선동영화 ㅁㅈㅎ ㅁㅈㅎ ㅁㅈㅎ,1,20198461,리멤버
4849,리멤버,정말볼영화없네요. Ocn에서 할법한영화를 개봉관에서봤네ㅠ,6,20198461,리멤버
4850,자백,반전+몰입도+연기력 다 좋네요! ,10,20198429,자백
4851,자백,반전+몰입도+연기력 다 좋네요! ,10,20163041,자백
4853,머니백,내 돈 개아깝누... 머니백 해줘라ㅡㅡ,1,20165045,머니백
4854,자백,보고나니 마음이 서늘하다 ...몰입감 좋음.,10,20198429,자백
4855,자백,보고나니 마음이 서늘하다 ...몰입감 좋음.,10,20163041,자백
4856,자백,나나 이쁘다. 나나 정말 이쁘다.나나 진짜 이쁘다..원작보다 재미있게 봤습니다,10,20198429,자백
4857,자백,나나 이쁘다. 나나 정말 이쁘다.나나 진짜 이쁘다..원작보다 재미있게 봤습니다,10,20163041,자백
4860,리멤버,배우들이 모두 연기를 잘하고 대사가 인상깊었음  ,10,20198461,리멤버
4863,리멤버,감독이 무슨 말을 하고싶은건지 모르겠다,2,20198461,리멤버
4865,인생은 아름다워,초반엔 이야기 스토리가 괜찮게 흘러가나 싶었는데 마지막 부분은 급하게 끝내려는 느낌이 많아서..아쉬웠어요. 노래나 이런부분은 여운이 많이 남네요. 스토리 전개만 좀더 좋았더라면...그점이 안타까워요... ,8,19990140,인생은 아름다워
4866,자백,소지섭 김윤진 나나의 몰입감있는 연기로 시간가는줄 모르고 보게 되는 영화! ,10,20198429,자백
4867,자백,소지섭 김윤진 나나의 몰입감있는 연기로 시간가는줄 모르고 보게 되는 영화! ,10,20163041,자백
4870,자백,영화 잘만듬 원작을 이렇게 각색했다고? 잘만듬 원작보고 봐도 좋고 또 나나연기가 좋다 ,10,20198429,자백
4871,자백,영화 잘만듬 원작을 이렇게 각색했다고? 잘만듬 원작보고 봐도 좋고 또 나나연기가 좋다 ,10,20163041,자백
4872,육사오(6/45),정말 웃기고 잼나다 이거이 재미 없다면 인간이 아니지비,10,20217826,육사오(6/45)
4873,뜨거운 피,스토리는 좋습니다 스토리가 좋기에 출연자들이 많이 얽히고 설키는대그로인해 영화 사전 전달이 부족하여 어려운 영화가 됨 거기에 대사가 뭉개져서 더욱더 알 수가 없게 되는 장면들이 많아 감점감점... 건달폭력배들은 거기까지다 미화되고 우정이고 의리고 나발이고 그냥깡패들,7,20199500,뜨거운 피
4874,리멤버,제목이 왜 리멤버인지 알겠네. 영화를 보고나서 잔상이 오래가네요. 우리가 기억해야될 역사!! 그리고 그 시대를 살아간 어른들의 슬픈 아이러니,10,20198461,리멤버
4876,자백,초집중하면서 봤어요.,8,20198429,자백
4877,자백,초집중하면서 봤어요.,8,20163041,자백
4878,자백,소지섭님 출연작은 다 봅니다^^잘 봤어요^^,10,20198429,자백
4879,자백,소지섭님 출연작은 다 봅니다^^잘 봤어요^^,10,20163041,자백
4880,자백,나나 단발 숏컷 이쁘다. 긴머리 보다 더 어울린다. 내용은 별로다. 결말도 별로다. 한번 보고 말 영화다.,7,20198429,자백
4881,자백,나나 단발 숏컷 이쁘다. 긴머리 보다 더 어울린다. 내용은 별로다. 결말도 별로다. 한번 보고 말 영화다.,7,20163041,자백
4883,자백,써요. 써요. 써요. 아 듣기 불편해. 배우가 딕션이 그렇게 불편하면 못써욧!!!,4,20198429,자백
4884,자백,써요. 써요. 써요. 아 듣기 불편해. 배우가 딕션이 그렇게 불편하면 못써욧!!!,4,20163041,자백
4886,자백,반전의 반전이 계속 되는 영화.,9,20198429,자백
4887,자백,반전의 반전이 계속 되는 영화.,9,20163041,자백
4888,자백,김윤진 영화는 챙겨보는편.보는내내 시간가는줄 몰랐음마지막은 뭔가 아쉽,10,20198429,자백
4889,자백,김윤진 영화는 챙겨보는편.보는내내 시간가는줄 몰랐음마지막은 뭔가 아쉽,10,20163041,자백
