,peopleCd,peopleNm,repRoleNm,filmoNames,movieCd
59508,20263414,허혜솔,감독,혼숨,20150564
59509,20315012,이승준,감독,혼숨,20150564
59510,20246149,이두환,감독,혼숨,20150564
59521,10050570,오영두,감독,이웃집 좀비,20090852
59522,20111853,류훈,감독,이웃집 좀비,20090852
59523,20113335,이윤석,감독,이웃집 좀비,20090852
59539,10056822,이용주,감독,건축학개론,20124074
59544,20154489,박민,감독,오세암,20030055
59545,10035844,성백엽,감독,오세암,20030055
59546,20191153,최경석,감독,오세암,20030055
59547,20162381,양진철,감독,오세암,20030055
59553,20212509,오동하,감독,고백할 수 없는,20158745
59570,10043558,안슬기,감독,다섯은 너무 많아,20050316
59571,20206966,김용운,감독,다섯은 너무 많아,20050316
59572,20158266,정세교,감독,다섯은 너무 많아,20050316
59573,10054143,최시형,감독,다섯은 너무 많아,20050316
59611,10005493,김재수,감독,청야,20136892
59623,10006076,김태경,감독,"두뇌유희프로젝트, 퍼즐",20060234
59655,20161796,이영용,감독,한반도,20060147
59656,10060414,장윤현,감독,한반도,20060147
59657,10050570,오영두,감독,한반도,20060147
59658,10000783,강우석,감독,한반도,20060147
59659,10043369,안성곤,감독,한반도,20060147
59666,10089497,홍상수,감독,오! 수정,20000018
59667,10026856,문홍식,감독,오! 수정,20000018
59668,20110972,이경숙,감독,오! 수정,20000018
59678,10000783,강우석,감독,생과부 위자료 청구소송,19980024
59684,10058106,이현승,감독,네온 속으로 노을지다,19950028
59685,10089822,홍종오,감독,네온 속으로 노을지다,19950028
59686,20111445,이상우,감독,네온 속으로 노을지다,19950028
59693,10060246,장선우,감독,너에게 나를 보낸다,19940025
59694,10049723,여균동,감독,너에게 나를 보낸다,19940025
59695,10002170,구성주,감독,너에게 나를 보낸다,19940025
59706,10057659,이창동,감독,그 섬에 가고 싶다,19930052
59707,10028506,박기용,감독,그 섬에 가고 싶다,19930052
59708,10028460,박광수,감독,그 섬에 가고 싶다,19930052
59714,10050404,오석근,감독,백한번째 프로포즈,19930016
59715,10008259,노효정,감독,백한번째 프로포즈,19930016
59720,10001898,공수창,감독,비상구가 없다,19930015
59721,10004977,김영빈,감독,비상구가 없다,19930015
59731,10004438,김상진,감독,스무살까지만 살고 싶어요,19910112
59732,10000783,강우석,감독,스무살까지만 살고 싶어요,19910112
59739,10028460,박광수,감독,그들도 우리처럼,19900095
59742,10061882,정소영,감독,빛은 어디에,19750078
59750,10057547,이지상,감독,푸른 강은 흘러라,20081617
59751,10056927,이유림,감독,푸른 강은 흘러라,20081617
59760,20153480,이희섭,감독,맛있는 인생,20101066
59761,20187958,김인선,감독,맛있는 인생,20101066
59762,10065915,조성규,감독,맛있는 인생,20101066
59793,20128609,이승준,감독,외출,20050220
59794,20128609,이승준,감독,외출,19830078
59795,10088463,허진호,감독,외출,20050220
59796,10088463,허진호,감독,외출,19830078
59797,10057407,이종필,감독,외출,20050220
59798,10057407,이종필,감독,외출,19830078
59799,10056888,이원식,감독,외출,20050220
59800,10056888,이원식,감독,외출,19830078
59801,20211887,강사라,감독,외출,20050220
59802,20211887,강사라,감독,외출,19830078
59803,20211836,안소윤,감독,외출,20050220
59804,20211836,안소윤,감독,외출,19830078
59805,20176236,전소현,감독,외출,20050220
59806,20176236,전소현,감독,외출,19830078
59807,20113122,정숙영,감독,외출,20050220
59808,20113122,정숙영,감독,외출,19830078
59809,10060458,장재진,감독,외출,20050220
59810,10060458,장재진,감독,외출,19830078
59811,10089911,홍파,감독,외출,20050220
59812,10089911,홍파,감독,외출,19830078
59824,10004879,김아론,감독,이중간첩,20030002
59825,10002283,국동석,감독,이중간첩,20030002
59826,10006294,김현정,감독,이중간첩,20030002
59827,20111130,손희창,감독,이중간첩,20030002
59882,20153728,전인환,감독,품행제로,20020239
59883,20153728,전인환,감독,품행제로,20112810
59884,20066783,박성훈,감독,품행제로,20020239
59885,20066783,박성훈,감독,품행제로,20112810
59886,10065271,조근식,감독,품행제로,20020239
59887,10065271,조근식,감독,품행제로,20112810
59888,10058053,이해준,감독,품행제로,20020239
59889,10058053,이해준,감독,품행제로,20112810
59890,10058049,이해영,감독,품행제로,20020239
59891,10058049,이해영,감독,품행제로,20112810
59902,10006086,김태균,감독,세이예스,20010016
59903,10004653,김성홍,감독,세이예스,20010016
59916,20113064,김재환,감독,쿼바디스,20141114
59917,20113064,김재환,감독,쿼바디스,19860125
59918,20112711,머빈 르로이,감독,쿼바디스,20141114
59919,20112711,머빈 르로이,감독,쿼바디스,19860125
59924,10065232,조경덕,감독,섹스 볼란티어,20100050
59937,20153842,김도영,감독,인형사,20040614
59938,20125818,김익로,감독,인형사,20040614
59939,10062006,정용기,감독,인형사,20040614
59940,10037027,송광호,감독,인형사,20040614
59941,20069347,고주영,감독,인형사,20040614
59952,10054496,윤종석,감독,자백,20198429
59953,10054496,윤종석,감독,자백,20163041
59954,20331372,김기범,감독,자백,20198429
59955,20331372,김기범,감독,자백,20163041
59956,20235206,최승호,감독,자백,20198429
59957,20235206,최승호,감독,자백,20163041
59958,20113064,김재환,감독,자백,20198429
59959,20113064,김재환,감독,자백,20163041
59969,20192050,마우리시오 드 라 오르타,감독,정글히어로,20141028
59970,20191806,박태동,감독,정글히어로,20141028
59977,20111031,이대희,감독,파닥파닥,20126010
59984,20206918,권문선,감독,야동보기 좋은 날,20154881
59985,20206386,권중목,감독,야동보기 좋은 날,20154881
59989,10059444,자크 오디아르,감독,예언자,20100073
59995,20111994,박성수,감독,킬링 타임,20119516
59996,20215033,뤼디 위쇼 클로델,감독,킬링 타임,20119516
59997,10028051,바랫 낼러리,감독,킬링 타임,20119516
60009,10028514,박기형,감독,아카시아(Acacia),20040510
60010,20111288,유영식,감독,아카시아(Acacia),20040510
60011,10055931,이서,감독,아카시아(Acacia),20040510
60028,10003993,김동현,감독,만찬,20137546
60037,10060674,장훈,감독,빈집,20040688
60038,20305250,신현진,감독,빈집,20040688
60039,10003696,김기덕,감독,빈집,20040688
60040,20189541,변성진,감독,빈집,20040688
60085,20066038,박은경,감독,비밀,20156553
60086,20066038,박은경,감독,비밀,20009183
60087,10028514,박기형,감독,비밀,20156553
60088,10028514,박기형,감독,비밀,20009183
60089,20241086,정부경,감독,비밀,20156553
60090,20241086,정부경,감독,비밀,20009183
60091,20238071,이아린,감독,비밀,20156553
60092,20238071,이아린,감독,비밀,20009183
60093,20204806,이동하,감독,비밀,20156553
60094,20204806,이동하,감독,비밀,20009183
60095,10064691,알렉스 윈클레어,감독,비밀,20156553
60096,10064691,알렉스 윈클레어,감독,비밀,20009183
60097,10006617,끌로드 밀러,감독,비밀,20156553
60098,10006617,끌로드 밀러,감독,비밀,20009183
60099,10079413,타키타 요지로,감독,비밀,20156553
60100,10079413,타키타 요지로,감독,비밀,20009183
60126,10003968,김동욱,감독,썬데이 서울,20060014
60127,20066783,박성훈,감독,썬데이 서울,20060014
60128,10060414,장윤현,감독,썬데이 서울,20060014
60129,10002517,권종관,감독,썬데이 서울,20060014
60134,20167803,문창현,감독,나비와 바다,20125431
60135,20100687,박배일,감독,나비와 바다,20125431
60139,10057180,이장호,감독,미쓰코뿔소 미스터코란도,19890039
60140,10058537,임만장,감독,미쓰코뿔소 미스터코란도,19890039
60145,20255097,김무영,감독,밤빛,20181206
60160,20159361,오정민,감독,무영검,20050288
60161,10058676,임영성,감독,무영검,20050288
60162,10050570,오영두,감독,무영검,20050288
60163,10005018,김영준,감독,무영검,20050288
60177,10040563,신임호,감독,멜로,20125231
60178,20231006,최윤태,감독,멜로,20125231
60179,10058131,이로이,감독,멜로,20125231
60180,10044342,알랭 레네,감독,멜로,20125231
60185,10050307,오멸,감독,눈꺼풀,20155382
60199,10002475,권용숙,감독,용의주도 미스신,20070640
60200,10028999,박용집,감독,용의주도 미스신,20070640
60208,20153842,김도영,감독,플라스틱 트리,20030117
60209,10047273,어일선,감독,플라스틱 트리,20030117
60216,10029381,박찬욱,감독,아나키스트,20000016
60217,10057485,이준익,감독,아나키스트,20000016
60218,10067370,조철현,감독,아나키스트,20000016
60219,20111288,유영식,감독,아나키스트,20000016
60226,20212628,정대만,감독,동창회의 목적(무삭제),20158725
60252,20332472,김현승,감독,주유소 습격사건 2,20090895
60253,10030297,백상열,감독,주유소 습격사건 2,20090895
60254,10029289,박중권,감독,주유소 습격사건 2,20090895
60255,20161796,이영용,감독,주유소 습격사건 2,20090895
60256,10004438,김상진,감독,주유소 습격사건 2,20090895
60257,10000783,강우석,감독,주유소 습격사건 2,20090895
60286,10054492,윤제균,감독,두사부일체,20010052
60287,10006078,김태곤,감독,두사부일체,20010052
60288,10050570,오영두,감독,두사부일체,20010052
60289,20111036,이덕희,감독,두사부일체,20010052
60290,10087180,하원준,감독,두사부일체,20010052
60291,10037027,송광호,감독,두사부일체,20010052
60292,10051959,용이,감독,두사부일체,20010052
60305,20353592,김채린,감독,동화,20178180
60306,20380349,함유선,감독,동화,20178180
60307,20216150,손일성,감독,동화,20178180
60308,20266509,임규미,감독,동화,20178180
60327,10062309,정창욱,감독,갈갈이 패밀리와 드라큐라,20030098
60328,10007501,남기남,감독,갈갈이 패밀리와 드라큐라,20030098
60346,10004364,김봉은,감독,부킹쏘나타,20010023
60361,10027804,민병훈,감독,포도나무를 베어라,20070022
60379,10065915,조성규,감독,채식주의자,20100034
60380,10058698,임우성,감독,채식주의자,20100034
60391,10062256,정지우,감독,사랑니,20050245
60392,10089901,홍창표,감독,사랑니,20050245
60393,10004407,김상만,감독,사랑니,20050245
60394,10001439,고경아,감독,사랑니,20050245
60395,10050584,오영필,감독,사랑니,20050245
60410,10060246,장선우,감독,성냥팔이 소녀의 재림,20020240
60411,20066783,박성훈,감독,성냥팔이 소녀의 재림,20020240
60412,10060189,장민승,감독,성냥팔이 소녀의 재림,20020240
60413,10026426,모지은,감독,성냥팔이 소녀의 재림,20020240
60414,20159054,이정인,감독,성냥팔이 소녀의 재림,20020240
60415,10049770,여위국,감독,성냥팔이 소녀의 재림,20020240
60416,10087622,한승룡,감독,성냥팔이 소녀의 재림,20020240
60428,10029969,방은진,감독,스물넷,20010064
60429,10029409,박철수,감독,스물넷,20010064
60430,20100071,강건향,감독,스물넷,20010064
60431,10058788,임종재,감독,스물넷,20010064
60434,20123348,소준문,감독,"지난 여름, 갑자기",20126507
60435,10058857,임철민,감독,"지난 여름, 갑자기",20126507
60436,10056129,이송희일,감독,"지난 여름, 갑자기",20126507
60521,10047036,양익준,감독,연인들,19750076
60522,10047036,양익준,감독,연인들,20081682
60523,10047036,양익준,감독,연인들,19840048
60524,20164846,김용완,감독,연인들,19750076
60525,20164846,김용완,감독,연인들,20081682
60526,20164846,김용완,감독,연인들,19840048
60527,10005660,김종관,감독,연인들,19750076
60528,10005660,김종관,감독,연인들,20081682
60529,10005660,김종관,감독,연인들,19840048
60530,10012733,도미니크 그라프,감독,연인들,19750076
60531,10012733,도미니크 그라프,감독,연인들,20081682
60532,10012733,도미니크 그라프,감독,연인들,19840048
60533,10059617,장-가브리엘 페리오,감독,연인들,19750076
60534,10059617,장-가브리엘 페리오,감독,연인들,20081682
60535,10059617,장-가브리엘 페리오,감독,연인들,19840048
60536,20212526,최수진,감독,연인들,19750076
60537,20212526,최수진,감독,연인들,20081682
60538,20212526,최수진,감독,연인들,19840048
60539,10023215,마이클 스타인버그,감독,연인들,19750076
60540,10023215,마이클 스타인버그,감독,연인들,20081682
60541,10023215,마이클 스타인버그,감독,연인들,19840048
60542,10006580,까뜨린느 꼬르시니,감독,연인들,19750076
60543,10006580,까뜨린느 꼬르시니,감독,연인들,20081682
60544,10006580,까뜨린느 꼬르시니,감독,연인들,19840048
60545,10018574,루이 말,감독,연인들,19750076
60546,10018574,루이 말,감독,연인들,20081682
60547,10018574,루이 말,감독,연인들,19840048
60548,20166422,유성희,감독,연인들,19750076
60549,20166422,유성희,감독,연인들,20081682
60550,20166422,유성희,감독,연인들,19840048
60551,20110286,최진,감독,연인들,19750076
60552,20110286,최진,감독,연인들,20081682
60553,20110286,최진,감독,연인들,19840048
60562,10036861,손승현,감독,경축! 우리사랑,20072687
60563,20151358,김태훈,감독,경축! 우리사랑,20072687
60564,20112622,박솔,감독,경축! 우리사랑,20072687
60565,20136995,임준현,감독,경축! 우리사랑,20072687
60566,10050732,오점균,감독,경축! 우리사랑,20072687
60570,10061331,전수일,감독,나는 나를 파괴할 권리가 있다,20050055
60571,10004551,김선희,감독,나는 나를 파괴할 권리가 있다,20050055
60586,10003696,김기덕,감독,수취인불명,20010031
60587,10088370,허성욱,감독,수취인불명,20010031
60595,20112325,강유가람,감독,이태원,20169284
