,movieCd,auditNo,watchGradeNm
0,19740042,,15세이상관람가
0,19740021,,12세이상관람가
0,19730060,,15세이상관람가
0,19730027,,12세이상관람가
0,19730053,,15세이상관람가
0,19730058,,15세이상관람가
0,19730059,,15세이상관람가
0,19738034,,
0,19730054,,15세이상관람가
0,19730026,,12세이상관람가
0,20108638,,
0,19738201,,
0,19730009,,전체관람가
0,19730112,,12세이상관람가
0,19730111,,12세이상관람가
0,19730056,,15세이상관람가
0,19730106,,12세이상관람가
0,19730047,,12세이상관람가
0,19730109,,12세이상관람가
0,20108119,,
0,20127213,,
0,19730046,,12세이상관람가
0,19738018,,전체관람가
0,19730045,,15세이상관람가
0,19730048,,15세이상관람가
0,19730044,,15세이상관람가
0,19730037,,12세이상관람가
0,19730104,,12세이상관람가
0,19730187,,12세이상관람가
0,19730108,,12세이상관람가
0,19730102,,12세이상관람가
0,19730105,,12세이상관람가
0,19730050,,15세이상관람가
0,19730007,,전체관람가
0,19730100,,12세이상관람가
0,19730005,,전체관람가
0,19730098,,12세이상관람가
0,19730096,,청소년관람불가
0,19730095,,12세이상관람가
0,19730006,,전체관람가
0,19730156,,12세이상관람가
0,19730099,,12세이상관람가
0,19730092,,15세이상관람가
0,19730188,,전체관람가
0,19730093,,12세이상관람가
0,19730001,,전체관람가
0,19730003,,전체관람가
0,19730097,,12세이상관람가
0,19720120,,12세이상관람가
0,19720011,,전체관람가
0,19720059,,15세이상관람가
0,19720119,,12세이상관람가
0,19720058,,15세이상관람가
0,20127147,,
0,19720060,,15세이상관람가
0,19720118,,12세이상관람가
0,19720121,,12세이상관람가
0,19720057,,15세이상관람가
0,19720116,,12세이상관람가
0,19720035,,12세이상관람가
0,19720012,,전체관람가
0,19720115,,12세이상관람가
0,19720050,,15세이상관람가
0,19720033,,12세이상관람가
0,19720010,,전체관람가
0,19720051,,15세이상관람가
0,19720053,,15세이상관람가
0,19720049,,15세이상관람가
0,19720112,,12세이상관람가
0,19720047,,15세이상관람가
0,19720048,,15세이상관람가
0,19720046,,15세이상관람가
0,19720152,,전체관람가
0,19720110,,12세이상관람가
0,19720108,,12세이상관람가
0,19720106,,12세이상관람가
0,19720107,,12세이상관람가
0,19720104,,12세이상관람가
0,19720101,,12세이상관람가
0,19720103,,12세이상관람가
0,19720100,,12세이상관람가
0,19720099,,12세이상관람가
0,19720045,,15세이상관람가
0,19720096,,12세이상관람가
0,19720029,,12세이상관람가
0,19720111,,12세이상관람가
0,19720005,,전체관람가
0,19720094,,12세이상관람가
0,19720026,,12세이상관람가
0,19720027,,12세이상관람가
0,19720002,,전체관람가
0,19720090,,12세이상관람가
0,19720004,,전체관람가
0,19720097,,12세이상관람가
0,19720028,,12세이상관람가
0,19720003,,전체관람가
0,19720044,,15세이상관람가
0,19720001,,전체관람가
0,19720093,,12세이상관람가
0,19720092,,12세이상관람가
0,19710137,,12세이상관람가
0,19710010,,전체관람가
0,19710140,,12세이상관람가
0,19710139,,12세이상관람가
0,19710136,,12세이상관람가
0,19710007,,전체관람가
0,19710050,,15세이상관람가
0,19710049,,15세이상관람가
0,19710009,,전체관람가
0,19710194,,12세이상관람가
0,19710029,,12세이상관람가
0,19710048,,12세이상관람가
0,19710227,,전체관람가
0,19710135,,12세이상관람가
0,19710047,,15세이상관람가
0,19710134,,12세이상관람가
0,19710130,,12세이상관람가
0,19718154,,청소년관람불가
0,19710125,,12세이상관람가
0,19710126,,12세이상관람가
0,19710129,,12세이상관람가
0,19710045,,15세이상관람가
0,19710119,,12세이상관람가
0,19710183,,청소년관람불가
0,19710028,,12세이상관람가
0,19710008,,전체관람가
0,19710121,,12세이상관람가
0,19710044,,15세이상관람가
0,19710131,,12세이상관람가
0,19710116,,12세이상관람가
0,19710124,,12세이상관람가
0,19710113,,12세이상관람가
0,19710114,,12세이상관람가
0,19710122,,12세이상관람가
0,19710110,,12세이상관람가
0,19710229,,12세이상관람가
0,19710111,,12세이상관람가
0,19710107,,12세이상관람가
0,19710105,,12세이상관람가
0,19710106,,12세이상관람가
0,19710004,,연소자관람가
0,19710142,,12세이상관람가
0,19710127,,12세이상관람가
0,19710108,,12세이상관람가
0,19710027,,12세이상관람가
0,19710115,,12세이상관람가
0,19710103,,12세이상관람가
0,19710230,,
0,19710117,,12세이상관람가
0,19710174,,12세이상관람가
0,19710003,,전체관람가
0,19710042,,15세이상관람가
0,19710098,,12세이상관람가
0,19710101,,12세이상관람가
0,19710094,,12세이상관람가
0,19710026,,12세이상관람가
0,19710100,,12세이상관람가
0,19710104,,12세이상관람가
0,19710072,,12세이상관람가
0,19710092,,12세이상관람가
0,19710043,,15세이상관람가
0,19710002,,전체관람가
0,19710089,,12세이상관람가
0,19710091,,12세이상관람가
0,19710099,,12세이상관람가
0,19710086,,12세이상관람가
0,19710095,,12세이상관람가
0,19710090,,12세이상관람가
0,19710085,,12세이상관람가
0,19710079,,12세이상관람가
0,19710083,,12세이상관람가
0,19710024,,12세이상관람가
0,19710077,,12세이상관람가
0,19710023,,12세이상관람가
0,19710084,,12세이상관람가
0,19710040,,15세이상관람가
0,19710076,,12세이상관람가
0,19710080,,12세이상관람가
0,19710073,,12세이상관람가
0,19710097,,12세이상관람가
0,19930037,93-54,연소자관람불가
0,19770114,,
0,19770117,,
0,19770115,,12세이상관람가
0,19770108,,
0,19770087,,
0,20090079,2009-F47,12세이상관람가
0,19780001,,12세이상관람가
0,19790003,,국민학생관람불가
0,19780007,,전체관람가
0,19780016,,12세이상관람가
0,19780005,,12세이상관람가
0,19780012,,전체관람가
0,19780019,,12세이상관람가
0,19780017,,12세이상관람가
0,19780031,,12세이상관람가
0,19770062,,12세이상관람가
0,19780025,,12세이상관람가
0,19780044,,12세이상관람가
0,19770066,,12세이상관람가
0,19780023,,12세이상관람가
0,19780008,,12세이상관람가
0,19770057,,12세이상관람가
0,19780013,,12세이상관람가
0,19770069,,12세이상관람가
0,19770068,,12세이상관람가
0,19770063,,12세이상관람가
0,19770046,,12세이상관람가
0,19770048,,12세이상관람가
0,19770053,,12세이상관람가
0,19778064,,
0,19770064,,12세이상관람가
0,19780003,,12세이상관람가
0,19770056,,전체관람가
0,19770059,,12세이상관람가
0,19770049,,12세이상관람가
0,19770045,,12세이상관람가
0,19770042,,12세이상관람가
0,19770041,,전체관람가
0,19770044,,12세이상관람가
0,19770039,,12세이상관람가
0,19770043,,12세이상관람가
0,19770040,,전체관람가
0,19780022,,12세이상관람가
0,20090758,,전체관람가
0,19770034,,12세이상관람가
0,19770060,,12세이상관람가
0,19770033,,12세이상관람가
0,19770011,,12세이상관람가
0,19770023,,12세이상관람가
0,19770036,,12세이상관람가
0,19770047,,12세이상관람가
0,19770015,,12세이상관람가
0,19770029,,12세이상관람가
0,19770024,,12세이상관람가
0,19770013,,12세이상관람가
0,19748107,,
0,20081809,2008-F480,15세이상관람가
0,20090395,2009-F192,12세이상관람가
0,20090459,2009-F274,15세이상관람가
0,20090555,2009-F326,청소년관람불가
0,20112552,2011-F500,전체관람가
0,19990216,99-F019,전체관람가
1,19990216,2012-F39,전체관람가
0,20081665,89-162,연소자관람불가
0,19960013,83-16,연소자관람가
1,19960013,96-422,연소자관람가
0,19730120,,15세이상관람가
1,19730120,2001-F080,15세관람가
0,19800102,,국민학생관람불가
0,19890027,89-10,연소자관람가
0,20113260,2011-F714,12세이상관람가
0,19780089,,청소년관람불가
0,19780090,,청소년관람불가
0,19780086,,
0,19780085,,청소년관람불가
0,19780083,,
0,19780072,,15세이상관람가
0,19780074,,미성년자관람불가
0,19790002,,미성년자관람불가
0,19790031,,국민학생관람불가
0,19790036,,국민학생관람불가
0,19820020,,연소자관람가
0,19790023,,국민학생관람불가
0,19790052,,국민학생관람불가
0,19780060,,12세이상관람가
0,19790018,,국민학생관람불가
0,19780051,,12세이상관람가
0,19830075,,국민학생관람불가
0,19780062,,12세이상관람가
0,19780049,,12세이상관람가
0,19780050,,12세이상관람가
0,19780039,,전체관람가
0,19780059,,12세이상관람가
0,19780056,,12세이상관람가
0,19789104,,12세이상관람가
0,19780040,,12세이상관람가
0,19790048,,미성년자관람가
0,19780034,,12세이상관람가
0,19780036,,12세이상관람가
0,19780035,,12세이상관람가
0,19780037,,12세이상관람가
0,19780030,,12세이상관람가
0,19780029,,12세이상관람가
0,19780024,,전체관람가
0,19780015,,12세이상관람가
0,19780055,,12세이상관람가
0,19780038,,12세이상관람가
0,19780043,,12세이상관람가
0,19780011,,12세이상관람가
0,19780026,,12세이상관람가
0,19780027,,12세이상관람가
0,19789039,,12세이상관람가
0,19780021,,12세이상관람가
0,19780028,,12세이상관람가
0,19780010,,12세이상관람가
0,19780006,,12세이상관람가
0,19789013,,미성년자관람가
0,20112753,,
0,19780087,,
0,19790112,,미성년자관람불가
0,19790101,,미성년자관람불가
0,19790100,,미성년자관람불가
0,19790097,,미성년자관람불가
0,19790094,,국민학생관람불가
0,19790093,,미성년자관람불가
0,19790091,,국민학생관람불가
0,19790092,,국민학생관람불가
0,19790098,,국민학생관람불가
0,19790084,,국민학생관람불가
0,19790086,,
0,19800008,,국민학생관람불가
0,19800028,,국민학생관람불가
0,19800019,,연소자관람불가
0,19800020,,국민학생관람불가
0,19800016,,연소자관람불가
0,19800006,,국민학생관람불가
0,19800002,,연소자관람불가
0,19790063,,국민학생관람불가
0,19800034,,연소자관람불가
0,19790059,,국민학생관람불가
0,19790072,,국민학생관람불가
0,19790066,,국민학생관람불가
0,19790057,,국민학생관람불가
0,19790064,,미성년자관람가
0,19800046,,국민학생관람불가
0,19790053,,국민학생관람불가
0,19790067,,국민학생관람불가
0,19790062,,국민학생관람불가
0,19790045,,국민학생관람불가
0,19790047,,국민학생관람불가
0,19790043,,국민학생관람불가
0,19790032,,국민학생관람불가
0,19790025,,국민학생관람불가
0,19790034,,국민학생관람불가
0,19790020,,미성년자관람불가
0,19800043,,국민학생관람불가
0,19790011,,국민학생관람불가
0,19790027,,국민학생관람불가
0,19790026,,미성년자관람가
0,19790015,,국민학생관람불가
0,19790006,,국민학생관람불가
0,19799026,,국민학생관람불가
0,19790022,,국민학생관람불가
0,19790009,,국민학생관람불가
0,19790007,,국민학생관람불가
0,19790013,,국민학생관람불가
0,19790049,,국민학생관람불가
0,19790012,,국민학생관람불가
0,19790005,,국민학생관람불가
0,19790010,,국민학생관람불가
0,19790096,,12세이상관람가
0,20119516,2011-F616,청소년관람불가
0,19800087,,연소자관람가
0,19800109,,국민학생관람불가
0,19800100,,국민학생관람불가
0,19800092,,국민학생관람불가
0,19800094,,국민학생관람불가
0,19800091,,국민학생관람불가
0,19800088,,국민학생관람불가
0,19800086,1159,연소자관람가
0,19800132,5968,연소자관람불가
0,19809026,5965,국민학생관람불가
0,19809029,5962,국민학생관람불가
0,19809028,5961,국민학생관람불가
0,19800072,5960,국민학생관람불가
0,19809032,5956,국민학생관람불가
0,19800128,5954,연소자관람불가
0,19800030,5895,연소자관람불가
0,19800063,5950,연소자관람불가
0,19800131,5949,연소자관람불가
0,19800060,5948,연소자관람불가
0,19800059,,연소자관람불가
0,19800127,5943,연소자관람불가
0,19800130,5939,연소자관람불가
0,19800062,5937,연소자관람불가
0,19800053,5936,국민학생관람불가
0,19800055,5933,연소자관람불가
0,19800069,5931,연소자관람불가
0,19800051,5928,연소자관람불가
0,20125067,5927,연소자관람불가
0,19800067,5926,연소자관람불가
0,19800124,5924,연소자관람불가
0,19809046,5923,국민학생관람불가
0,19800050,5922,연소자관람불가
0,19800061,5921,연소자관람가
0,19800123,5920,연소자관람불가
0,19800076,5917,연소자관람가
0,19800066,5914,연소자관람불가
0,19808197,5912,연소자관람불가
0,19800047,5911,연소자관람불가
0,19809027,5910,국민학생관람불가
0,19800071,5909,연소자관람가
0,19800041,5907,연소자관람불가
0,19800065,5906,연소자관람가
0,19800058,5905,국민학생관람불가
0,19800038,5903,국민학생관람불가
0,19800037,5901,국민학생관람불가
0,19800036,,국민학생관람불가
0,19800032,,국민학생관람불가
0,19800027,,연소자관람불가
0,19800025,5897,국민학생관람불가
0,19800026,5896,연소자관람불가
0,19800056,5893,연소자관람불가
0,19800033,5890,연소자관람불가
0,19800010,5889,연소자관람불가
0,19800023,5888,연소자관람불가
0,19800018,5887,연소자관람불가
0,19800009,5884,연소자관람불가
0,19800014,5883,연소자관람불가
0,19800012,5882,연소자관람불가
0,19800039,5881,국민학생관람불가
0,19800029,,연소자관람불가
0,20040589,2004-F150,15세관람가
0,20124872,2012-F116,전체관람가
0,20080014,2007-F512,15세이상관람가
0,20081163,2008-F309,전체관람가
0,20070170,2007-F138,15세이상관람가
0,19960281,96-312,고등학생이상관람가
0,19860090,,국민학생관람불가
0,19930135,91-261,중학생이상관람가
0,20010043,2001-F046,12세관람가
0,19870085,87-211,연소자관람가
0,20070368,2007-F284,전체관람가
0,20070309,2007-F297,전체관람가
0,20090269,2009-F160,15세이상관람가
0,20090921,2010-F221,15세이상관람가
0,20060202,2006-F210,15세관람가
0,20060131,2006-F156,18세관람가
0,20070148,2007-F135,12세이상관람가
0,20070142,2007-F094,15세이상관람가
0,20090952,2010-F141,전체관람가
0,20124773,82-4,연소자관람가
0,20080061,2008-F32,15세이상관람가
0,20081281,,전체관람가
0,20090920,2009-F439,12세이상관람가
0,20100013,2010-F23,15세이상관람가
0,20090782,2009-F435,12세이상관람가
0,19810014,,국민학생관람불가
0,20090639,2010-F4,전체관람가
0,20090925,2010-F28,12세이상관람가
0,20090937,2009-F465,전체관람가
0,20100098,2010-F55,12세이상관람가
0,20100138,2010-F78,15세이상관람가
0,20100116,2010-F92,청소년관람불가
0,20100029,2010-F49,15세이상관람가
0,20100142,2010-F89,청소년관람불가
0,20090587,2009-F266,12세이상관람가
0,20113876,2010-F134,청소년관람불가
0,20090641,2010-F76,12세이상관람가
0,20100143,2010-F100,15세이상관람가
0,20100101,2010-F48,청소년관람불가
0,20100362,2010-F263,청소년관람불가
0,20100729,2010-F296,청소년관람불가
0,19820087,6135,연소자관람불가
