,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys
0,20200566,거래완료,Good Deal,2020.0,20221006.0,장편,개봉,한국,드라마,한국,드라마,조경호,한국예술종합학교 산학협력단
1,20208101,대무가,DAEMUGA,2022.0,20221012.0,장편,개봉,한국,"드라마,코미디",한국,드라마,이한종,(주)쿠키픽쳐스
2,19900046,사랑은 지금부터 시작이야,This Is The Beginning Of Love,1990.0,19910112.0,장편,개봉,한국,드라마,한국,드라마,이미례,동방영화사
3,19750143,미인,A Beauty,1975.0,19750830.0,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이형표,신프로덕션
4,20226585,탑,WALK UP,2022.0,20221103.0,장편,개봉예정,한국,드라마,한국,드라마,홍상수,(주)영화제작전원사 
5,20198429,자백,Confession,2020.0,20221026.0,장편,개봉,한국,"범죄,스릴러",한국,범죄,윤종석,리얼라이즈픽쳐스(주)
6,20198461,리멤버,REMEMBER,2020.0,20221026.0,장편,개봉,한국,드라마,한국,드라마,이일형,(주)영화사 월광
7,20224598,동감,Ditto,2022.0,20221116.0,장편,개봉예정,한국,멜로/로맨스,한국,멜로/로맨스,서은영,(주)고고스튜디오
8,20227665,스타게이저: 아스트로스코프,STARGAZER: ASTROSCOPE,2022.0,20221027.0,장편,개봉,한국,"공연,다큐멘터리",한국,공연,도하,(주)위즈온센
9,20170841,리틀 포레스트,Little Forest,2018.0,20180228.0,장편,개봉,한국,드라마,한국,드라마,임순례,(주)영화사수박
10,20211546,같은 속옷을 입는 두 여자,The Apartment with Two Women,2021.0,20221110.0,장편,개봉예정,한국,드라마,한국,드라마,김세인,한국영화아카데미
11,20217126,첫번째 아이,First Child,2021.0,20221110.0,장편,개봉예정,한국,드라마,한국,드라마,허정재,화원
12,20224717,썬더버드,THUNDERBIRD,2021.0,20220921.0,장편,개봉,한국,드라마,한국,드라마,이재원,한국영화아카데미
13,20217624,컴백홈,Come Back Home,2022.0,20221005.0,장편,개봉,한국,"드라마,코미디",한국,드라마,이연우,(주)슬기로운늑대
14,20211566,낮과 달,The Cave,2021.0,20221020.0,장편,개봉,한국,드라마,한국,드라마,이영아,한국영화아카데미
15,20192206,백두산,ASHFALL,2019.0,20191219.0,장편,개봉,한국,"어드벤처,드라마",한국,어드벤처,이해준,주식회사 덱스터 픽쳐스
16,20211242,고속도로 가족,Highway Family,2022.0,20221102.0,장편,개봉예정,한국,드라마,한국,드라마,이상문,(주)영화사 설렘
17,20219310,말임씨를 부탁해,Take Care of My Mom,2021.0,20220413.0,장편,개봉,한국,드라마,한국,드라마,박경목,(주)파란오이
18,20209297,니얼굴,Please Make Me Look Pretty,2020.0,20220623.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,서동일,두물머리픽쳐스
19,20216056,창밖은 겨울,When Winter Comes,2020.0,20221124.0,장편,개봉예정,한국,"드라마,멜로/로맨스",한국,드라마,이상진,끼리끼리 필름
20,20200523,물방울을 그리는 남자,The Man Who Paints Water Drops,2021.0,20220928.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김오안,(주)미루픽처스
21,20227855,애인교환커플섹스-무삭제,an exchange of lovers' sex,2022.0,20221019.0,장편,개봉,한국,성인물(에로),한국,성인물(에로),김레이,스마일컨텐츠
22,20206257,브로커,Broker,2022.0,20220608.0,장편,개봉,한국,드라마,한국,드라마,고레에다 히로카즈,영화사 집
23,20209654,헤어질 결심,Decision to Leave,2022.0,20220629.0,장편,개봉,한국,"미스터리,멜로/로맨스",한국,미스터리,박찬욱,(주)모호필름
24,20226739,고고다이노 극장판: 얼음공룡의 비밀,GOGODINO EXPLORERS MOVIE : FROZEN DINO'S SECRETS,2022.0,20221005.0,장편,개봉,한국,애니메이션,한국,애니메이션,이선명,(주)모꼬지
25,20191162,녹턴,Nocturne,2019.0,20220818.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,정관조,미디어나무
26,20212391,2차 송환,The 2nd Repatriation,2022.0,20220929.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김동원,푸른영상
27,20209349,나를 죽여줘,Kill me now,2020.0,20221019.0,장편,개봉,한국,드라마,한국,드라마,최익환,(주)영화사이다
28,20227225,귀못,Devil in the lake,2022.0,20221019.0,장편,개봉,한국,공포(호러),한국,공포(호러),탁세웅,KBS
29,20209343,한산: 용의 출현,Hansan: Rising Dragon,2021.0,20220727.0,장편,개봉,한국,"액션,드라마",한국,액션,김한민,(주)빅스톤픽쳐스
30,20226679,쥬라기캅스 극장판: 공룡시대 대모험,Jurassic Cops Theatrical Version: The Great Adventure of the Age of Dinosaurs,2022.0,20220907.0,장편,개봉,한국,애니메이션,한국,애니메이션,김호락,(주)스튜디오버튼 
31,20193450,반도,Peninsula,2020.0,20200715.0,장편,개봉,한국,"액션,드라마",한국,액션,연상호,(주)영화사레드피터
32,20225843,투란도트 어둠의 왕국,Turandot,2021.0,20220818.0,장편,개봉,한국,뮤지컬,한국,뮤지컬,김시우,(주)나인테일즈코리아
33,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,KATURI the Movie: The Big City Adventure,2019.0,20220908.0,장편,개봉,한국,애니메이션,한국,애니메이션,정길훈,(주)퍼니플럭스
34,20201875,선데이리그,Sunday League,2020.0,20221005.0,장편,개봉,한국,코미디,한국,코미디,이성일,선데이시네마
35,20217124,성적표의 김민영,Kim Min-young of the Report Card,2021.0,20220908.0,장편,개봉,한국,드라마,한국,드라마,이재은,탁구필름
36,19940005,젊은 남자,The Young Man,1994.0,19941217.0,장편,개봉,한국,드라마,한국,드라마,배창호,배창호프로덕션
37,20226220,둠둠,Doom Doom,2021.0,20220915.0,장편,개봉,한국,드라마,한국,드라마,정원희,(주)이스트게이트컴퍼니
38,20209132,달이 지는 밤,Vestige,2020.0,20220922.0,장편,개봉,한국,드라마,한국,드라마,김종관,(재)무주산골문화재단
39,20226670,극장판 헬로카봇: 수상한 마술단의 비밀,Hello Carbot the Movie: The Secret of the Suspicious Magic Troupe,2022.0,20220928.0,장편,개봉,한국,애니메이션,한국,애니메이션,최신규,(주)초이락컨텐츠컴퍼니
40,20227352,주연,Ju Yeon,2022.0,20220929.0,장편,개봉,한국,"드라마,미스터리",한국,드라마,송원준,영화사 퐑
41,20216224,오! 마이 고스트,Oh! My Ghost,2022.0,20220915.0,장편,개봉,한국,"코미디,공포(호러)",한국,코미디,홍태선,한국영상대학교
42,20212442,애프터 미투,#AfterMeToo,2021.0,20221006.0,옴니버스,개봉,한국,다큐멘터리,한국,다큐멘터리,박소현,애프터 미투 프로젝트 팀
43,20100076,밀크,Milk,2008.0,20100225.0,장편,개봉,미국,드라마,미국,드라마,구스 반 산트,포커스피쳐스
44,20209515,메이드 인 루프탑,Made On The Rooftop,2020.0,20210623.0,장편,개봉,한국,"드라마,멜로/로맨스,코미디",한국,드라마,김조광수,(주)레인보우팩토리
45,20178941,시인의 사랑,The Poet and The Boy,2017.0,20170914.0,장편,개봉,한국,드라마,한국,드라마,김양희,(주)영화사진
46,20020248,로드무비,Road Movie,2002.0,20021017.0,장편,개봉,한국,드라마,한국,드라마,김인식,(주)싸이더스
47,20219628,정직한 후보2,Honest Candidate 2,2022.0,20220928.0,장편,개봉,한국,코미디,한국,코미디,장유정,(주)수필름
48,20101028,조금만 더 가까이,"Come, Closer",2010.0,20101028.0,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,김종관,㈜인디스토리
49,19910073,뻘,Mud Flat,1991.0,19911026.0,장편,개봉,한국,드라마,한국,드라마,이 만,이만모션픽쳐
50,20181198,보희와 녹양,A Boy and Sungreen,2018.0,20190529.0,장편,개봉,한국,드라마,한국,드라마,안주영,한국영화아카데미
51,20162361,환절기,In Between Seasons,2018.0,20180222.0,장편,개봉,한국,드라마,한국,드라마,이동은,명필름랩
52,20010047,번지점프를 하다,Bungee Jumping Of Their Own,2001.0,20010202.0,장편,개봉,한국,"드라마,판타지",한국,드라마,김대승,눈엔터테인먼트(주)
53,19960024,세 친구,Three Friends,1996.0,19961102.0,장편,개봉,한국,드라마,한국,드라마,임순례,오스카픽쳐스
54,20175830,돌아와요 부산항애(愛),BROTHERS IN HEAVEN,2017.0,20180117.0,장편,개봉,한국,"범죄,액션,드라마",한국,범죄,박희준,(주)블랙홀엔터테인먼트
55,20126668,"섹스, 거짓말 그리고 비디오 테이프","Sex, Lies, and Videotape",2011.0,20120712.0,장편,개봉,한국,코미디,한국,코미디,봉만대,(주)스넵쏘울
56,19748209,황비,The Skyhawk,1974.0,19740217.0,장편,개봉,한국,액션,한국,액션,정창화,합동영화(주)
57,19898434,폭소무적,CRAZY COMPANIES 2,1989.0,19910831.0,장편,개봉,홍콩,코미디,홍콩,코미디,왕정,영성전영공사
58,19980133,도신불패 ,God Of Gamblers 3: The Early Stage,1996.0,19980523.0,장편,개봉,홍콩,"액션,코미디",홍콩,액션,왕정,골든하베스트
59,20040690,2046,2046,2004.0,20041015.0,장편,개봉,홍콩,드라마,홍콩,드라마,왕가위 ,아르떼
60,20181105,기억의 전쟁,Untold,2018.0,20200227.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이길보라,영화사고래
61,20060125,"생, 날선생",Mr. Wacky,2006.0,20060525.0,장편,개봉,한국,코미디,한국,코미디,김동욱,㈜필름지
62,19950024,"301, 302","Three-Oh-One, Three-Oh-Two",1995.0,19950421.0,장편,개봉,한국,공포(호러),한국,공포(호러),박철수,(주)박철수필름
63,20070435,식객,Le Grand Chef,2007.0,20071101.0,장편,개봉,한국,드라마,한국,드라마,전윤수,쇼이스트(주)
64,20111774,가비,Gabi,2012.0,20120315.0,장편,개봉,한국,"드라마,멜로/로맨스,미스터리",한국,드라마,장윤현,(주)오션필름
65,20148846,사도,The Throne,2014.0,20150916.0,장편,개봉,한국,사극,한국,사극,이준익,(주)타이거픽쳐스
66,20124079,"광해, 왕이 된 남자",Masquerade,2012.0,20120913.0,장편,개봉,한국,"사극,드라마",한국,사극,추창민,리얼라이즈픽쳐스(주)
67,20197434,자산어보,The Book of Fish,2019.0,20210331.0,장편,개봉,한국,"사극,드라마",한국,사극,이준익,(주)씨네월드
68,20050333,왕의 남자,King and the Clown,2005.0,20051229.0,장편,개봉,한국,드라마,한국,드라마,이준익,(주)씨네월드
69,20210029,말아,ROLLING,2021.0,20220825.0,장편,개봉,한국,드라마,한국,드라마,곽민승,왓에버웍스
70,20217826,육사오(6/45),6/45,2022.0,20220824.0,장편,개봉,한국,코미디,한국,코미디,박규태,(주)티피에스컴퍼니
71,20207566,고양이들의 아파트,Cats' Apartment,2020.0,20220317.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,정재은,영화사 못
72,20202254,태안,Taean,2020.0,20221006.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,구자환,레드무비
73,20040745,인크레더블,The Incredibles,2004.0,20041215.0,장편,개봉,미국,애니메이션,미국,애니메이션,브래드 버드,월트 디즈니 픽쳐스
74,20110279,마당을 나온 암탉,"Leafie, a Hen into the Wild",2011.0,20110728.0,장편,개봉,한국,애니메이션,한국,애니메이션,오성윤,(주)오돌또기 
75,20161589,죽여주는 여자,The Bacchus Lady,2016.0,20161006.0,장편,개봉,한국,드라마,한국,드라마,이재용,한국영화아카데미
76,20176104,그것만이 내 세상,Keys to the Heart,2017.0,20180117.0,장편,개봉,한국,"코미디,드라마",한국,코미디,최성현,(주)제이케이필름
77,20120426,고령화 가족,Boomerang Family,2013.0,20130509.0,장편,개봉,한국,"드라마,코미디",한국,드라마,송해성,(주)인벤트스톤
78,20156559,계춘할망,Canola,2016.0,20160519.0,장편,개봉,한국,"가족,드라마",한국,가족,창,지오엔터테인먼트
79,20223985,아이를 위한 아이,A Home from Home,2021.0,20220721.0,장편,개봉,한국,기타,한국,기타,이승환,(주)고집스튜디오
80,20081395,아내가 결혼했다,My Wife Got Married,2008.0,20081023.0,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,정윤수,(주)주피터필름
81,20189067,미쓰백,Miss Baek,2017.0,20181011.0,장편,개봉,한국,드라마,한국,드라마,이지원,영화사 배
82,20124054,늑대소년,A Werewolf Boy,2012.0,20121031.0,장편,개봉,한국,"멜로/로맨스,드라마,판타지",한국,멜로/로맨스,조성희,(주)영화사비단길
83,20060006,메종 드 히미코,Mezon Do Himiko,2005.0,20060126.0,장편,개봉,일본,드라마,일본,드라마,이누도 잇신 ,아스믹에이스엔터테인먼트
84,19950202,나쁜 녀석들 ,Bad Boys,1994.0,19950603.0,장편,개봉,미국,액션,미국,액션,마이클 베이,돈 심슨/제리부룩하이머 필름
85,20030103,나쁜 녀석들 II,Bad Boys 2,2003.0,20030808.0,장편,개봉,미국,액션,미국,액션,마이클 베이,콜럼비아트라이스타
86,19969014,쉘 위 댄스,Shall We Dance,1996.0,20000513.0,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,수오 마사유키,알타미라픽쳐스
87,20010038,선물,Last Present,2001.0,20010324.0,장편,개봉,한국,드라마,한국,드라마,오기환,(주)좋은영화
88,20211472,늑대사냥,Project Wolf Hunting,2022.0,20220921.0,장편,개봉,한국,"액션,범죄",한국,액션,김홍선,(주)콘텐츠지
89,20090578,바스터즈: 거친 녀석들,Inglourious Basterds,2009.0,20091028.0,장편,개봉,"미국,독일","액션,드라마,전쟁",미국,액션,쿠엔틴 타란티노,더 웨인스테인 컴퍼니
90,20227506,에이비식스 : 테이크 어 챈스,AB6IX : TAKE A CHANCE,2022.0,20221005.0,장편,개봉,한국,"다큐멘터리,드라마",한국,다큐멘터리,박우주,씨제이 씨지브이(CJ CGV)(주)
91,20169284,이태원,Itaewon,2016.0,20191205.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,강유가람,영희야 놀자
92,20219820,한창나이 선녀님,Burning Flower,2021.0,20211020.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,원호연,(주)큰물고기미디어
93,20223456,당신의 이웃은 친절하지 않다,Oh My God Bless You,2022.0,20220915.0,장편,개봉,한국,"미스터리,드라마,범죄,스릴러",한국,미스터리,안드로,(주)빅픽처
94,20215601,공조2: 인터내셔날,Confidential Assignment2: International,2021.0,20220907.0,장편,개봉,한국,"액션,코미디",한국,액션,이석훈,(주)제이케이필름
95,20211244,성덕,Fanatic,2021.0,20220928.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,오세연,해랑사
96,20197922,다만 악에서 구하소서,DELIVER US FROM EVIL,2019.0,20200805.0,장편,개봉,한국,"범죄,액션",한국,범죄,홍원찬,(주)하이브미디어코프
97,20209137,종착역,Short Vacation,2020.0,20210923.0,장편,개봉,한국,드라마,한국,드라마,권민표,(주)타이거시네마
98,20196776,프린세스 아야,Princess Aya,2019.0,20220921.0,장편,개봉,한국,"판타지,뮤지컬",한국,판타지,이성강,주식회사 다다쇼
99,20225892,시맨틱 에러: 더 무비,Semantic Error,2022.0,20220831.0,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김수정,주식회사 왓챠
100,20211792,헌트,HUNT,2022.0,20220810.0,장편,개봉,한국,"액션,드라마",한국,액션,이정재,(주)아티스트스튜디오
101,20162242,우주의 크리스마스,Woojoo's Christmas,2015.0,20161013.0,장편,개봉,한국,"판타지,드라마",한국,판타지,김경형,앤유엔터테인먼트(주)
102,20218685,작은새와 돼지씨,Small Bird and Mr. Pig,2021.0,20220825.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김새봄,레드펀트
103,20080266,"지금, 이대로가 좋아요",Sisters On The Road,2008.0,20090423.0,장편,개봉,한국,드라마,한국,드라마,부지영,(주)디엔에이프로덕션
104,20192601,작은 방안의 소녀,The Girl in a Tiny Room,2019.0,20211125.0,장편,개봉,한국,"가족,미스터리,드라마",한국,가족,박소진,(주)아시아홈 엔터테인먼트
105,20217391,소피의 세계,Sophie's World,2021.0,20220303.0,장편,개봉,한국,드라마,한국,드라마,이제한,마름모필름
106,20209934,홈리스,Homeless,2020.0,20220915.0,장편,개봉,한국,"드라마,가족",한국,드라마,임승현,(주)타이거시네마
107,19970018,블랙잭,Blackjack,1997.0,19970913.0,장편,개봉,한국,"미스터리,범죄,액션",한국,미스터리,정지영,정륭사
108,19420001,카사블랑카,Casablanca,1942.0,19990403.0,장편,개봉,미국,"드라마,멜로/로맨스,전쟁",미국,드라마,마이클 커티즈,워너브러더스사㈜
109,20060048,브이 포 벤데타,V For Vendetta,2005.0,20060316.0,장편,개봉,미국,액션,미국,액션,제임스 맥티그,실버 픽쳐스
110,20196410,비상선언,Emergency Declaration,2022.0,20220803.0,장편,개봉,한국,드라마,한국,드라마,한재림,(주)매그넘나인
111,19970284,여인의 초상,The Portrait of a Lady,1996.0,19971101.0,장편,개봉,미국,"드라마,사극",미국,드라마,제인 캠피온,폴리그램 필름드 엔터테인먼트
112,20226879,인생은 뷰티풀: 비타돌체,Vita Dolce,2022.0,20220907.0,장편,개봉,한국,"다큐멘터리,공연",한국,다큐멘터리,김선형,씨제이포디플렉스 주식회사
113,20211382,오마주,Hommage,2021.0,20220526.0,장편,개봉,한국,드라마,한국,드라마,신수원,(주)준필름
114,19770022,로보트 태권 V,Robot Taekwon V,1976.0,19770408.0,장편,개봉,한국,"SF,가족,애니메이션,액션,코미디",한국,SF,김청기,서울동화
115,20211219,죽이러 간다,Go To Kill,2021.0,20211111.0,장편,개봉,한국,드라마,한국,드라마,박남원,원픽쳐스
116,20208721,리미트,Limit,2022.0,20220831.0,장편,개봉,한국,"범죄,스릴러",한국,범죄,이승준,(주)베러투모로우
117,19520022,낙동강,Nakdong River,1952.0,19521115.0,장편,개봉,한국,드라마,한국,드라마,전창근,워너 브러더스 픽쳐스
118,19960057,러브 스토리,Love Story,1996.0,19960511.0,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,배창호,배창호프로덕션
119,19990082,정,My Heart,1999.0,20000617.0,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,배창호,배창호프로덕션
120,20020141,후아유,Who Are You?,2002.0,20020523.0,장편,개봉,한국,드라마,한국,드라마,최호,디엔딩닷컴
121,19920366,보디가드,The Bodyguard,1992.0,19921205.0,장편,개봉,미국,"멜로/로맨스,드라마",미국,멜로/로맨스,믹 잭슨,티그 프로덕션
122,19990138,셰익스피어 인 러브,Shakespeare in Love,1998.0,19990306.0,장편,개봉,"영국,미국","드라마,멜로/로맨스",영국,드라마,존 매든,베드포드폴스프로덕션즈
123,19960318,리차드 3세 ,Richard 3,1995.0,19961109.0,장편,개봉,영국,"드라마,전쟁",영국,드라마,리차드 론크레인,유나이티드 아티스트
124,19860124,오델로 ,Othello,1986.0,19861101.0,장편,개봉,"이탈리아,네덜란드,미국",사극,이탈리아,사극,프랑코 제피렐리,골렌골로버스프로덕션
125,19610001,웨스트 사이드 스토리,West Side Story,1961.0,19990529.0,장편,개봉,미국,"뮤지컬,드라마,멜로/로맨스",미국,뮤지컬,로버트 와이즈,세븐 아트 프로덕션
126,20183772,태일이,Chun Tae-il,2021.0,20211201.0,장편,개봉,한국,애니메이션,한국,애니메이션,홍준표,(주)명필름
127,20204117,모가디슈,Escape from Mogadishu,2021.0,20210728.0,장편,개봉,한국,"액션,드라마",한국,액션,류승완,(주)덱스터스튜디오
128,20219745,코코순이,KOKO SunYi,2022.0,20220825.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이석재,KBS
129,20225956,인플루엔자,Influenza,2021.0,20220825.0,장편,개봉,한국,드라마,한국,드라마,황준하,아이 엠
130,20100222,엄마는 창녀다,Mother Is a Whore,2009.0,20110331.0,장편,개봉,한국,드라마,한국,드라마,이상우,승암관필름팩토리
131,20212392,경아의 딸,Gyeong-ah’s Daughter,2022.0,20220616.0,장편,개봉,한국,드라마,한국,드라마,김정은,주마등필름
132,20224494,파로호,Drown,2022.0,20220818.0,장편,개봉,한국,스릴러,한국,스릴러,임상수,한국영화아카데미
133,20224757,룸 쉐어링,My Perfect Roommate,2021.0,20220622.0,장편,개봉,한국,드라마,한국,드라마,이순성,주식회사 티에스나린시네마
134,20050210,붉은 시편,Red Psalm,1971.0,19960420.0,장편,개봉,헝가리,드라마,헝가리,드라마,미클로스 얀초,마필름
135,20225114,극장판 윌벤져스 : 수상한 캠핑 대소동,The Movie WillBengers : Mysterious Camping,2022.0,20220623.0,장편,개봉,한국,애니메이션,한국,애니메이션,신창환,(주)스튜디오게일
136,20000272,열정의 제국,Empire of Passion,1978.0,20001021.0,장편,개봉,"일본,프랑스","공포(호러),드라마",일본,공포(호러),오시마 나기사 ,아르고스필름즈
137,20218527,이공삼칠,On My Way Home,2022.0,20220608.0,장편,개봉,한국,"가족,드라마",한국,가족,모홍진,모티브픽쳐스(주)
138,20226579,콘서트를 지켜라,Save the Concert,2022.0,20220818.0,장편,개봉,한국,공연,한국,공연,이미리,(주)캐리소프트
139,20178501,니 부모 얼굴이 보고 싶다,I want to know your parents ,2022.0,20220427.0,장편,개봉,한국,드라마,한국,드라마,김지훈,(주)더타워픽쳐스
140,20204548,범죄도시 2,The Roundup,2022.0,20220518.0,장편,개봉,한국,"범죄,액션",한국,범죄,이상용,주식회사 빅펀치픽쳐스
141,20040556,킬 빌2,Kill Bill: Volume 2,2004.0,20040514.0,장편,개봉,미국,액션,미국,액션,쿠엔틴 타란티노,미라맥스 필름즈
142,20225897,초록밤,Chorokbam,2021.0,20220728.0,장편,개봉,한국,기타,한국,기타,윤서진,디파이언트
143,20185361,두번할까요,"LOVE, AGAIN",2019.0,20191017.0,장편,개봉,한국,"코미디,멜로/로맨스",한국,코미디,박용집,(주)영화사울림
144,20185161,나를 찾아줘,Bring Me Home,2019.0,20191127.0,장편,개봉,한국,스릴러,한국,스릴러,김승우,(주)26컴퍼니
145,20175441,채비,The Preparation,2017.0,20171109.0,장편,개봉,한국,드라마,한국,드라마,조영준,(주)26컴퍼니
146,20188393,"다시, 봄","Spring, Again",2018.0,20190417.0,장편,개봉,한국,"드라마,판타지",한국,드라마,정용주,(주)26컴퍼니
147,20215048,스파이형 모델,Spy-type Model,2020.0,20220720.0,장편,개봉,한국,SF,한국,SF,김영일,워스트케이스 시나리오
148,20208446,외계+인 1부,Alienoid,2022.0,20220720.0,장편,개봉,한국,"액션,판타지,SF",한국,액션,최동훈,(주)케이퍼필름
149,20226207,비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,Beyond LIVE the movie : EXO’s Travel the world on a ladder 3,2022.0,20220727.0,장편,개봉,한국,코미디,한국,코미디,최소망,(주)에스엠 컬처앤콘텐츠
150,20173826,구세주: 리턴즈,Oh! My God Returns,2017.0,20170914.0,장편,개봉,한국,코미디,한국,코미디,송창용,(주)메가커뮤니케이션즈
151,20225186,더 킬러: 죽어도 되는 아이,THE KILLER _ A GIRL WHO DESERVES TO DIE,2022.0,20220713.0,장편,개봉,한국,액션,한국,액션,최재훈,(주)아센디오
152,20225190,뽀로로 극장판 드래곤캐슬 대모험,Pororo Movie_Dragon castle Adventure,2022.0,20220728.0,장편,개봉,한국,애니메이션,한국,애니메이션,강승훈,(주)오콘
153,20201815,간호중,The Prayer,2020.0,20211202.0,장편,개봉,한국,SF,한국,SF,민규동,(주)수필름
154,19950040,남자는 괴로워,Affliction Of Man,1995.0,19950211.0,장편,개봉,한국,코미디,한국,코미디,이명세,㈜익영영화
155,19920077,땅끝에 선 연인,Lovers On The Edge Of The World,1992.0,19920509.0,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이석기,거인영상(주)
156,20217982,서울괴담,Urban Myths,2021.0,20220427.0,장편,개봉,한국,공포(호러),한국,공포(호러),홍원기,쟈니브로스(주)
157,19780066,사운드 오브 뮤직,The Sound of Music,1965.0,19780204.0,장편,개봉,미국,"드라마,뮤지컬",미국,드라마,로버트 와이즈,이십세기폭스필름코퍼레이션
158,20217769,봄날,When Spring Comes,2021.0,20220427.0,장편,개봉,한국,"드라마,액션",한국,드라마,이돈구,(주)엠씨엠씨
159,20223986,역할들,Moments of Role,2021.0,20220331.0,장편,개봉,한국,드라마,한국,드라마,연송하,쉼표
160,20136057,소수의견,Minority Opinion,2013.0,20150624.0,장편,개봉,한국,드라마,한국,드라마,김성제,(주)하리마오픽쳐스
161,20129370,명량,The Admiral: Roaring Currents,2013.0,20140730.0,장편,개봉,한국,"사극,액션",한국,사극,김한민,(주)빅스톤픽쳐스
162,20090077,전우치,Jeon Woochi: The Taoist Wizard,2009.0,20091223.0,장편,개봉,한국,"액션,코미디,판타지",한국,액션,최동훈,영화사 집
163,19970099,잉글리쉬 페이션트,The English Patient,1996.0,19970315.0,장편,개봉,미국,"멜로/로맨스,드라마,전쟁",미국,멜로/로맨스,안소니 밍겔라,미라맥스 필름즈
164,19860130,아웃 오브 아프리카 ,Out of Africa,1985.0,19861224.0,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,시드니 폴락,미라지
165,19980230,아라비아의 로렌스,Lawrence of Arabia,1962.0,19981024.0,장편,개봉,영국,드라마,영국,드라마,데이빗 린,콜럼비아 픽쳐스 코포레이션
166,20224882,마녀(魔女) Part2. The Other One,The Witch: Part 2. The Other One,2021.0,20220615.0,장편,개봉,한국,액션,한국,액션,박훈정,(주)영화사 금월
167,20209945,갈매기,Gull,2020.0,20210728.0,장편,개봉,한국,드라마,한국,드라마,김미조,DGC
168,20209269,미싱타는 여자들,Sewing Sisters,2020.0,20220120.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이혁래,플라잉타이거픽처스
169,20225180,뒤틀린 집,Contorted ,2022.0,20220713.0,장편,개봉,한국,"공포(호러),드라마,스릴러",한국,공포(호러),강동헌,(주)테이크원스튜디오
170,19958426,히트,Heat,1995.0,19960810.0,장편,개봉,미국,"액션,범죄,드라마,스릴러",미국,액션,마이클 만,워너브러더스 코리아(주)
171,19890091,폭주기관차,Runaway Train,1985.0,19890121.0,장편,개봉,미국,액션,미국,액션,안드레이 콘찰로프스키,골렌골로버스프로덕션
172,20060170,록키 호러 픽쳐 쇼,The Rocky Horror Picture Show,1975.0,19980620.0,장편,개봉,"미국,영국","공포(호러),뮤지컬,코미디",미국,공포(호러),짐 셔먼,이십세기폭스필름코퍼레이션
173,19960059,은행나무 침대,The Gingko Bed,1996.0,19960217.0,장편,개봉,한국,"판타지,멜로/로맨스",한국,판타지,강제규,(주)신씨네
174,20224476,윤시내가 사라졌다,Missing Yoon,2021.0,20220608.0,장편,개봉,한국,드라마,한국,드라마,김진화,한국영화아카데미
175,20225002,위대한 침묵,Great silence,2022.0,20220629.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,송상민,(주)지티지그룹
176,20224720,그대라는기억 연숙씨,The Memory Of You,2022.0,20220616.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,심미희,드림채널
177,20204845,공기살인,TOXIC,2022.0,20220422.0,장편,개봉,한국,드라마,한국,드라마,조용선,(주)마스터원엔터테인먼트
178,20204664,갓길로 달리는 코뿔소,The Boxer,2020.0,20220623.0,장편,개봉,한국,드라마,한국,드라마,황동석,A18픽쳐스
179,20211568,"아치의 노래, 정태춘",Song of the Poet,2021.0,20220518.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,고영재,(주)인디플러그
180,20181118,무녀도,The Shaman Sorceress,2018.0,20211124.0,장편,개봉,한국,"뮤지컬,애니메이션",한국,뮤지컬,안재훈,(주)연필로명상하기
181,20224634,그대가 조국,The Red Herring,2022.0,20220525.0,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이승준,(주)켈빈클레인프로젝트
182,20040780,우작,Distant,2002.0,20041105.0,장편,개봉,터키,드라마,터키,드라마,누리 빌제 세일란,엔비시 스튜디오즈
