,movieCd,prdtYear
199,20040657,2004.0
200,20030125,2003.0
201,20020006,2002.0
202,20010005,2002.0
203,20010037,2001.0
204,20010047,2001.0
205,20000012,2000.0
206,20205986,2021.0
207,20173202,2018.0
208,20206257,2022.0
209,20224882,2021.0
210,20191243,2021.0
211,20196284,2019.0
212,20184462,2019.0
213,20183096,2018.0
214,20173732,2017.0
215,20174142,2017.0
216,20145171,2015.0
217,20130021,2015.0
218,20136063,2015.0
219,20148626,2014.0
220,20139183,2014.0
221,20136049,2013.0
222,20050018,2004.0
223,20126672,2013.0
224,20129368,2013.0
225,20127568,2012.0
226,20110295,2011.0
227,20112695,2011.0
228,20110297,2011.0
229,20196676,2019.0
230,20142405,2020.0
231,20184482,2020.0
232,20208045,2019.0
233,20196271,2019.0
234,20170402,2017.0
235,20162871,2017.0
236,20153443,2016.0
237,20140194,2016.0
238,20144442,2015.0
239,20130566,2014.0
240,20149312,2014.0
241,20137043,2013.0
242,20134803,2013.0
243,20128747,2012.0
244,20124083,2012.0
245,20113886,2012.0
246,20113887,2012.0
247,20113557,2011.0
248,20216432,2021.0
249,20200566,2020.0
250,20198161,2020.0
251,20153085,2015.0
252,20196410,2022.0
253,20202185,2021.0
254,20190683,2021.0
255,20209132,2020.0
256,20201002,2020.0
257,20190461,2019.0
258,20183727,2018.0
259,20211792,2022.0
260,20184341,2019.0
261,20166602,2016.0
262,20199630,2020.0
263,19880039,1988.0
264,20194424,2020.0
265,20090888,2009.0
266,20198484,2020.0
267,20168773,2017.0
268,20217124,2021.0
269,20226220,2021.0
270,19780029,1978.0
271,20217807,2021.0
272,20181301,2018.0
273,20183128,2018.0
274,20174981,2018.0
275,19990140,1997.0
276,20143081,2014.0
277,20090581,2009.0
278,20190727,2019.0
279,20196716,2019.0
280,20186651,2017.0
281,20178190,2017.0
282,20169348,2017.0
283,20160472,2016.0
284,19710091,1971.0
285,20150970,2016.0
286,20150969,2015.0
287,20173903,2015.0
288,20150902,2015.0
289,20144441,2015.0
290,20140144,2015.0
291,20132799,2013.0
292,20204548,2022.0
293,20223939,2022.0
294,19990147,1997.0
295,20185985,2019.0
296,20185353,2019.0
297,20198453,2019.0
298,20172742,2017.0
299,20167867,2016.0
300,20192194,2021.0
301,20180361,2019.0
302,20171681,2018.0
303,20180282,2018.0
304,20165181,2017.0
305,20158824,2014.0
306,20148685,2014.0
307,20134124,2013.0
308,20123383,2013.0
309,20127526,2012.0
310,20124013,2012.0
311,20101222,2010.0
312,20138223,2013.0
313,20183772,2021.0
314,20209021,2020.0
315,20203673,2020.0
316,20147952,2014.0
317,20134694,2013.0
318,20176103,2018.0
319,19580069,1958.0
320,20180868,2018.0
321,20170841,2018.0
322,20151229,2016.0
323,20010032,2001.0
324,20156559,2016.0
325,20155390,2015.0
326,20159643,2015.0
327,20157466,2015.0
328,20141602,2014.0
329,20190741,2019.0
330,20189067,2017.0
331,20172469,2017.0
332,20176104,2017.0
333,20159646,2016.0
334,20102414,2010.0
335,20070250,2007.0
336,20050342,2005.0
337,20193450,2020.0
338,20168250,2017.0
339,20161725,2016.0
340,20145503,2015.0
341,20134594,2014.0
342,20101010,2010.0
343,20090904,2009.0
344,20090077,2009.0
345,20070450,2007.0
346,20070015,2006.0
347,20060244,2006.0
348,20050216,2005.0
349,20040576,2004.0
350,20040446,2004.0
351,20189663,2017.0
352,20113636,2011.0
353,20110303,2011.0
354,20119529,2011.0
355,20090237,2008.0
356,20070379,2007.0
357,20192354,2020.0
358,20183003,2019.0
359,20177552,2018.0
360,20124917,2012.0
361,20101399,2010.0
362,20180962,2018.0
363,20174369,2017.0
364,20178982,2017.0
365,20161568,2016.0
366,20151228,2016.0
367,20139261,2013.0
368,20199882,2021.0
369,20193069,2019.0
370,20209304,2020.0
371,20197922,2019.0
372,20179101,2017.0
373,20136068,2015.0
374,20137048,2014.0
375,20125333,2012.0
376,20124401,2012.0
377,20113743,2011.0
378,20110313,2011.0
379,20102415,2010.0
380,20100213,2010.0
381,20119971,2009.0
382,20090931,2009.0
383,20090156,2009.0
384,20071067,2007.0
385,20070433,2007.0
386,20070205,2007.0
387,20060100,2006.0
388,19750083,1975.0
389,20050232,2005.0
390,20050141,2005.0
391,20050017,2004.0
392,20040751,2004.0
393,20040486,2004.0
394,20030108,2003.0
395,20020248,2002.0
396,20020049,2002.0
397,19990084,1999.0
398,20090319,2009.0
399,20151227,2016.0
400,20141002,2015.0
401,20148845,2014.0
402,20215601,2021.0
403,20184483,2019.0
404,20197092,2019.0
405,20188404,2018.0
406,20000100,1999.0
407,20182530,2018.0
408,20170513,2018.0
409,20179189,2017.0
410,20157501,2015.0
411,20139401,2013.0
412,20130561,2013.0
413,20121550,2012.0
414,20124055,2012.0
415,20110251,2011.0
416,20072152,2008.0
417,20217167,2020.0
418,20227352,2022.0
419,20199500,2020.0
420,20181983,2020.0
421,20179205,2017.0
422,20100353,2010.0
423,20072057,2008.0
424,20181167,2019.0
425,20185201,2017.0
426,20142402,2015.0
427,20150941,2014.0
428,20223456,2022.0
429,19990115,1997.0
430,20226739,2022.0
431,20200364,2020.0
432,20209926,2020.0
433,20193601,2019.0
434,20176122,2018.0
435,20145182,2014.0
436,20200523,2021.0
437,20191242,2019.0
438,20182466,2018.0
439,20225892,2022.0
440,20144641,2016.0
441,20136802,2014.0
442,20136312,2013.0
443,20148381,2013.0
444,20124062,2012.0
445,20100305,2010.0
446,19820021,1982.0
447,20100046,2009.0
448,20060420,2007.0
449,20060138,2005.0
450,20050345,2005.0
451,20050332,2005.0
452,20040484,2004.0
453,20030100,2003.0
454,20010007,2001.0
455,20000046,2000.0
456,20110183,2011.0
457,20192101,2019.0
458,20175527,2017.0
459,20165444,2016.0
460,20160522,2016.0
461,20081132,2008.0
462,20136064,2014.0
463,19720089,1972.0
464,20148447,2014.0
465,20126001,2012.0
466,20121072,2012.0
467,20200474,2020.0
468,19870108,1959.0
469,20184621,2019.0
470,20153444,2015.0
471,20148855,2014.0
472,20133322,2014.0
473,20136057,2013.0
474,20124937,2013.0
475,20126407,2012.0
476,20113532,2012.0
477,20100209,2010.0
478,20100300,2009.0
479,20080736,2008.0
480,20080399,2007.0
481,20070421,2007.0
482,20070111,2007.0
483,20070084,2007.0
484,20060338,2006.0
485,20060277,2006.0
486,20060093,2006.0
487,20050333,2005.0
488,20050189,2005.0
489,20050076,2005.0
490,20040786,2005.0
491,20040595,2004.0
492,20040441,2003.0
493,20030153,2003.0
494,20030052,2003.0
495,20010094,2001.0
496,20020277,2002.0
497,20020220,2002.0
498,20020204,2002.0
499,20020065,2002.0
500,20010017,2001.0
501,20010027,2001.0
502,19990067,1999.0
503,19970018,1997.0
504,19850019,1984.0
505,20149266,2014.0
506,20129370,2013.0
507,20136062,2013.0
508,20121464,2012.0
509,20119687,2010.0
510,19850067,1985.0
511,20136058,2013.0
512,20177308,2018.0
513,20165748,2017.0
514,20119719,2011.0
515,20119507,2011.0
516,19820019,2010.0
517,20112212,1981.0
518,20090076,2008.0
519,20060015,2006.0
520,20040775,2004.0
521,20040586,2004.0
522,20210029,2021.0
523,20217391,2021.0
524,20139981,2013.0
525,20124082,2013.0
526,20101190,2010.0
527,20207498,2021.0
528,20191282,2020.0
529,20199883,2019.0
530,20191107,2019.0
531,20181205,2018.0
532,20181168,2018.0
533,20173991,2017.0
534,20177981,2017.0
535,20151230,2016.0
536,20143717,2014.0
537,20135770,2013.0
538,20158798,2015.0
539,20149298,2014.0
540,20125232,2013.0
541,20173388,2017.0
542,20196702,2019.0
543,20184187,2018.0
544,20186202,2017.0
545,20100301,2010.0
546,20090590,2009.0
547,20195791,2018.0
548,20185881,2018.0
549,20186324,2018.0
550,20164389,2017.0
551,20170669,2017.0
552,20173826,2017.0
553,20151003,2017.0
554,20154907,2015.0
555,20158483,2015.0
556,20142641,2015.0
557,20149569,2015.0
558,20156281,2014.0
559,20148553,2014.0
560,20135386,2014.0
561,20130483,2013.0
562,20137044,2013.0
563,20122784,2013.0
564,20134407,2012.0
565,20100043,2009.0
566,20081672,2008.0
567,20000049,2000.0
568,20197961,2020.0
569,20186707,2018.0
570,20196669,2022.0
571,20183391,2018.0
572,20188750,2019.0
573,20156554,2017.0
574,20179039,2017.0
575,20168323,2017.0
576,20162983,2016.0
577,20174042,2017.0
578,20201792,2022.0
579,20196705,2019.0
580,20184243,2019.0
581,20150977,2015.0
582,20148846,2014.0
583,20147282,2013.0
584,20123381,2013.0
585,20090670,2009.0
586,20080637,2008.0
587,20070042,2007.0
588,20070174,2006.0
589,20190621,2019.0
590,20185361,2019.0
591,20172642,2017.0
592,20163521,2016.0
593,20124060,2012.0
594,20000039,2000.0
595,19990061,1999.0
596,19970016,1997.0
597,19960049,1996.0
598,20116037,2010.0
599,20030402,2003.0
600,19990068,1999.0
601,19980019,1998.0
602,19970013,1997.0
603,19960034,1996.0
604,19950056,1995.0
605,19940063,1994.0
606,19930006,1993.0
607,19930020,1993.0
608,19920003,1992.0
609,19910059,1991.0
610,19910006,1991.0
611,20090138,1989.0
612,19890054,1989.0
613,19890011,1989.0
614,20090391,2008.0
615,19880029,1988.0
616,19880019,1988.0
617,19880011,1987.0
618,19880008,1987.0
619,20110014,1961.0
620,19870039,1987.0
621,20080698,1986.0
622,20080694,1985.0
623,19850039,1985.0
624,19830061,1983.0
625,19820036,1982.0
626,19800007,1980.0
627,19770056,1977.0
628,20127648,1976.0
629,20121086,2012.0
630,20225186,2022.0
631,20196201,2020.0
632,20178203,2017.0
633,20190969,2021.0
634,20209947,2020.0
635,20202921,2020.0
636,20181416,2019.0
637,20189326,2018.0
638,20217624,2022.0
639,20184082,2018.0
640,20177537,2018.0
641,20167902,2017.0
642,20150979,2016.0
643,20159644,2016.0
644,20143513,2015.0
645,20147947,2014.0
646,19900202,1988.0
647,20147930,2014.0
648,20139881,2013.0
649,20128690,2012.0
650,20125990,2012.0
651,20126089,2012.0
652,20124063,2012.0
653,20125916,2012.0
654,20124065,2012.0
655,20116038,2010.0
656,20101195,2010.0
657,20119341,2010.0
658,20119337,2010.0
659,20101223,2010.0
660,20090939,2010.0
661,20090146,2009.0
662,20090297,2009.0
663,20081003,2008.0
664,20081611,2008.0
665,20081391,2008.0
666,20072056,2007.0
667,20070091,2007.0
668,20060291,2006.0
669,20060151,2006.0
670,20050355,2006.0
671,20050148,2005.0
672,19770028,1977.0
673,20182447,2018.0
674,20174169,2018.0
675,20167901,2017.0
676,20175484,2016.0
677,20148627,2014.0
678,20100141,2010.0
679,20090331,2009.0
680,20072686,2008.0
681,20060341,2006.0
682,20144444,2016.0
683,19940030,1994.0
684,20224302,2021.0
685,20205521,2019.0
686,19810065,1981.0
687,20061225,2006.0
688,20050153,2003.0
689,20174601,2017.0
690,20183813,2019.0
691,20199448,2019.0
692,20164424,2017.0
693,20226585,2022.0
694,20210388,2020.0
695,20216241,2020.0
696,20205001,2019.0
697,20192751,2019.0
698,20188117,2018.0
699,20180401,2017.0
700,20223620,2021.0
701,20156188,2015.0
702,20198663,2020.0
703,19710120,1971.0
704,20181570,2017.0
705,20157503,2014.0
706,20172626,2017.0
707,20190815,2021.0
708,20060137,2006.0
709,20209627,2021.0
710,20158799,2015.0
711,20159645,2015.0
712,20123161,2012.0
713,20124054,2012.0
714,19770088,1939.0
715,20124067,2012.0
716,20071060,2008.0
717,20070203,2007.0
718,20060279,2006.0
719,20136863,2014.0
720,20182585,2019.0
721,20178941,2017.0
722,20164844,2016.0
723,20131262,2014.0
724,20136052,2013.0
725,20090022,2009.0
726,20020103,2002.0
727,19970058,1997.0
728,20147129,2014.0
729,20110312,2011.0
730,20110906,2011.0
731,20216673,2020.0
732,20182352,2018.0
733,20139201,2014.0
734,20122783,2013.0
735,20100979,2010.0
736,20090557,2009.0
737,20060370,2006.0
738,20050350,2006.0
739,20050256,2005.0
740,20040673,2004.0
741,20030091,2003.0
742,19990066,1999.0
743,19980003,1998.0
744,19970020,1997.0
745,19970037,1997.0
746,19960055,1996.0
747,19940033,1994.0
748,20010038,2001.0
749,20188941,2019.0
750,20178161,2018.0
751,20126674,2013.0
752,20110249,2011.0
753,20110301,2011.0
754,20070115,2007.0
755,20070072,2006.0
756,20050046,2004.0
757,20040483,2004.0
758,20030046,2003.0
759,20020106,2002.0
760,20000044,2000.0
761,20000030,2000.0
762,19980030,1998.0
763,19970022,1997.0
764,19970048,1997.0
765,19960051,1996.0
766,20181086,2018.0
767,20165450,2017.0
768,20152064,2015.0
769,20134589,2014.0
770,20133641,2014.0
771,20138221,2013.0
772,20120426,2013.0
773,20124066,2012.0
774,20112911,2011.0
775,20110302,2011.0
776,20101343,2010.0
777,20090389,2009.0
778,20070104,2007.0
779,20050283,2005.0
780,20050110,2005.0
781,20020048,2002.0
782,19970049,1996.0
783,20100326,2010.0
784,20223415,2021.0
785,20160041,2016.0
786,20156250,2016.0
787,20148851,2015.0
788,20134590,2014.0
789,20124034,2012.0
790,20100188,2010.0
791,19600018,1960.0
792,20080743,2008.0
793,20050326,2005.0
794,20030133,2003.0
795,20020139,2002.0
796,20010011,2001.0
797,20000056,2000.0
798,20000005,2000.0
799,20000015,2000.0
800,19990073,1998.0
801,20090093,1998.0
802,19970036,1997.0
803,19970047,1996.0
804,19800051,1980.0
805,19960038,1996.0
806,19940005,1994.0
807,20217334,2021.0
808,20217769,2021.0
809,20224494,2022.0
810,20224476,2021.0
811,20189802,2017.0
812,20196906,2021.0
813,19900210,1990.0
814,20100119,2009.0
815,19890075,1989.0
816,20090890,2009.0
817,20090035,2008.0
818,20020276,2002.0
819,20090123,1989.0
820,20225956,2021.0
821,20196673,2019.0
822,19730008,1973.0
823,20060200,2006.0
824,20070383,2007.0
825,20210590,2021.0
826,20119982,2013.0
827,20180825,2018.0
828,20138222,2013.0
829,20112018,2011.0
830,20152321,2015.0
831,20191162,2019.0
832,20197391,2020.0
833,20217427,2021.0
834,19990285,1997.0
835,20226579,2022.0
836,20193642,2019.0
837,20201784,2020.0
838,20190268,2018.0
839,20226444,2019.0
840,20215048,2020.0
841,20199541,2020.0
842,20197483,2019.0
843,20180442,2018.0
844,20190522,2019.0
845,20162343,2017.0
846,20166127,2016.0
847,20101241,2010.0
848,20211476,2020.0
849,20191030,2019.0
850,20143502,2015.0
851,20100657,2010.0
852,20225897,2021.0
853,20218685,2021.0
854,20177266,2018.0
855,20122785,2013.0
856,20110004,2011.0
857,20223985,2021.0
858,19830085,1983.0
859,20192193,2020.0
860,20166384,2017.0
861,20010051,2001.0
862,20050129,2004.0
863,19900073,1990.0
864,20218885,2021.0
865,20194456,2019.0
866,20191105,2019.0
867,19930305,1993.0
868,20060026,2005.0
869,19920001,1992.0
870,19920031,1992.0
871,19910079,1991.0
872,19910099,1991.0
873,19910031,1991.0
874,19890061,1987.0
875,19860070,1986.0
876,19860067,1986.0
877,19850061,1985.0
878,20200302,2020.0
879,20183374,2018.0
880,20187959,2019.0
881,20198323,2019.0
882,20189761,2018.0
883,20135946,2014.0
884,20210369,2021.0
885,20130260,2015.0
886,20208006,2020.0
887,20176121,2017.0
888,20170386,2016.0
889,20070588,2011.0
890,20209134,2020.0
891,20196801,2019.0
892,20176442,2018.0
893,20183401,2017.0
894,20190703,2019.0
895,20134801,2013.0
896,20128691,2012.0
897,19990056,1999.0
898,20190299,2020.0
899,20166421,2016.0
900,20116046,2010.0
901,20100822,2010.0
902,20203286,2021.0
903,20216056,2020.0
904,20141608,2014.0
905,19990052,1999.0
906,20225114,2022.0
907,20196775,2019.0
908,20192599,2019.0
909,20184101,2018.0
910,20123384,2013.0
911,20143572,2015.0
912,20122786,2013.0
913,20224757,2021.0
914,20204664,2020.0
915,20040667,2004.0
916,19990252,1999.0
917,20090500,2009.0
918,20225843,2021.0
919,20204432,2020.0
920,20182326,2016.0
921,20167903,2018.0
922,20185784,2018.0
923,20223986,2021.0
924,20188462,2019.0
925,20163842,2016.0
926,20161723,2016.0
927,20141060,2014.0
928,20156681,2014.0
929,20148670,2014.0
930,20119974,2011.0
931,20147130,2014.0
932,20124398,2013.0
933,20183744,2019.0
934,20176102,2017.0
935,20176101,2016.0
936,20179442,2016.0
937,20169730,2016.0
938,20151782,2015.0
939,19880149,1987.0
940,20175021,2017.0
941,20122832,2013.0
942,20136061,2013.0
943,20090841,2009.0
944,20072148,2007.0
945,20060175,2005.0
946,19980028,1998.0
947,20201692,2019.0
948,20196674,2019.0
949,19930048,1990.0
950,20200583,2019.0
951,20141591,2016.0
952,20147928,2014.0
953,20187322,2019.0
954,20194501,2021.0
955,20070130,2006.0
956,20209946,2020.0
957,20030120,2003.0
958,20185484,2018.0
959,20100169,2010.0
960,20101274,2009.0
961,20164481,2017.0
962,20090034,2008.0
963,20170442,2017.0
964,20134798,2015.0
965,20151224,2014.0
966,20133682,2014.0
967,20130929,2012.0
968,20127593,2012.0
969,20124079,2012.0
970,20128707,2012.0
971,20124051,2012.0
972,20112589,2011.0
973,20112082,2011.0
974,19790104,1979.0
975,20119989,2010.0
976,20119486,2010.0
977,20101009,2010.0
978,20040596,2004.0
979,20179346,2018.0
980,20138061,2014.0
981,20127633,2011.0
982,20100256,2010.0
983,20181166,2018.0
984,20191744,2019.0
985,20184481,2018.0
986,20189783,2017.0
987,20020191,2002.0
988,20172603,2017.0
989,20200846,2016.0
990,20150972,2016.0
991,20143510,2015.0
992,19990279,1998.0
993,20136894,2013.0
994,20127597,2013.0
995,20123201,2012.0
996,20129786,2012.0
997,20124399,2012.0
998,20125920,2012.0
999,20100661,2010.0
1000,20224304,2022.0
1001,20224574,2022.0
1002,20223991,2021.0
1003,20149501,2019.0
1004,20141611,2014.0
1005,20100055,2010.0
1006,20190481,2019.0
1007,20128610,2012.0
1008,20166301,2017.0
1009,20216224,2022.0
1010,20208828,2019.0
1011,20188144,2018.0
1012,20209297,2020.0
1013,19720026,1972.0
1014,20216753,2020.0
1015,20174264,2017.0
1016,19740064,1974.0
1017,20199022,2019.0
1018,20184572,2019.0
1019,20145501,2015.0
1020,20060257,2006.0
1021,20050120,1996.0
1022,20216894,2021.0
1023,20182981,2018.0
1024,20149961,2015.0
1025,20119891,2009.0
1026,20184133,2019.0
1027,20113308,2013.0
1028,20090169,2009.0
1029,20060427,2004.0
1030,20112552,2011.0
1031,20188083,2018.0
1032,20201688,2020.0
1033,20224634,2022.0
1034,20163019,2015.0
1035,20157464,2015.0
1036,20174265,2017.0
1037,20219466,2020.0
1038,20198978,2018.0
1039,20183390,2018.0
1040,20200490,2020.0
1041,20224598,2022.0
1042,20000011,2000.0
1043,19950234,1993.0
1044,20158982,2016.0
1045,20217298,2021.0
1046,20184541,2017.0
1047,20209945,2020.0
1048,20159161,2015.0
1049,20149458,2014.0
1050,20136509,2013.0
1051,20123301,2011.0
1052,20070047,2007.0
1053,20050362,2005.0
1054,20125446,2012.0
1055,20000216,2000.0
1056,19990248,1999.0
1057,19970190,1996.0
1058,19970068,1996.0
1059,19930399,1993.0
1060,19930247,1993.0
1061,19930237,1993.0
1062,20219310,2021.0
1063,20219711,2021.0
1064,19730095,1973.0
1065,20175407,2018.0
1066,20080015,2007.0
1067,20070641,2007.0
1068,20217982,2021.0
1069,20218016,2020.0
1070,20206291,2019.0
1071,20193859,2019.0
1072,20142621,2015.0
1073,20136888,2014.0
1074,20122787,2013.0
1075,20090510,2009.0
1076,20080764,2008.0
1077,20070380,2007.0
1078,20070302,2007.0
1079,20070110,2007.0
1080,20048020,2004.0
1081,20030154,2003.0
1082,20030061,2003.0
1083,20010010,2001.0
1084,20010015,2001.0
1085,20010024,2001.0
1086,20000013,2000.0
1087,19990043,1999.0
1088,20129099,2012.0
1089,19980012,1998.0
1090,20127637,1975.0
1091,19950027,1995.0
1092,20060355,2006.0
1093,20161762,2017.0
1094,20209949,2020.0
1095,20190521,2019.0
1096,20070603,1995.0
1097,20000037,2000.0
1098,20174225,2018.0
1099,20060081,2005.0
1100,20060055,2005.0
1101,20040651,2004.0
1102,20040489,2004.0
1103,20000024,2000.0
1104,20211566,2021.0
1105,20181164,2019.0
1106,20167007,2017.0
1107,20130574,2014.0
1108,20126671,2012.0
1109,20124075,2012.0
1110,20113533,2012.0
1111,20090875,2009.0
1112,20090304,2009.0
1113,20090193,2009.0
1114,20090318,2008.0
1115,20070382,2007.0
1116,20070348,2007.0
1117,20070095,2006.0
1118,20060068,2006.0
1119,20050237,2005.0
1120,20050007,2005.0
1121,20040675,2004.0
1122,20020045,2002.0
1123,20020141,2002.0
1124,20010092,2002.0
1125,19740127,1974.0
1126,20154802,2016.0
1127,20156748,2015.0
1128,20143511,2014.0
1129,20142856,2014.0
1130,20123662,2013.0
1131,20121549,2013.0
1132,20113835,2012.0
1133,20124061,2012.0
1134,20110494,2010.0
1135,20100834,2010.0
1136,20090927,2010.0
1137,20080400,2009.0
1138,20030420,2003.0
1139,20149796,2014.0
1140,20100250,2010.0
1141,20224720,2022.0
1142,20223722,2022.0
1143,20081716,2008.0
1144,20030116,2003.0
1145,20030003,2003.0
1146,20020278,2002.0
1147,20184571,2019.0
1148,20081001,2008.0
1149,20080014,2007.0
1150,20050233,2005.0
1151,20030410,2003.0
1152,20020055,2002.0
1153,20010006,2001.0
1154,20000055,2000.0
1155,19970023,1997.0
1156,19970034,1997.0
1157,19970045,1997.0
1158,19960035,1996.0
1159,19960037,1996.0
1160,19950034,1995.0
1161,19940018,1994.0
1162,19940017,1994.0
1163,19920051,1992.0
1164,19910049,1991.0
1165,19890036,1989.0
1166,19860059,1986.0
1167,20188393,2018.0
1168,20218758,2021.0
1169,20090605,2009.0
1170,20050029,2004.0
1171,20208400,2020.0
1172,20143512,2015.0
1173,20141610,2014.0
1174,20142407,2014.0
1175,20130501,2013.0
1176,19830023,1982.0
1177,19710100,1971.0
1178,20125406,2012.0
1179,20119618,2011.0
1180,20050276,2005.0
1181,20189076,2018.0
1182,19910084,1991.0
1183,20090125,1989.0
1184,19870056,1987.0
1185,19850030,1984.0
1186,19840051,1984.0
1187,19840016,1984.0
1188,20203204,2020.0
1189,20198182,2019.0
1190,20100059,2009.0
1191,19960082,1994.0
1192,20210690,2019.0
1193,20211568,2021.0
1194,20136869,2015.0
1195,19930143,1993.0
1196,20183848,2019.0
1197,20080871,2007.0
1198,20170001,2017.0
1199,20131102,2013.0
1200,20113381,2011.0
1201,20080834,2008.0
1202,20060387,2006.0
1203,20010040,2001.0
1204,20188824,2017.0
1205,20176061,2017.0
1206,20090562,2009.0
1207,20100302,2010.0
1208,20148619,2014.0
1209,20224142,2022.0
1210,20090877,2008.0
1211,20211945,2021.0
1212,20190482,2019.0
1213,20181087,2018.0
1214,20179230,2018.0
1215,19900105,1990.0
1216,20181103,2018.0
1217,20162021,2016.0
1218,20141613,2015.0
1219,20143252,2015.0
1220,20190601,2020.0
1221,20197520,2022.0
1222,20191041,2019.0
1223,20148460,2016.0
1224,20190726,2019.0
1225,20208361,2019.0
1226,20124047,2011.0
1227,20070552,2007.0
1228,20196601,2018.0
1229,20148631,2014.0
1230,19840049,1984.0
1231,19830096,1983.0
1232,19830102,1983.0
1233,19830099,1983.0
1234,19830097,1982.0
1235,19820096,1982.0
1236,19820065,1982.0
1237,20182861,2018.0
1238,20207567,2020.0
1239,20112808,2011.0
1240,20223124,2021.0
1241,20172204,2018.0
1242,20040640,2004.0
1243,20192696,2021.0
1244,20162722,2016.0
1245,20150025,2015.0
