,movieCd,auditNo,watchGradeNm,watchCd
1741,20172601,2017-MF00334,청소년관람불가,19
1742,20215967,2021-MF00525,15세이상관람가,15
1743,20201464,2021-MF01186,12세이상관람가,12
1744,20134586,2014-MF00399 ,청소년관람불가,19
1745,20120428,2013-MF00678 ,15세이상관람가,15
1746,20050280,2005-F287,18세관람가,19
1747,20183495,2018-MF02167,15세이상관람가,15
1748,20040711,2004-F296,15세관람가,15
1749,20198053,2020-MF02714,12세이상관람가,12
1750,20101286,2010-F500,전체관람가,all
1751,20190469,2021-MF01291,전체관람가,all
1752,20125686,2013-MF00142,청소년관람불가,19
1753,20090317,2010-F252,청소년관람불가,19
1754,20218884,2021-MF01446,15세이상관람가,15
1755,20148634,2015-MF00478 ,12세이상관람가,12
1756,20148090,2014-MF00180,청소년관람불가,19
1757,20050081,2005-F043,15세관람가,15
1758,20112272,2011-F472,15세이상관람가,15
1759,20070066,2007-F086,청소년관람불가,19
1760,20060225,2006-F238,18세관람가,19
1761,20070169,2007-F141,청소년관람불가,19
1762,20050271,2005-F277,18세관람가,19
1763,20173387,2018-MF00569,15세이상관람가,15
1764,19900214,90-171,연소자관람불가,19
1765,20060222,2006-F241,15세관람가,15
1766,20040617,2004-F227,15세관람가,15
1767,20040487,2004-F094,18세관람가,19
1768,20020126,2002-F093,15세관람가,15
1769,20010022,2001-F201,18세관람가,19
1770,19940024,94-326,고등학생이상관람가,15
1771,20145502,2016-MF00194 ,청소년관람불가,19
1772,19790108,,미성년자관람불가,19
1773,20134123,2013-MF00772 ,15세이상관람가,15
1774,20081002,2008-F351,12세이상관람가,12
1775,20030127,2003-F250,18세관람가,19
1776,19990053,99-F182,18세관람가,19
1777,19990077,99-048,모든 관람객이 관람할 수 있는 등급,all
1778,19970014,97-263,고등학생이상관람가,15
1779,20113972,2013-MF00007 ,15세이상관람가,15
1780,20100800,2010-F299 ,15세이상관람가,15
1781,20090427,2009-F254,15세이상관람가,15
1782,20040624,2004-F201,18세관람가,19
1783,20020265,2002-F285,15세관람가,15
1784,20010084,2001-F368,전체관람가,all
1785,19970051,97-34,고등학생이상관람가,15
1786,19960019,96-333,연소자관람불가,19
1787,19960064,96-15,연소자관람가,all
1788,19950048,95-417,연소자관람불가,19
1789,19950005,95-301,연소자관람불가,19
1790,20040637,2004-F235,18세관람가,19
1791,20209206,2021-MF01205,15세이상관람가,15
1792,20000275,2000-F293,18세관람가,19
1793,19990308,99-F043,12세관람가,12
1794,19970107,96-445,연소자관람불가,19
1795,19960095,95-183,연소자관람불가,19
1796,20198501,2021-MF00128,12세이상관람가,12
1797,20149496,2016-MF00339,12세이상관람가,12
1798,20150921,2015-MF01196 ,12세이상관람가,12
1799,20142624,2015-MF00878 ,청소년관람불가,19
1800,20090330,2009-F276,15세이상관람가,15
1801,20080890,2008-F428,12세이상관람가,12
1802,20070128,2007-F183,15세이상관람가,15
1803,20080695,86-151,국민학생관람불가,12
1804,20060261,2006-F304,15세관람가,15
1805,20202625,2020-MF02637 ,15세이상관람가,15
1806,20162970,2016-MF01445,청소년관람불가,19
1807,20100206,2010-F160,15세이상관람가,15
1808,20157024,2015-MF00436,15세이상관람가,15
1809,20152370,2015-MF01477 ,15세이상관람가,15
1810,20125430,2012-F262,15세이상관람가,15
1811,20100835,2010-F343 ,12세이상관람가,12
1812,20040568,2004-F143,15세관람가,15
1813,20020279,2002-F304,18세관람가,19
1814,20108106,,,all
1815,20181561,2018-MF00387,전체관람가,all
1816,20157434,2013-MF00136,청소년관람불가,19
1817,20120102,2012-F843,청소년관람불가,19
1818,20163845,2016-MF02097,전체관람가,all
1819,20156080,2016-MF00074 ,15세이상관람가,15
1820,20155826,2015-MF00896,15세이상관람가,15
1821,20138482,2013-MF00569 ,12세이상관람가,12
1822,20088506,2012-F889,15세이상관람가,15
1823,20112534,2011-F496,청소년관람불가,19
1824,20100810,2010-F322 ,전체관람가,all
1825,20100333,2010-F209,전체관람가,all
1826,20020296,2002-F350,15세관람가,15
1827,20010049,2001-F184,전체관람가,all
1828,19950013,95-259,연소자관람가,all
1829,19940256,94-176,연소자관람가,all
1830,19920038,92-205,고등학생이상관람가,15
1831,19910095,91-222,고등학생이상관람가,15
1832,20207587,2021-MF01232,12세이상관람가,12
1833,20218790,2021-MF01803,15세이상관람가,15
1834,20176041,2017-MF00960,12세이상관람가,12
1835,20217103,2021-MF01549,15세이상관람가,15
1836,20155388,2016-MF00453 ,12세이상관람가,12
1837,20138161,2013-MF00745 ,청소년관람불가,19
1838,20100129,2010-F93,15세이상관람가,15
1839,20090917,2010-F17,12세이상관람가,12
1840,20081244,2008-F338,15세이상관람가,15
1841,20070466,2007-F446,청소년관람불가,19
1842,20070500,2007-F388,15세이상관람가,15
1843,20070114,2007-F147,12세이상관람가,12
1844,20060017,2006-F031,15세관람가,15
1845,20120109,2013-MF00522 ,청소년관람불가,19
1846,20200303,2021-MF01406,15세이상관람가,15
1847,20160761,2016-MF01298,청소년관람불가,19
1848,20060075,2006-B051,15세관람가,15
1849,20050115,2005-F126,12세관람가,12
1850,20000229,2000-F185,12세관람가,12
1851,19990204,99-F002,18세관람가,19
1852,19960316,96-376,고등학생이상관람가,15
1853,20218364,2021-MF01625,청소년관람불가,19
1854,20060245,2006-F244 ,15세관람가,15
1855,20070358,2007-F248 ,12세이상관람가,12
1856,20206928,2020-MF00662,청소년관람불가,19
1857,20217174,2021-MF00685,전체관람가,all
1858,20140241,2015-MF00717 ,전체관람가,all
1859,20212952,2021-MF03152 ,전체관람가,all
1860,20182241,2019-MF01419,전체관람가,all
1861,20193013,2019-MF01308,전체관람가,all
1862,20175581,2017-MF00783,전체관람가,all
1863,20226679,2022-MF02080 ,전체관람가,all
1864,20192984,2020-MF00087,전체관람가,all
1865,20189746,2018-MF01580,전체관람가,all
1866,20208523,2020-MF02662 ,청소년관람불가,19
1867,20050049,2005-F060,15세관람가,15
1868,20193017,2019-MF01333,청소년관람불가,19
1869,20197441,2019-MF02005,12세이상관람가,12
1870,20201747,2020-MF02419 ,12세이상관람가,12
1871,20163014,2016-MF01544,12세이상관람가,12
1872,20160743,2020-MF00511,12세이상관람가,12
1873,20209273,2021-MF00166,12세이상관람가,12
1874,20119509,2012-F462,15세이상관람가,15
1875,20081612,2008-F438,15세이상관람가,15
1876,20191785,2020-MF02244,전체관람가,all
1877,20198996,2020-MF01726 ,전체관람가,all
1878,20050015,2005-F112,12세관람가,12
1879,20040612,2004-F211,12세관람가,12
1880,20030077,2003-F138,15세관람가,15
1881,20120104,2013-MF00486 ,청소년관람불가,19
1882,20010093,2001-F375,12세관람가,12
1883,20217898,2021-MF01074,12세이상관람가,12
1884,20196773,2020-MF01909,전체관람가,all
1885,20162442,2017-MF01401,15세이상관람가,15
1886,20111004,2011-F574,전체관람가,all
1887,20202584,2020-MF03021,15세이상관람가,15
1888,20190505,2020-MF01515 ,청소년관람불가,19
1889,20196781,2019-MF02277,12세이상관람가,12
1890,20183072,2018-MF01441,15세이상관람가,15
1891,20088318,2012-F354 ,청소년관람불가,19
1892,20070168,2006-F385,15세이상관람가,15
1893,20040658,2004-F279,15세관람가,15
1894,20020280,2002-F306,15세관람가,15
1895,20090007,97-143,연소자관람불가,19
1896,20186645,2019-MF01118,12세이상관람가,12
1897,20216843,2021-MF00591,12세이상관람가,12
1898,20150964,2017-MF00105,15세이상관람가,15
1899,20081369,2008-F402,청소년관람불가,19
1900,20134606,2013-MF00938 ,청소년관람불가,19
1901,20020213,2002-F204,15세관람가,15
1902,20010003,2001-F325,18세관람가,19
1903,19990058,99-F151,18세관람가,19
1904,20196800,2020-MF00341 ,12세이상관람가,12
1905,20182781,2018-MF00461,전체관람가,all
1906,19910101,91-234,연소자관람불가,19
1907,19880022,87-204,연소자관람가,all
1908,19860075,86-147,연소자관람가,all
1909,19860072,86-112,연소자관람불가,19
1910,19850048,6338,연소자관람불가,19
1911,19840032,,연소자관람불가,19
1912,19830080,,연소자관람불가,19
1913,19830017,6147,연소자관람불가,19
1914,19820049,6078,연소자관람불가,19
1915,19810009,5978,연소자관람불가,19
1916,19800037,5901,국민학생관람불가,12
1917,19800014,5883,연소자관람불가,19
1918,19790072,,국민학생관람불가,12
1919,19790070,,미성년자관람가,all
1920,19790069,,국민학생관람불가,12
1921,19790021,,국민학생관람불가,12
1922,19790023,,국민학생관람불가,12
1923,19780027,,12세이상관람가,12
1924,19770047,,12세이상관람가,12
1925,19770015,,12세이상관람가,12
1926,19770014,,12세이상관람가,12
1927,19730092,,15세이상관람가,15
1928,20070545,2007-F471 ,12세이상관람가,12
1929,20142221,2016-MF00660 ,12세이상관람가,12
1930,20070560,2007-F437,청소년관람불가,19
1931,20179123,2018-MF01519,15세이상관람가,15
1932,20217123,2022-MF00372,12세이상관람가,12
1933,20030413,2004-F034,15세관람가,15
1934,20100019,2010-F191,전체관람가,all
1935,20120107,2012-F749 ,15세이상관람가,15
1936,20126624,2012-F348,12세이상관람가,12
1937,20149258,2016-MF00612 ,15세이상관람가,15
1938,20125827,2014-MF00459 ,청소년관람불가,19
1939,20157986,2015-MF00355 ,청소년관람불가,19
1940,20113556,2012-F187,전체관람가,all
1941,20124046,2012-F543,15세이상관람가,15
1942,20100075,2010-F66,청소년관람불가,19
1943,20081367,2008-F403,15세이상관람가,15
1944,20182501,2019-MF00492,15세이상관람가,15
1945,20060417,2007-F020,15세이상관람가,15
1946,20060231,2006-F258 ,18세관람가,19
1947,20060019,2006-F026 ,15세관람가,15
1948,20119513,2011-F425,15세이상관람가,15
1949,20060112,2006-F133 ,15세관람가,15
1950,20090051,2009-F230,12세이상관람가,12
1951,20149570,2015-MF00123 ,12세이상관람가,12
1952,20131841,2013-MF00828 ,15세이상관람가,15
1953,20081396,2009-F199,청소년관람불가,19
1954,20080050,2008-F54,청소년관람불가,19
1955,20050106,2005-F101,18세관람가,19
1956,19940038,94-132,연소자관람불가,19
1957,20165144,2016-MF00903,청소년관람불가,19
1958,20121421,2012-F572 ,15세이상관람가,15
1959,19980005,K98-271,18세 미만인 자는 관람할 수 없는 등급,19
1960,20196774,2019-MF02383,전체관람가,all
1961,20113535,2011-F697,15세이상관람가,15
1962,20113333,2011-F655,청소년관람불가,19
1963,20090794,2010-F129,청소년관람불가,19
1964,20072149,2008-F41,청소년관람불가,19
1965,20040472,2004-F315,18세관람가,19
1966,20040480,2004-F066,15세관람가,15
1967,20000017,2000-F129,18세관람가,19
1968,20183343,2018-MF02386,15세이상관람가,15
1969,20139801,2015-MF00326 ,청소년관람불가,19
1970,20214867,2021-MF00129 ,12세이상관람가,12
1971,20174008,2018-MF02098,12세이상관람가,12
1972,20040772,2005-F061,15세관람가,15
1973,20020245,2002-F257,15세관람가,15
1974,20160787,2016-MF01672,청소년관람불가,19
1975,20148843,2015-MF00856 ,청소년관람불가,19
1976,20191546,2019-MF02472,전체관람가,all
1977,20030412,2004-F037,15세관람가,15
1978,20040621,2004-F192,전체관람가,all
1979,20000147,2000-F095,18세관람가,19
1980,20112934,2011-F622,청소년관람불가,19
1981,20100832,2010-F358,15세이상관람가,15
1982,20100202,2010-F117,청소년관람불가,19
1983,20090947,2010-F108,15세이상관람가,15
1984,20030138,2003-F224,15세관람가,15
1985,20030005,2003-F016,15세관람가,15
1986,20010039,2001-F049,18세관람가,19
1987,20111031,2011-F580,청소년관람불가,19
1988,20100329,2010-F353,12세이상관람가,12
1989,20109031,2010-KMV34,15세이상관람가,15
1990,20180803,2018-MF01182,청소년관람불가,19
1991,20159772,2016-MF00129 ,청소년관람불가,19
1992,20040703,2004-F295,15세관람가,15
1993,19960033,96-177 ,연소자관람불가,19
1994,20081337,2008-F358,청소년관람불가,19
1995,20196759,2021-MF00645,전체관람가,all
1996,20193669,2019-MF01846,12세이상관람가,12
1997,20156321,2015-MF00311 ,15세이상관람가,15
1998,20124402,2013-MF00744 ,15세이상관람가,15
1999,20101115,2010-F469 ,15세이상관람가,15
2000,20136059,2013-MF00603 ,전체관람가,all
2001,20124070,2012-F771,15세이상관람가,15
2002,20110279,2011-F311,전체관람가,all
2003,20090395,2009-F192,12세이상관람가,12
2004,20060352,2006-F352 ,15세이상관람가,15
2005,20060272,2006-F279 ,15세관람가,15
2006,20050292,2005-F302 ,15세관람가,15
2007,20020053,2002-F101,18세관람가,19
2008,20121602,2012-F846,청소년관람불가,19
2009,20060243,2006-F239,15세관람가,15
2010,19990075,99-106,모든 관람객이 관람할 수 있는 등급,all
2011,20110613,2011-F535,15세이상관람가,15
2012,20080266,2009-F128,15세이상관람가,15
2013,20119527,2011-F252,청소년관람불가,19
2014,20090074,2009-F224,12세이상관람가,12
2015,20030350,2003-F295,18세관람가,19
2016,20143753,2014-MF01445 ,청소년관람불가,19
2017,20125246,2015-MF00429 ,청소년관람불가,19
2018,20100191,2010-F156,15세이상관람가,15
2019,20090328,2009-F238,12세이상관람가,12
2020,20020226,2002-F227,18세관람가,19
2021,20010072,2001-F337,18세관람가,19
2022,19720105,,12세이상관람가,12
2023,19910092,91-243,중학생이상관람가,12
2024,20071068,2008-F76,12세이상관람가,12
2025,20100198,2010-F164,12세이상관람가,12
2026,20030335,2003-F049,15세관람가,15
2027,20030073,2003-F129,15세관람가,15
2028,20010035,2001-F106,15세관람가,15
2029,20010036,2001-F107,15세관람가,15
2030,19930033,93-42,연소자관람불가,19
2031,20200127,2020-MF02082 ,12세이상관람가,12
2032,20110296,2011-F331,15세이상관람가,15
2033,20101110,2010-F436 ,12세이상관람가,12
2034,20070023,2007-F106,청소년관람불가,19
2035,20060389,2006-F341,12세관람가,12
2036,20050318,2005-F320 ,15세관람가,15
2037,20050135,2005-F148,15세관람가,15
2038,20050008,2005-F016,12세관람가,12
2039,20020047,2002-F272,전체관람가,all
2040,19980040,K98-48 ,18세 미만인 자는 관람할 수 없는 등급,19
2041,20168148,2016-MF00608,청소년관람불가,19
2042,20131109,2013-MF00810 ,청소년관람불가,19
2043,20081654,2009-F49,15세이상관람가,15
2044,20060368,2006-F360,15세이상관람가,15
2045,20155387,2016-MF00792,청소년관람불가,19
2046,20141612,2015-MF00028 ,15세이상관람가,15
2047,20162986,2017-MF01420,15세이상관람가,15
2048,20101242,2011-F127,15세이상관람가,15
2049,20090258,2009-F139,15세이상관람가,15
2050,20072673,2008-F210,12세이상관람가,12
2051,20070590,2007-F418,12세이상관람가,12
2052,20060344,2006-F371,12세이상관람가,12
2053,20060070,2006-F141 ,18세관람가,19
2054,20050160,2005-F199,15세관람가,15
2055,20124349,2012-F478,청소년관람불가,19
2056,20170003,2017-MF01445,전체관람가,all
2057,20132796,2014-MF01177 ,15세이상관람가,15
2058,20132797,2014-MF01078 ,청소년관람불가,19
2059,20060069,2006-F039,15세관람가,15
2060,20020080,2002-F028,18세관람가,19
2061,20100001,2010-F1,12세이상관람가,12
2062,20205341,2020-MF02524 ,12세이상관람가,12
2063,20200471,2020-MF02585 ,15세이상관람가,15
2064,19910035,91-34,고등학생이상관람가,15
2065,19910025,91-48,연소자관람불가,19
2066,19900076,90-304 ,연소자관람불가,19
2067,20040753,2002-F027,전체관람가,all
2068,20162361,2018-MF00062,15세이상관람가,15
2069,20160504,2018-MF01714,15세이상관람가,15
2070,20157631,2016-MF01664,15세이상관람가,15
2071,20141589,2016-MF00172 ,12세이상관람가,12
2072,20000021,2000-F067,18세관람가,19
2073,20155385,2016-MF01476,12세이상관람가,12
2074,20179323,2017-MF01226,15세이상관람가,15
2075,20155381,2017-MF00333,15세이상관람가,15
2076,20145486,2016-MF02116,15세이상관람가,15
2077,20195962,2020-MF02251,전체관람가,all
2078,19940049,94-74,연소자관람불가,19
2079,20215809,2021-MF00290,전체관람가,all
2080,20126950,,청소년관람불가,19
2081,19970007,K97-40,15세 미만인 자는 관람할 수 없는 등급 ,15
2082,20175587,2018-MF01544,15세이상관람가,15
2083,20100167,2010-F107,청소년관람불가,19
2084,20149259,2015-MF00542 ,15세이상관람가,15
2085,20100658,2010-F368,12세이상관람가,12
2086,20020236,2002-F346,18세관람가,19
2087,20198950,2020-MF02843,전체관람가,all
2088,20070441,2007-F340,15세이상관람가,15
2089,20000022,2000-F070,18세관람가,19
2090,20201687,2020-MF01730 ,15세이상관람가,15
2091,20198374,2019-MF02469,전체관람가,all
2092,20185242,2018-MF01191,전체관람가,all
2093,20123681,2013-F3 ,전체관람가,all
2094,20100011,2010-F26,전체관람가,all
2095,20081656,2009-F56,15세이상관람가,15
2096,20070016,2007-F002 ,12세이상관람가,12
2097,20204269,2020-MF02870 ,12세이상관람가,12
2098,20131181,2018-MF00297,12세이상관람가,12
2099,20112841,2012-F110 ,15세이상관람가,15
2100,20090839,2014-MF00001 ,15세이상관람가,15
2101,20135915,2014-MF01140 ,청소년관람불가,19
2102,20100286,2010-F216,15세이상관람가,15
2103,20080471,2008-F154,청소년관람불가,19
2104,20202002,2020-MF02540,전체관람가,all
2105,20162024,2016-MF00072 ,청소년관람불가,19
2106,20070661,2007-F499,15세이상관람가,15
2107,20060247,2006-F243,15세관람가,15
2108,20040498,2004-F198,15세관람가,15
2109,20181114,2019-MF02490,전체관람가,all
2110,20160477,2017-MF02007,15세이상관람가,15
2111,20132801,2015-MF00690 ,15세이상관람가,15
2112,20209186,2022-MF00143,12세이상관람가,12
2113,20163098,2016-MF00450 ,전체관람가,all
2114,20217892,2021-MF01309,전체관람가,all
2115,20165001,2017-MF01337,12세이상관람가,12
2116,20148840,2014-MF00418 ,청소년관람불가,19
2117,20120106,2013-F77,12세이상관람가,12
2118,20198870,2020-MF01550 ,12세이상관람가,12
2119,20112690,2012-F158,15세이상관람가,15
2120,20134585,2014-MF00308 ,청소년관람불가,19
2121,20154803,2016-MF00663 ,15세이상관람가,15
2122,20111074,2011-F747,12세이상관람가,12
2123,20090305,2009-F386,청소년관람불가,19
2124,20090261,2009-F120,청소년관람불가,19
2125,20081616,2009-F57,15세이상관람가,15
2126,20070262,2007-F260,15세이상관람가,15
2127,20060028,2005-F352,15세관람가,15
2128,20163701,2016-MF00740,12세이상관람가,12
2129,20200200,2020-MF02334 ,전체관람가,all
2130,20179263,2018-MF00263,12세이상관람가,12
2131,20195561,2019-MF02259,12세이상관람가,12
2132,20100962,2010-F355 ,전체관람가,all
2133,20050011,2005-F025,15세관람가,15
2134,20209836,2020-MF00063,청소년관람불가,19
2135,19990062,99-F087,18세관람가,19
2136,19990157,K98-172,18세 미만인 자는 관람할 수 없는 등급,19
2137,20204132,2021-MF01981 ,전체관람가,all
2138,20070660,2007-F525,15세이상관람가,15
2139,20101118,2010-F464,15세이상관람가,15
2140,20090085,2009-F71,15세이상관람가,15
2141,20080226,2008-F121,청소년관람불가,19
2142,20030004,2003-F017,12세관람가,12
2143,20030088,2003-F163,15세관람가,15
2144,20010042,2001-F092,18세관람가,19
2145,20206305,2020-MF00456,전체관람가,all
2146,20156708,2017-MF00663,15세이상관람가,15
2147,20081090,2008-F306,전체관람가,all
2148,20202181,2020-MF01723 ,12세이상관람가,12
2149,20124069,2012-F901,청소년관람불가,19
2150,20101111,2010-F389,15세이상관람가,15
2151,20155335,2015-MF01670,15세이상관람가,15
2152,20123500,2014-MF00755 ,청소년관람불가,19
2153,20134122,2014-MF00298 ,청소년관람불가,19
2154,20138162,2013-MF00393,15세이상관람가,15
2155,20157441,2016-MF00073 ,15세이상관람가,15
2156,20176765,2018-MF00646,청소년관람불가,19
2157,20112181,2011-F526,전체관람가,all
2158,20000009,2000-F192,18세관람가,19
2159,20113391,2012-F334,전체관람가,all
2160,20072052,2008-F379,전체관람가,all
2161,20071047,2008-F30,15세이상관람가,15
2162,20060047,2006-F041,18세관람가,19
2163,19940057,94-52,중학생이상관람가,12
2164,20111087,2013-F48,청소년관람불가,19
2165,20183572,2019-MF01415,12세이상관람가,12
2166,20100053,2010-F354,15세이상관람가,15
2167,20205378,2019-MF02245 ,15세이상관람가,15
2168,20149571,2017-MF00784,청소년관람불가,19
2169,20199532,2020-MF00763 ,전체관람가,all
2170,20183791,2020-MF00325,전체관람가,all
2171,20148071,2014-MF00197 ,청소년관람불가,19
2172,20070435,2007-F381,12세이상관람가,12
2173,20190678,2019-MF02103,12세이상관람가,12
2174,20169603,2017-MF00500,청소년관람불가,19
2175,20153821,2015-MF00978 ,청소년관람불가,19
2176,20101282,2010-F441,청소년관람불가,19
2177,20169270,2017-MF01221,12세이상관람가,12
2178,20060425,2007-F259,12세이상관람가,12
2179,20183382,2018-MF01730,15세이상관람가,15
2180,20112842,2013-F70 ,청소년관람불가,19
2181,19990221,99-F049,18세관람가,19
2182,20130706,2013-MF00514 ,청소년관람불가,19
2183,20172964,2017-MF01554,12세이상관람가,12
2184,20147432,2014-MF00823 ,청소년관람불가,19
2185,20101039,2010-F412,15세이상관람가,15
2186,20100107,2010-F84,청소년관람불가,19
2187,20090289,2009-F149,15세이상관람가,15
2188,20090264,2009-F159,전체관람가,all
2189,20070107,2007-F310,15세이상관람가,15
2190,20070293,2007-F246,12세이상관람가,12
2191,20060339,2006-F369,15세이상관람가,15
2192,20060288,2006-F330 ,15세관람가,15
2193,20050077,2005-F089,12세관람가,12
2194,20040671,2004-F299,18세관람가,19
2195,20040625,2004-F212,18세관람가,19
2196,20040505,2004-F043,18세관람가,19
2197,19950050,95-355,고등학생이상관람가,15
2198,20148801,2014-MF01055 ,15세이상관람가,15
2199,20129606,2013-MF00672 ,15세이상관람가,15
2200,20090803,2009-F406,12세이상관람가,12
2201,20081729,2009-F367,청소년관람불가,19
2202,20090574,2009-F229,15세이상관람가,15
2203,20060396,2006-F403,12세이상관람가,12
2204,19990050,99-F200,18세관람가,19
2205,20072151,2008-F71,12세이상관람가,12
2206,20070126,2007-F121,전체관람가,all
2207,20030023,2003-F051,18세관람가,19
2208,19970019,97-287,연소자관람불가,19
2209,19960042,96-104,중학생이상관람가,12
2210,19940021,94-315,연소자관람불가,19
2211,20040774,2004-F360,15세관람가,15
2212,20040571,2004-F158,12세관람가,12
2213,20030371,2004-F017,15세관람가,15
2214,20190531,2019-MF01378,청소년관람불가,19
2215,20177934,2017-MF01521,청소년관람불가,19
2216,20100179,2010-F114,15세이상관람가,15
2217,20198890,2019-MF02242 ,전체관람가,all
2218,20090804,2009-F407,12세이상관람가,12
2219,20081058,2008-F303,15세이상관람가,15
2220,20060228,2006-F150,18세관람가,19
2221,20161783,2016-MF00128,15세이상관람가,15
2222,20158701,2015-MF01143 ,청소년관람불가,19
2223,20050306,2005-F334,18세관람가,19
2224,19820052,6090,연소자관람불가,19
2225,20120425,2013-MF00586 ,15세이상관람가,15
2226,20127546,2012-F795,15세이상관람가,15
2227,20080008,2007-F548,12세이상관람가,12
2228,20050045,2005-F092,전체관람가,all
2229,20149299,2015-MF01334 ,청소년관람불가,19
2230,20050308,2005-F326,15세관람가,15
2231,20130244,2014-MF00182 ,15세이상관람가,15
2232,20130686,2013-MF00407 ,청소년관람불가,19
2233,20153401,2016-MF01893,전체관람가,all
2234,20147927,2014-MF00425 ,청소년관람불가,19
2235,20127628,2014-MF00792 ,청소년관람불가,19
2236,20070419,2007-F200,청소년관람불가,19
2237,20112071,2012-F159 ,15세이상관람가,15
2238,20080146,2008-F83,12세이상관람가,12
2239,20181142,2018-MF01939,15세이상관람가,15
2240,20080833,2008-F304,12세이상관람가,12
2241,20020118,2002-F079,15세관람가,15
2242,20000034,2000-F274,18세관람가,19
2243,20000006,2000-F166,18세관람가,19
2244,20159641,2016-MF00333 ,15세이상관람가,15
2245,20100511,,미정,all
2246,20111911,2014-MF00871,청소년관람불가,19
2247,20186646,2018-MF01591,15세이상관람가,15
2248,20030048,2003-F078,전체관람가,all
2249,19980284,K98-244,15세 미만인 자는 관람할 수 없는 등급 ,15
2250,19980008,K98-297,18세 미만인 자는 관람할 수 없는 등급,19
2251,19930010,93-130,연소자관람불가,19
2252,19860080,85-68,국민학생관람불가,12
2253,20113631,2011-F684,청소년관람불가,19
2254,20120112,2013-F81,15세이상관람가,15
2255,19960054,96-84,연소자관람불가,19
2256,19960059,96-46 ,연소자관람불가,19
2257,19950018,95-173,고등학생이상관람가,15
2258,20120108,2013-F111,15세이상관람가,15
2259,20070385,2007-F263 ,전체관람가,all
2260,20226670,2022-MF02194 ,전체관람가,all
2261,20225190,2022-MF01201 ,전체관람가,all
2262,20198183,2019-MF00545,전체관람가,all
2263,19960024,96-369,고등학생이상관람가,15
2264,20151261,2015-MF00944 ,청소년관람불가,19
2265,20090926,2010-F19,전체관람가,all
2266,20156353,2015-MF01263 ,12세이상관람가,12
2267,20199346,2019-MF01951,전체관람가,all
2268,20179603,2017-MF01764,청소년관람불가,19
2269,20205525,2020-MF00133 ,전체관람가,all
2270,20199023,2019-MF00191,12세이상관람가,12
2271,20178843,2018-MF00174,12세이상관람가,12
2272,20132806,2014-MF00334 ,청소년관람불가,19
2273,20098126,2009-F198 ,청소년관람불가,19
2274,20100222,,청소년관람불가,19
2275,20070589,2008-F284,15세이상관람가,15
2276,20193821,2019-MF01614,전체관람가,all
2277,20185478,2019-MF00091,전체관람가,all
2278,20186501,2018-MF01213,전체관람가,all
2279,20174165,2017-MF00526,전체관람가,all
2280,20101123,,,all
2281,20175504,2017-MF02031,15세이상관람가,15
2282,20166422,2017-MF00299,청소년관람불가,19
2283,20122782,2013-MF00883 ,15세이상관람가,15
2284,20112795,2012-F879 ,12세이상관람가,12
2285,20071053,2008-F216,청소년관람불가,19
2286,20060421,2007-F033,청소년관람불가,19
2287,19750047,,15세이상관람가,15
2288,20050083,2005-F107,15세관람가,15
2289,20090336,2009-F186,전체관람가,all
2290,20060123,2006-F137 ,15세관람가,15
2291,19860006,,연소자관람불가,19
2292,20122235,2016-MF00730,15세이상관람가,15
2293,20100168,2010-F109,전체관람가,all
2294,20090292,2009-F196,청소년관람불가,19
2295,20030408,2003-F329,15세관람가,15
2296,20131984,2013-MF00513 ,청소년관람불가,19
2297,20196370,2019-MF00178,청소년관람불가,19
2298,20174641,2017-MF01610,12세이상관람가,12
2299,20136643,2013-F133 ,청소년관람불가,19
2300,20081678,89-389,연소자관람가,all
2301,20163020,2016-MF00738,12세이상관람가,12
2302,20158744,2016-MF00594 ,12세이상관람가,12
2303,20125527,2013-MF00692 ,15세이상관람가,15
2304,20164527,2016-MF01933,전체관람가,all
2305,20162704,2016-MF00533 ,전체관람가,all
2306,20159657,2016-MF00092 ,전체관람가,all
2307,20145202,2014-MF01415 ,12세이상관람가,12
2308,20134436,2014-MF01277 ,전체관람가,all
2309,20050313,2006-F173,18세관람가,19
2310,20000041,2000-F306,15세관람가,15
2311,20157191,2015-MF00997 ,청소년관람불가,19
2312,20133922,2014-MF00171 ,12세이상관람가,12
2313,20090843,2009-F416,15세이상관람가,15
2314,20110881,2013-MF00803 ,청소년관람불가,19
2315,20110289,2011-F209,12세이상관람가,12
2316,20040785,2005-F010,전체관람가,all
2317,20028542,,18세관람가,19
2318,20127626,,,all
2319,20206424,2020-MF00498,12세이상관람가,12
2320,20192689,2019-MF01193,전체관람가,all
2321,20181366,2018-MF00445,전체관람가,all
2322,20156441,2015-MF00094 ,전체관람가,all
2323,20100215,2012-F23,전체관람가,all
2324,20209803,2020-MF00938,15세이상관람가,15
2325,20124348,2012-F849 ,15세이상관람가,15
2326,20100052,2010-F549,15세이상관람가,15
2327,20138461,2013-MF00736 ,청소년관람불가,19
2328,20183366,2020-MF00119,12세이상관람가,12
2329,20162242,2016-MF01400,15세이상관람가,15
2330,20149491,2015-MF00039 ,청소년관람불가,19
2331,20137585,2013-MF00516 ,12세이상관람가,12
2332,20050224,2005-F246 ,15세관람가,15
2333,20177342,2017-MF01726,12세이상관람가,12
2334,20161724,2017-MF02028,15세이상관람가,15
2335,20162546,2016-MF01573,청소년관람불가,19
2336,20125648,2015-MF00522 ,청소년관람불가,19
