,movieCd,auditNo,watchGradeNm,watchCd
5542,20050322,2005-F301,15세관람가,15
5543,20000271,2000-F289,전체관람가,all
5544,19950290,95-269,연소자관람불가,19
5545,19920356,92-451,고등학생이상관람가,15
5546,19860130,86-190,국민학생관람불가,12
5547,19920283,92-328,중학생이상관람가,12
5548,19980176,K98-108,18세 미만인 자는 관람할 수 없는 등급,19
5549,19960187,96-113,연소자관람가,all
5550,20060136,2006-F158,12세관람가,12
5551,20000213,2000-F198,12세관람가,12
5552,19960318,96-392,연소자관람불가,19
5553,19960237,96-266,연소자관람불가,19
5554,19950247,95-237,고등학생이상관람가,15
5555,20040532,2004-F088,15세관람가,15
5556,20000319,2000-F361,전체관람가,all
5557,19970086,97-39,연소자관람가,all
5558,19950160,95-124,고등학생이상관람가,15
5559,19940202,94-165,고등학생이상관람가,15
5560,19940178,94-144,고등학생이상관람가,15
5561,19910283,91-255,고등학생이상관람가,15
5562,20050340,2005-F316,15세관람가,15
5563,20100187,2010-F150,12세이상관람가,12
5564,20100036,2010-F43,12세이상관람가,12
5565,20090896,2005-F154,전체관람가,all
5566,20081420,2008-F384,15세이상관람가,15
5567,20050116,2005-F082,18세관람가,19
5568,20100974,2010-F370 ,15세이상관람가,15
5569,20050284,2005-FV147,18세관람가,19
5570,19940138,94-84,연소자관람불가,19
5571,19990242,99-F085,18세관람가,19
5572,19950227,95-139,고등학생이상관람가,15
5573,20100278,2010-F199,15세이상관람가,15
5574,20000185,2000-F140,15세관람가,15
5575,19960136,96-70,연소자관람불가,19
5576,20100211,2015-MF00338 ,전체관람가,all
5577,20101348,2010-F416,전체관람가,all
5578,19960111,96-68,연소자관람불가,19
5579,19960124,96-80,고등학생이상관람가,15
5580,19890244,89-133,연소자관람불가,19
5581,19980250,K98-263,15세 미만인 자는 관람할 수 없는 등급 ,15
5582,19980160,K98-112,18세 미만인 자는 관람할 수 없는 등급,19
5583,19970278,K97-21,15세 미만인 자는 관람할 수 없는 등급 ,15
5584,20071054,95-143,고등학생이상관람가,15
5585,20100240,2010-F153,전체관람가,all
5586,19920246,91-376,중학생이상관람가,12
5587,20000214,2000-F130,전체관람가,all
5588,19990318,99-F165,18세관람가,19
5589,19980084,97-314,고등학생이상관람가,15
5590,20050143,2005-F119,전체관람가,all
5591,19810060,,국민학생관람불가,12
5592,20040695,2004-F274,15세관람가,15
5593,20040616,2004-F195,전체관람가,all
5594,19980154,K98-63,18세 미만인 자는 관람할 수 없는 등급,19
5595,20080605,87-199,중학생이상관람가,12
5596,19860133,86-194,국민학생관람불가,12
5597,19950263,95-263,고등학생이상관람가,15
5598,19940427,94-453,연소자관람불가,19
5599,20060194,2006-F206,전체관람가,all
5600,20040476,2004-F036,15세관람가,15
5601,20000223,99-F218,18세관람가,19
5602,20207443,2020-MF02826,전체관람가,all
5603,20090682,2009-F215,12세이상관람가,12
5604,20060423,2007-F034,15세이상관람가,15
5605,20050012,2004-F358,15세관람가,15
5606,20000107,2000-F049,18세관람가,19
5607,19990300,99-F061,18세관람가,19
5608,19990122,K98-227,15세 미만인 자는 관람할 수 없는 등급 ,15
5609,19990281,99-F136,18세관람가,19
5610,20060120,2006-F123,15세관람가,15
5611,19970066,97-5,고등학생이상관람가,15
5612,19950332,95-350,연소자관람불가,19
5613,19950130,95-28,연소자관람불가,19
5614,19990150,99-050,18세 미만인 자는 관람할 수 없는 등급,19
5615,19990138,99-027,18세 미만인 자는 관람할 수 없는 등급,19
5616,20040521,2004-F068,15세관람가,15
5617,20060043,2006-F042 ,15세관람가,15
5618,19770108,,,all
5619,19990197,99-076,18세 미만인 자는 관람할 수 없는 등급,19
5620,20000137,2000-F004,18세관람가,19
5621,19890325,89-419,고등학생이상관람가,15
5622,20050066,2005-F070,12세관람가,12
5623,19960121,96-53,연소자관람가,all
5624,19990291,99-F031,12세관람가,12
5625,20090090,2009-F53,12세이상관람가,12
5626,20100345,2010-F192,15세이상관람가,15
5627,19990290,99-F007,18세관람가,19
5628,19950345,95-371,고등학생이상관람가,15
5629,19950092,95-32,연소자관람가,all
5630,19910355,91-107,연소자관람가,all
5631,19980061,K97-87,15세 미만인 자는 관람할 수 없는 등급 ,15
5632,19980085,K97-85,18세 미만인 자는 관람할 수 없는 등급,19
5633,20060073,2006-F080,15세관람가,15
5634,19960289,96-357,연소자관람불가,19
5635,19990185,99-055,18세 미만인 자는 관람할 수 없는 등급,19
5636,20050065,2005-F081,12세관람가,12
5637,19970198,97-198,중학생이상관람가,12
5638,19920395,92500,연소자관람불가,19
5639,19890183,89-97,고등학생이상관람가,15
5640,19840089,,국민학생관람불가,12
5641,19990218,99-F034,18세관람가,19
5642,19950312,95-205,연소자관람불가,19
5643,20050289,2005-F291,12세관람가,12
5644,20200836,2020-MF01485,청소년관람불가,19
5645,20040555,2004-F136,15세관람가,15
5646,20050071,2004-F371,전체관람가,all
5647,19960332,96-4081996,연소자관람불가,19
5648,19950172,95-42,고등학생이상관람가,15
5649,19930324,93-223,중학생이상관람가,12
5650,19930092,93-39,연소자관람가,all
5651,20040569,2004-F129,15세관람가,15
5652,19980273,K98-211,15세 미만인 자는 관람할 수 없는 등급 ,15
5653,19950193,95-182,연소자관람불가,19
5654,20100099,2010-F51,전체관람가,all
5655,20040781,2004-F373,12세관람가,12
5656,19990130,K98-228,18세 미만인 자는 관람할 수 없는 등급,19
5657,19970304,97-133,연소자관람불가,19
5658,20126673,2013-MF00380,전체관람가,all
5659,20137584,2013-MF00682 ,전체관람가,all
5660,20100376,2010-F264,전체관람가,all
5661,20071015,2009-F202,전체관람가,all
5662,19930383,93-450,연소자관람불가,19
5663,19990183,99-110,15세 미만인 자는 관람할 수 없는 등급 ,15
5664,20101192,2010-F204 ,15세이상관람가,15
5665,20090727,2010-F179,12세이상관람가,12
5666,19990129,99-017,18세 미만인 자는 관람할 수 없는 등급,19
5667,20050270,2005-F285,12세관람가,12
5668,19990201,99-F016,18세관람가,19
5669,19970064,99-F122,18세관람가,19
5670,19950156,95-137,고등학생이상관람가,15
5671,20040469,2004-F048,18세관람가,19
5672,19900133,90-10,고등학생이상관람가,15
5673,20120424,2013-MF00157,전체관람가,all
5674,20000277,2000-F219,18세관람가,19
5675,20081792,2008-F469,12세이상관람가,12
5676,20060089,2006-F091,15세관람가,15
5677,19970114,97-19,연소자관람불가,19
5678,19940373,94-349,연소자관람불가,19
5679,20000274,2000-F294,15세관람가,15
5680,19940424,94-435,중학생이상관람가,12
5681,19900189,90-36,연소자관람불가,19
5682,19770081,,,all
5683,19930096,93-66,연소자관람가,all
5684,20100116,2010-F92,청소년관람불가,19
5685,19950308,95-312,연소자관람불가,19
5686,19860101,86-80,국민학생관람불가,12
5687,19820101,,연소자관람가,all
5688,20100377,2010-F248,전체관람가,all
5689,20000069,99-F176,전체관람가,all
5690,20000132,2000-F090,전체관람가,all
5691,19960223,96-212,중학생이상관람가,12
5692,19950257,95-250,중학생이상관람가,12
5693,19950141,94-250,고등학생이상관람가,15
5694,19960356,96-411,연소자관람불가,19
5695,19930253,93-407,연소자관람불가,19
5696,20040448,2004-F035,15세관람가,15
5697,20090671,2009-F350,청소년관람불가,19
5698,20070374,2007-F301,전체관람가,all
5699,20050050,2005-F013,15세관람가,15
5700,20070067,,전체관람가,all
5701,19990264,99-F099,18세관람가,19
5702,19980186,K98-145,18세 미만인 자는 관람할 수 없는 등급,19
5703,19960348,96-399,고등학생이상관람가,15
5704,19960105,96-25,고등학생이상관람가,15
5705,19950136,95-94,고등학생이상관람가,15
5706,20060173,2006-F182,12세관람가,12
5707,19980184,K98-144,12세 미만인 자는 관람할 수 없는 등급,12
5708,19960198,96-174,고등학생이상관람가,15
5709,19940120,94-37,고등학생이상관람가,15
5710,20040561,2004-F148,18세관람가,19
5711,20090238,2009-F153,15세이상관람가,15
5712,19990244,99-F063,12세관람가,12
5713,19968662,96-322,고등학생이상관람가,15
5714,20100331,2010-F168,15세이상관람가,15
5715,20081809,2008-F480,15세이상관람가,15
5716,19960244,96-210,고등학생이상관람가,15
5717,19960206,96-226,연소자관람불가,19
5718,20081450,2009-F51,청소년관람불가,19
5719,20060179,2006-F183,12세관람가,12
5720,20040528,2004-F061,15세관람가,15
5721,20070191,2007-F093,12세관람가,12
5722,19950315,95-331,연소자관람가,all
5723,20040756,2004-F347,전체관람가,all
5724,19990136,K98-266,15세 미만인 자는 관람할 수 없는 등급 ,15
5725,20060415,2007-F089,12세이상관람가,12
5726,20080061,2008-F32,15세이상관람가,15
5727,20050161,2005-F169,15세관람가,15
5728,20000260,2000-F288,12세관람가,12
5729,20000195,2000-F169,15세관람가,15
5730,19990306,99-F153,18세관람가,19
5731,19980139,K98-78,15세 미만인 자는 관람할 수 없는 등급 ,15
5732,19970200,97-196,중학생이상관람가,12
5733,19970162,97-125,중학생이상관람가,12
5734,19940407,94-275,고등학생이상관람가,15
5735,19930214,93-344,고등학생이상관람가,15
5736,19920333,92-424,고등학생이상관람가,15
5737,19900360,90-367,중학생이상관람가,12
5738,20030272,99-F204,12세관람가,12
5739,19990262,99-F045,18세관람가,19
5740,19990245,99-F089,18세관람가,19
5741,20040746,2004-F341,12세관람가,12
5742,19990141,99-033,18세 미만인 자는 관람할 수 없는 등급,19
5743,19980047,2001-F116,15세관람가,15
5744,20100774,2010-F292,12세이상관람가,12
5745,20040549,2004-F063,전체관람가,all
5746,20000239,2000-F208,18세관람가,19
5747,20090079,2009-F47,12세이상관람가,12
5748,20100387,2009-F234,전체관람가,all
5749,20100106,2010-F58,청소년관람불가,19
5750,20060078,2006-F092,12세관람가,12
5751,20070368,2007-F284,전체관람가,all
5752,19990315,99-F184,12세관람가,12
5753,19990283,99-F104,18세관람가,19
5754,19980130,97-183,고등학생이상관람가,15
5755,20132805,2013-MF00778 ,전체관람가,all
5756,20126581,2012-F670,청소년관람불가,19
5757,19960117,96-75,연소자관람불가,19
5758,19990214,99-F026,18세관람가,19
5759,20100190,2010-F142,전체관람가,all
5760,20090555,2009-F326,청소년관람불가,19
5761,20070033,2007-F055,청소년관람불가,19
5762,20081518,2008-F112 ,15세이상관람가,15
5763,20070013,2006-F415,15세이상관람가,15
5764,19970218,97-185,연소자관람불가,19
5765,19970139,97-7,고등학생이상관람가,15
5766,19960361,96-423,연소자관람가,all
5767,19960191,96-148,연소자관람불가,19
5768,19880192,88-279,연소자관람불가,19
5769,20020004,2002-F294,전체관람가,all
5770,20020124,2002-F090,전체관람가,all
5771,19980242,K98-166,18세 미만인 자는 관람할 수 없는 등급,19
5772,20100171,2010-F148,15세이상관람가,15
5773,20060038,2006-FDVD2,15세관람가,15
5774,20040544,2004-F098,12세관람가,12
5775,20081388,2010-F161,12세이상관람가,12
5776,20040820,2004-F167,18세관람가,19
5777,19950241,95-21,고등학생이상관람가,15
5778,19950168,95-108,연소자관람불가,19
5779,20050134,2005-F140,12세관람가,12
5780,19950352,95-380,고등학생이상관람가,15
5781,20050324,2005-F340,15세관람가,15
5782,20050062,2005-F117,15세관람가,15
5783,20000176,2000-F123,15세관람가,15
5784,20125067,5927,연소자관람불가,19
5785,19990280,99-F015,18세관람가,19
5786,19990117,99-004,15세 미만인 자는 관람할 수 없는 등급 ,15
5787,19980133,97-222,고등학생이상관람가,15
5788,19970100,97-15,고등학생이상관람가,15
5789,20040547,2004-F097,15세관람가,15
5790,19960268,96-287,고등학생이상관람가,15
5791,19960113,95-317,연소자관람불가,19
5792,19980150,97-28,연소자관람불가,19
5793,19960297,96-227,연소자관람불가,19
5794,19840072,,연소자관람불가,19
5795,19990192,K98-250,18세 미만인 자는 관람할 수 없는 등급,19
5796,20040704,2004-F303,12세관람가,12
5797,20050157,2005-F162,15세관람가,15
5798,19990126,99-009,15세 미만인 자는 관람할 수 없는 등급 ,15
5799,20101166,2010-F411 ,청소년관람불가,19
5800,20040790,2004-F356,15세관람가,15
5801,20000191,2000-F086,15세관람가,15
5802,20125289,2012-F711,15세이상관람가,15
5803,20050038,2005-F059,전체관람가,all
5804,20040462,2004-F029,12세관람가,12
5805,20100285,2010-F212,청소년관람불가,19
5806,19880153,88-110,연소자관람불가,19
5807,20090739,2010-F463,12세이상관람가,12
5808,19730120,,15세이상관람가,15
5809,20000130,2000-F085,18세관람가,19
5810,19980055,K98-2,18세 미만인 자는 관람할 수 없는 등급,19
5811,19970237,97-66,연소자관람불가,19
5812,19880125,88-68,고등학생이상관람가,15
5813,19930365,93-348,연소자관람불가,19
5814,19980146,97-279,고등학생이상관람가,15
5815,20050272,2005-F289 ,15세관람가,15
5816,20010141,2000-F188,18세관람가,19
5817,20000102,99-F201,18세관람가,19
5818,19990173,99-054,18세 미만인 자는 관람할 수 없는 등급,19
5819,19990111,k98-280,15세 미만인 자는 관람할 수 없는 등급 ,15
5820,19950359,95-388,고등학생이상관람가,15
5821,19930188,93-154,연소자관람불가,19
5822,20070309,2007-F297,전체관람가,all
5823,19950199,95-185,고등학생이상관람가,15
5824,20174561,2017-MF00652,15세이상관람가,15
5825,20070373,2007-F311,15세이상관람가,15
5826,19910081,91-282,연소자관람불가,19
5827,19840001,,연소자관람불가,19
5828,19970153,97-151,고등학생이상관람가,15
5829,20112457,2012-F709,전체관람가,all
5830,20090948,2010-F80,15세이상관람가,15
5831,20100105,2010-F36,전체관람가,all
5832,20060067,2006-F040,15세관람가,15
5833,20048103,,12세이상관람가,12
5834,20040615,2004-F218,15세관람가,15
5835,20000207,2000-F172,전체관람가,all
5836,20000187,2000-F036,18세관람가,19
5837,20000108,2000-F027,18세관람가,19
5838,19990124,99-010,18세 미만인 자는 관람할 수 없는 등급,19
5839,19980211,K98-181,15세 미만인 자는 관람할 수 없는 등급 ,15
5840,19980195,K98-99,15세 미만인 자는 관람할 수 없는 등급 ,15
5841,19980089,K98-38,15세 미만인 자는 관람할 수 없는 등급 ,15
5842,20100321,2010-F234,15세이상관람가,15
5843,20060016,2006-F003,15세관람가,15
5844,20111959,90-113,연소자관람불가,19
5845,19990293,99-091,12세 미만인 자는 관람할 수 없는 등급,12
5846,19960164,96-141,연소자관람불가,19
5847,19940079,92-376,고등학생이상관람가,15
5848,20040668,2004-F245,15세관람가,15
5849,20182221,2018-MF00479,전체관람가,all
5850,20040638,2004-F207,18세관람가,19
5851,20040468,2004-F012,15세관람가,15
5852,19960158,96-120,연소자관람불가,19
5853,19970088,97-10,고등학생이상관람가,15
5854,19970297,97-192,연소자관람불가,19
5855,20090192,2009-F89,12세이상관람가,12
5856,20040506,2004-F042,15세관람가,15
5857,19950204,95-153,고등학생이상관람가,15
5858,20000272,2000-F285,18세관람가,19
5859,20040723,2004-F293,15세관람가,15
5860,20000070,99-F169,12세관람가,12
5861,19970311,K97-58,12세 미만인 자는 관람할 수 없는 등급,12
5862,19970101,97-53,고등학생이상관람가,15
5863,19950356,95-376,고등학생이상관람가,15
5864,19950262,95-256,고등학생이상관람가,15
5865,19940207,94-168,고등학생이상관람가,15
5866,20060246,2006-F191,15세관람가,15
5867,20000149,2000-F098,18세관람가,19
5868,20000103,2000-F029,12세관람가,12
5869,19990203,99-115,18세 미만인 자는 관람할 수 없는 등급,19
5870,20090755,2009-F379,15세이상관람가,15
5871,20000220,2000-F223,15세관람가,15
5872,20060212,2006-F227,전체관람가,all
5873,20070456,2007-F255,12세이상관람가,12
5874,20000189,2000-F068,18세관람가,19
5875,19980054,K97-67,15세 미만인 자는 관람할 수 없는 등급 ,15
5876,19970148,96-371,고등학생이상관람가,15
5877,19950124,95-64,중학생이상관람가,12
5878,20040629,2004-F221,15세관람가,15
5879,20138544,2013-MF00764 ,15세이상관람가,15
5880,20124127,2012-F221,15세이상관람가,15
5881,20040764,2004-FDVD3,15세관람가,15
5882,19820119,1240,국민학생관람불가,12
5883,19770001,99-031,18세 미만인 자는 관람할 수 없는 등급,19
5884,20040731,2004-F309,18세관람가,19
5885,19970209,97-194,연소자관람불가,19
5886,19880156,88-186,연소자관람가,all
5887,20134705,2013-MF00633 ,청소년관람불가,19
5888,20100097,2009-F461,15세이상관람가,15
5889,20040661,2004-F199,18세관람가,19
5890,19950203,95-150,연소자관람불가,19
5891,19990179,K98-314,15세 미만인 자는 관람할 수 없는 등급 ,15
5892,19990237,99-F068,전체관람가,all
5893,19970316,K97-4,15세 미만인 자는 관람할 수 없는 등급 ,15
5894,19990213,99-104,15세 미만인 자는 관람할 수 없는 등급 ,15
5895,20060064,2006-F036,12세관람가,12
5896,20101067,2010-F410,12세이상관람가,12
5897,20070050,2007-F038,15세이상관람가,15
5898,19990255,99-F073,18세관람가,19
5899,19890288,89-340,고등학생이상관람가,15
5900,20040605,2004-F165,15세관람가,15
5901,19940366,94-362,연소자관람불가,19
5902,19940092,93-481,고등학생이상관람가,15
5903,20112443,2012-F380,15세이상관람가,15
5904,20060071,2006-F129,12세관람가,12
5905,19980056,K97-75,모든 관람객이 관람할 수 있는 등급,all
5906,20070008,2007-F007,12세이상관람가,12
5907,20040654,2004-F251,15세관람가,15
5908,20070035,2007-F056,전체관람가,all
5909,20050119,2005-F086,,all
5910,20050089,2005-F051,18세관람가,19
5911,19910071,91-301,고등학생이상관람가,15
5912,20129713,2012-F629,15세이상관람가,15
5913,20130681,2013-MF00669 ,전체관람가,all
5914,19990223,99-F017,18세관람가,19
5915,19990190,99-108,15세 미만인 자는 관람할 수 없는 등급 ,15
5916,19930291,93-107,고등학생이상관람가,15
5917,19970169,97-37,연소자관람불가,19
5918,19940110,93-283,연소자관람불가,19
5919,20060037,2005-F356,18세관람가,19
5920,20000232,2000-F228,15세관람가,15
5921,19990167,99-064,18세 미만인 자는 관람할 수 없는 등급,19
5922,19940334,94-330,연소자관람가,all
5923,20040580,2004-F144,15세관람가,15
5924,20100752,2012-F145,전체관람가,all
5925,20127346,,,all
5926,20070064,2007-F290,12세이상관람가,12
5927,19990226,99-F029,전체관람가,all
5928,19990277,99-F139,12세관람가,12
5929,20111416,2012-F237,12세이상관람가,12
5930,20000299,2000-F292,18세관람가,19
5931,19970249,97-210,고등학생이상관람가,15
5932,20060090,2006-F082,전체관람가,all
5933,19980169,K97-73,12세 미만인 자는 관람할 수 없는 등급,12
5934,19960133,96-98,고등학생이상관람가,15
5935,20100104,2010-F44,15세이상관람가,15
5936,20090455,2009-F248,청소년관람불가,19
5937,19990298,99-F145,12세관람가,12
5938,19960159,96-77,고등학생이상관람가,15
5939,20060029,2006-F028,12세관람가,12
5940,20010221,2001-F166,전체관람가,all
5941,19950286,95-293,연소자관람불가,19
5942,19990134,99-034,12세 미만인 자는 관람할 수 없는 등급,12
5943,20000116,2000-F041,18세관람가,19
5944,19970244,97-285,연소자관람불가,19
5945,19980180,K98-143,12세 미만인 자는 관람할 수 없는 등급,12
5946,19910259,91-208,연소자관람불가,19
5947,19890174,89-128,연소자관람불가,19
5948,20050310,2005-F304,12세관람가,12
5949,20050278,2005-F274,전체관람가,all
5950,20050043,2005-F026,18세관람가,19
5951,20000145,2000-F091,18세관람가,19
5952,19950110,95-56,고등학생이상관람가,15
5953,20149543,,전체관람가,all
5954,19930294,92_198,고등학생이상관람가,15
5955,20050084,2005-F138,18세관람가,19
5956,20050037,2005-F041,15세관람가,15
5957,20050016,2005-F019,15세관람가,15
5958,20000313,2000-F358,12세관람가,12
5959,19980171,K98-122,12세 미만인 자는 관람할 수 없는 등급,12
5960,19980132,K98-84,15세 미만인 자는 관람할 수 없는 등급 ,15
5961,19960278,96-326,고등학생이상관람가,15
5962,19960132,96-69,고등학생이상관람가,15
5963,19950213,95-194,고등학생이상관람가,15
5964,19940315,94-299,연소자관람불가,19
5965,19880193,88-237,고등학생이상관람가,15
5966,20090251,2009-F144,청소년관람불가,19
5967,20040730,2004-F278,18세관람가,19
5968,20108110,,,all
5969,20108880,,,all
5970,19970321,K97-43,모든 관람객이 관람할 수 있는 등급,all
5971,20050351,2006-F006,18세관람가,19
5972,20101006,2010-F392,전체관람가,all
5973,19930197,93-269,연소자관람불가,19
5974,20060319,2006-F386,전체관람가,all
5975,20050140,2005-F147,전체관람가,all
5976,19980220,K98-180,18세 미만인 자는 관람할 수 없는 등급,19
5977,19940086,94-8,고등학생이상관람가,15
5978,20090185,K97-37,18세 미만인 자는 관람할 수 없는 등급,19
5979,20100728,2010-F300 ,청소년관람불가,19
5980,19980224,K98-207,15세 미만인 자는 관람할 수 없는 등급 ,15
5981,20090171,2009-F79,청소년관람불가,19
5982,20090024,2008-F489,12세이상관람가,12
5983,20070009,2007-F21,청소년관람불가,19
5984,20050113,2005-F135,15세관람가,15
5985,19990303,99-F154,18세관람가,19
5986,19970106,97-68,고등학생이상관람가,15
5987,19950327,95-324,연소자관람불가,19
5988,19930125,93-44,중학생이상관람가,12
5989,20050168,2005-F096,전체관람가,all
5990,20040669,2004-F233,12세관람가,12
5991,19990257,99-F030,18세관람가,19
5992,19950362,95-400,고등학생이상관람가,15
5993,20070103,2007-F107,15세이상관람가,15
5994,20050028,2017-MF00359,12세이상관람가,12
5995,20050117,2005-F105,15세관람가,15
5996,20040508,2004-F070,18세관람가,19
5997,19980240,K98-210,15세 미만인 자는 관람할 수 없는 등급 ,15
5998,20070148,2007-F135,12세이상관람가,12
5999,20090263,2009-F140,15세이상관람가,15
6000,19990145,99-047,15세 미만인 자는 관람할 수 없는 등급 ,15
6001,20070549,2007-F496,12세이상관람가,12
6002,20050250,2004-F232,15세관람가,15
6003,20040755,2004-F342,12세관람가,12
6004,19960195,96-152,고등학생이상관람가,15
6005,19810081,95-126,고등학생이상관람가,15
6006,20050208,K98-316,18세 미만인 자는 관람할 수 없는 등급,19
6007,19900348,90-383,연소자관람가,all
6008,19810063,,연소자관람가,all
6009,20199720,2019-MF02280,15세이상관람가,15
6010,19920096,92_18,기타,all
6011,19910070,91-360,연소자관람불가,19
6012,20090132,89-377,연소자관람불가,19
6013,19890015,88-346,연소자관람불가,19
6014,19920078,92-44,연소자관람불가,19
6015,19910007,91-152,연소자관람불가,19
6016,19850021,6315,연소자관람불가,19
6017,19840012,,연소자관람불가,19
6018,19810051,5995,국민학생관람불가,12
6019,20050320,2006-FV18,18세관람가,19
6020,20040618,2004-F200,12세관람가,12
6021,20050126,2005-F075,전체관람가,all
6022,20000267,2000-F216,15세관람가,15
6023,20000168,2000-DVD57,18세관람가,19
6024,20040761,2004-F364,15세관람가,15
6025,19950226,95-207,연소자관람불가,19
6026,19990156,K98-275,18세 미만인 자는 관람할 수 없는 등급,19
6027,19980189,K98-157,15세 미만인 자는 관람할 수 없는 등급 ,15
6028,19960179,96-105,연소자관람불가,19
6029,19980268,K98-261,15세 미만인 자는 관람할 수 없는 등급 ,15
6030,19950358,95-387,고등학생이상관람가,15
6031,20100137,2010-F77,청소년관람불가,19
6032,19970126,97-103,연소자관람가,all
6033,19780080,97-75,연소자관람가,all
6034,20030209,2003-F262,15세관람가,15
6035,20138404,2013-MF00519 ,청소년관람불가,19
6036,19990193,99-102,12세 미만인 자는 관람할 수 없는 등급,12
6037,20040782,2004-F359,18세관람가,19
6038,20060255,2006-F121,12세관람가,12
6039,20040741,2004-F310,12세관람가,12
6040,19960090,96-6,연소자관람불가,19
6041,20090834,2009-F430,12세이상관람가,12
6042,20070306,2007-F292,12세이상관람가,12
6043,20101071,2010-F544,청소년관람불가,19
6044,20070499,2007-F468,15세이상관람가,15
6045,20000206,2000-F184,12세관람가,12
6046,19990385,2000-F001,18세관람가,19
6047,19970275,97-320,고등학생이상관람가,15
6048,20030103,2003-F185,18세관람가,19
6049,20030062,2003-F058,12세관람가,12
6050,19990297,K99-085,12세관람가,12
6051,19950202,95-176,연소자관람불가,19
6052,20050075,2005-F087,15세관람가,15
6053,20050230,2005-F205,15세관람가,15
6054,19990275,99-F119,12세관람가,12
6055,19980249,K98-251,18세 미만인 자는 관람할 수 없는 등급,19
6056,20000173,2000-F131,12세관람가,12
6057,19960108,96-59,연소자관람불가,19
6058,20050255,2005-F273,12세관람가,12
6059,20090043,2009-F55,청소년관람불가,19
6060,20040685,2004-F267,전체관람가,all
6061,20070132,2007-F084,15세이상관람가,15
6062,20050365,2005-F335,12세관람가,12
6063,20050080,2005-F094,15세관람가,15
6064,19990180,99-068,15세 미만인 자는 관람할 수 없는 등급 ,15
6065,19920393,92-495,중학생이상관람가,12
6066,19970256,97-313,고등학생이상관람가,15
6067,20090613,2009-F356,청소년관람불가,19
6068,20090943,2010-F257,청소년관람불가,19
6069,20040553,2004-F119,18세관람가,19
6070,20060126,2006-F134,12세관람가,12
6071,20070059,2007-F231,12세이상관람가,12
6072,19990634,2000-F176,12세관람가,12
6073,20217170,2021-MF00583,청소년관람불가,19
6074,20132082,2013-MF00543,전체관람가,all
6075,19990182,99-069,18세 미만인 자는 관람할 수 없는 등급,19
6076,19970089,97-20,고등학생이상관람가,15
6077,19940074,94-7,고등학생이상관람가,15
6078,20030233,2003-F222,15세관람가,15
6079,20090952,2010-F141,전체관람가,all
6080,20101047,2010-F428,12세이상관람가,12
6081,20050360,2005-F341,전체관람가,all
6082,19990284,99-F140,12세관람가,12
6083,20081273,2008-F360,전체관람가,all
6084,19980512,2000-F153,18세관람가,19
6085,19950271,95-273,연소자관람불가,19
6086,19940305,94-295,연소자관람불가,19
6087,19980281,K98-309,12세 미만인 자는 관람할 수 없는 등급,12
6088,19970189,97-148,연소자관람불가,19
6089,20060275,2006-F202 ,12세관람가,12
6090,20050207,2005-F206,15세관람가,15
6091,20100178,2010-F133,12세이상관람가,12
6092,19990104,2000-F351,18세관람가,19
6093,20040740,2004-F334,15세관람가,15
6094,19930357,93-299,고등학생이상관람가,15
6095,19930193,93-265,고등학생이상관람가,15
6096,19940149,94-106,중학생이상관람가,12
6097,19930406,93-504,고등학생이상관람가,15
6098,19930219,93-356,고등학생이상관람가,15
6099,20060174,2006-F192,15세관람가,15
6100,20090236,2009-F136,12세이상관람가,12
6101,19900146,90-53,중학생이상관람가,12
6102,19930240,93-416,중학생이상관람가,12
6103,19830123,83-8,국민학생관람불가,12
6104,20090782,2009-F435,12세이상관람가,12
6105,19960366,96-383,연소자관람가,all
6106,19990267,99-F084,12세관람가,12
6107,19990184,K98-169,18세 미만인 자는 관람할 수 없는 등급,19
6108,20060048,2006-F044,15세관람가,15
6109,19970263,97-26,연소자관람불가,19
6110,20050020,2005-F014,15세관람가,15
6111,20000104,99-049,18세 미만인 자는 관람할 수 없는 등급,19
6112,20101224,2010-F481,전체관람가,all
6113,20090379,2009-F216,전체관람가,all
6114,20070063,2007-F221,전체관람가,all
6115,20040598,2004-F170,전체관람가,all
6116,20000244,2000-F232,15세관람가,15
6117,19980278,K98-289,12세 미만인 자는 관람할 수 없는 등급,12
6118,20060052,2005-F366,12세관람가,12
6119,20090018,2008-F472,청소년관람불가,19
6120,20050248,2005-F130,15세관람가,15
6121,19990097,2000-F077,18세관람가,19
6122,20000094,2000-F012,18세관람가,19
6123,19970183,97-154,고등학생이상관람가,15
6124,19960256,96-268,연소자관람불가,19
6125,20040444,2004-F040,15세관람가,15
6126,20030012,2003-F005,18세관람가,19
6127,20000117,2000-F016,18세관람가,19
6128,20050205,2005-F204,12세관람가,12
6129,20070294,2007-F214,12세이상관람가,12
6130,20050222,2005-F218,전체관람가,all
6131,20040475,2004-F046,15세관람가,15
6132,20030082,2003-F127,15세관람가,15
6133,19960307,96-364,고등학생이상관람가,15
6134,20070420,2007-F306,15세이상관람가,15
6135,20040526,2004-F084,15세관람가,15
6136,20030060,2003-F027,15세관람가,15
6137,19980134,K98-82,15세 미만인 자는 관람할 수 없는 등급 ,15
6138,20040550,2004-F002,전체관람가,all
6139,20072174,2003-F284,전체관람가,all
6140,19990123,K98-307,12세 미만인 자는 관람할 수 없는 등급,12
6141,19970140,97-58,고등학생이상관람가,15
6142,19920336,92-423,연소자관람불가,19
6143,19900317,90-332,연소자관람불가,19
