,movieCd,movieNm,movieNmEn,openDt,repNationNm,genreCd,companys
1964,20072149,내 사랑 유리에,My Love Yurie,20080131,한국,5,창작소 변자
1965,20040472,귀여워,So Cute,20041126,한국,5,튜브픽쳐스(주)
1966,20040480,고독이 몸부림칠 때,Dance With Solitude,20040319,한국,7,(주)마술피리
1967,20000017,킬리만자로,Kilimanjaro,20000520,한국,0,우노필름
1968,20183343,메이트,Mate,20190117,한국,1,한국영화아카데미
1969,20139801,성난 화가,Angry Painter,20150618,한국,0,(주)트리필름
1970,20214867,인싸,INSSA,20210304,한국,0,비케이 시네윈
1971,20174008,인어전설,Mermaid Unlimited,20181115,한국,7,주식회사 자파리필름
1972,20040772,역전의 명수,The Twins,20050415,한국,7,(주)태원엔터테인먼트
1973,20020245,가문의 영광,Marrying the Mafia,20020912,한국,7,(주)태원엔터테인먼트
1974,20160787,더티 로맨스,Dirty Romance,20170107,한국,5,이상우필름
1975,20148843,스피드,Speed,20151022,한국,5,(주)무비엔진
1976,20191546,월성,"Wolsong, The Vanishing Village",20191212,한국,6,한국탐사저널리즘센터
1977,20030412,무간도2 - 혼돈의 시대 ,INFERNAL AFFAIRS II,20031205,홍콩,4,브에나비스타인터내셔널
1978,20040621,맥덜,My Life As Mcdull,20040903,홍콩,15,블리스픽쳐스
1979,20000147,미션,The Mission,20000422,홍콩,0,밀키웨이 이미지
1980,20112934,완벽한 파트너,My Secret Partner,20111117,한국,7,(주)영화사참
1981,20100832,여덟 번의 감정,The Grass Is Greener,20100930,한국,5,문 영화사
1982,20100202,하하하,Hahaha,20100505,한국,5,(주)영화제작전원사 
1983,20090947,집 나온 남자들,Looking For My Wife,20100408,한국,7,(주)스폰지이엔티
1984,20030138,조폭마누라2-돌아온 전설,My Wife Is A Gangster 2,20030905,한국,0,(주)현진씨네마
1985,20030005,블루,Blue,20030207,한국,5,강제규필름
1986,20010039,클럽 버터플라이,Club Butterfly,20010303,한국,5,씨네락픽처스
1987,20111031,돼지의 왕,The King of Pigs,20111103,한국,15,주식회사 다다쇼
1988,20100329,그랑프리,Grand Prix,20100916,한국,5,(주)네버엔딩스토리
1989,20109031,할 수 있는 자가 구하라,Read My Lips,20101201,한국,7,㈜인디스토리
1990,20180803,행복의 나라,Land of Happiness,20180719,한국,5,(주)무다필름
1991,20159772,수색역,Su saek,20160331,한국,5,영화사 만화경
1992,20040703,"조제, 호랑이 그리고 물고기들","Josee, The Tiger And The Fish",20041029,일본,5,아스믹에이스엔터테인먼트
1993,19960033,코르셋,Corset,19960608,한국,7,(주)명필름
1994,20081337,사랑과 전쟁:열두 번째 남자,Love And War,20080925,한국,5,케이비에스미디어(주)
1995,20196759,"무순, 세상을 가로질러","Musoon, Across the Universe",20210422,한국,6,올록볼록 영화사
1996,20193669,애월,Moonfishing in Aewol,20190926,한국,1,(주)흑기사
1997,20156321,약장수,Clown of a Salesman ,20150423,한국,5,(주)26컴퍼니
1998,20124402,열한시,AM 11:00,20131128,한국,10,(주)파레토웍스
1999,20101115,히어로,HERO,20101118,한국,5,(주)마루인큐브
2000,20136059,히어로,THE HERO,20131008,한국,12,(주)필마픽쳐스 
2001,20124070,강철대오:구국의 철가방,Almost Che,20121025,한국,7,스페이스엠(주)
2002,20110279,마당을 나온 암탉,"Leafie, a Hen into the Wild",20110728,한국,15,(주)오돌또기 
2003,20090395,아부지,My Father,20090715,한국,5,(주)주연이엔디
2004,20060352,누가 그녀와 잤을까?,Hot For Teacher,20061116,한국,7,(주)태원엔터테인먼트
2005,20060272,구미호 가족,The Fox Family,20060928,한국,7,(주)엠케이픽처스 
2006,20050292,광식이 동생 광태,When Romance Meets Destiny,20051123,한국,7,(주)엠케이픽처스 
2007,20020053,취화선,Chihwaseon,20020503,한국,5,태흥영화(주)
2008,20121602,사이에서,In Between,20121122,한국,5,(주)씨타도시공간
2009,20060243,사이에서,Between,20060907,한국,6,다큐코리아
2010,19990075,하우등( 夏雨燈 ),Fly Low,19990703,한국,5,(주)미로비젼
2011,20110613,의뢰인,The Client,20110929,한국,10,청년필름(주)
2012,20080266,"지금, 이대로가 좋아요",Sisters On The Road,20090423,한국,5,(주)디엔에이프로덕션
2013,20119527,헤드,Head,20110526,한국,0,(주)이든픽쳐스 
2014,20090074,해운대,Haeundae,20090722,한국,0,(주)제이케이필름
2015,20030350,올드보이,Old Boy,20031121,한국,10,(주)에그필름
2016,20143753,비치하트애솔,Bitch Heart Asshole,20150129,한국,1,윤윤상회
2017,20125246,부곡 하와이,Illusionary Paradise,20150430,한국,5,로드 시네마
2018,20100191,시,Poetry,20100513,한국,5,파인하우스필름(주)
2019,20090328,여행자,A Brand New Life,20091029,한국,5,나우필름(주)
2020,20020226,오아시스,Oasis,20020814,한국,5,(주)이스트필름
2021,20010072,낙타(들),Camel(s),20020927,한국,5,화인프로덕션
2022,19720105,별이 빛나는 밤에,On A Star Shining Night,19720624,한국,5,세기상사㈜
2023,19910092,별이 빛나는 밤에,The Night Full Of Stars,19910921,한국,5,연흥시네마
2024,20071068,별별 이야기 2-여섯 빛깔 무지개,If You Were Me 2 : Anima Vision,20080417,한국,12,국가인권위원회
2025,20100198,대한민국 1%,Miss Staff Sergeant,20100505,한국,5,㈜기억속의매미
2026,20030335,선택,The Road Taken,20031024,한국,5,영필름
2027,20030073,튜브,Tube,20030605,한국,0,(주)미르필름
2028,20010035,인디안 썸머,Indian Summer,20010505,한국,5,(주)싸이더스
2029,20010036,파이란,Failan,20010428,한국,5,튜브픽쳐스(주)
2030,19930033,한줌의 시간속에서,In The Handful Of Time,19940514,한국,5,구월당기획
2031,20200127,우리 안의 그들,Their who inside of us,20201101,한국,17,주식회사 씨엠닉스
2032,20110296,고양이: 죽음을 보는 두 개의 눈,The Cat,20110707,한국,8,파인하우스필름(주)
2033,20101110,레인보우,Passerby #3,20101118,한국,5,준필름
2034,20070023,어깨 너머의 연인,Love Exposure,20071018,한국,5,어뮤즈
2035,20060389,오래된 정원,The Old Garden,20070104,한국,5,(주)MBC씨앤아이
2036,20050318,6월의 일기,Bystanders,20051201,한국,5,(주)필름앤픽쳐스 
2037,20050135,분홍신,The Red Shoes,20050630,한국,8,청년필름(주)
2038,20050008,B형 남자친구,My Boyfriend Is Type-B,20050203,한국,7,(주)시네마제니스 
2039,20020047,뽀삐,Popee,20021101,한국,5,엔젤언더그라운드(주)
2040,19980040,강원도의 힘,The Power of Kangwon Province,19980404,한국,5,미라신코리아(주)
2041,20168148,꿈꾸는 나비,A Dreaming Butterfly,20160812,한국,13,굿픽처스
2042,20131109,붉은 바캉스 검은 웨딩 2,Red Vacance Black Wedding 2,20131128,한국,10,필름라인
2043,20081654,"빗자루, 금붕어 되다",A Broom Becomes a Goldfish,20100930,한국,5,김동주필름
2044,20060368,방문자,Host & Guest,20061115,한국,5,(주)엘제이필름
2045,20155387,혼자,Alone,20161124,한국,10,농부영화사
2046,20141612,꿈보다 해몽,A Matter of Interpretation,20150212,한국,5,영화사 벽돌
2047,20162986,프레스,PRESS,20171130,한국,5,씨네마캣 픽쳐스
2048,20101242,무산일기,The Journals of Musan,20110414,한국,5,세컨드윈드 필름
2049,20090258,로니를 찾아서,Where Is Ronny...,20090604,한국,5,영화사풍경
2050,20072673,흑심모녀,Delivering Love,20080612,한국,12,㈜이룸영화사
2051,20070590,처음 만난 사람들,"Hello, Stranger",20090604,한국,5,김동현필름
2052,20060344,아주 특별한 손님,Ad Lib Night,20061130,한국,5,KBS N
2053,20060070,구타유발자들,A Bloody Aria,20060531,한국,7,코리아 엔터테인먼트
2054,20050160,가발,The wig,20050812,한국,8,코리아 엔터테인먼트
2055,20124349,무서운 이야기,Horror Stories,20120725,한국,8,(주)수필름
2056,20170003,소나기,The Shower,20170831,한국,15,(주)연필로명상하기
2057,20132796,못,Mot,20141120,한국,5,영화사 새삶
2058,20132797,"안녕, 투이",Thuy,20141127,한국,13,상남영화제작소
2059,20060069,마법사들,The Magicians,20060330,한국,5,(주)드림컴스
2060,20020080,생활의 발견,On the Occasion Of Remembering The Turning Gate,20020321,한국,5,미라신코리아(주)
2061,20100001,소규모 아카시아 밴드 이야기,Sogyumo Acacia Band's Story,20100114,한국,6,(주)이모션픽처스
2062,20205341,선샤인 패밀리,Sunshine Family,20201231,한국,5,필름라인
2063,20200471,스웨그,SWAG,20201210,한국,5,(주)퍼플스트로우필름
2064,19910035,가을여행,Autumn Journey,19920209,한국,5,㈜한씨네엔터프라이즈 
2065,19910025,내일은 비,Rain Tomorrow,19910511,한국,5,우리필름
2066,19900076,단지 그대가 여자라는 이유만으로,Only Because You Are A Woman,19900929,한국,5,예필림
2067,20040753,노 맨스 랜드,No Man'S Land,20041203,프랑스,5,카우니핸 빌리어스 프로덕션
2068,20162361,환절기,In Between Seasons,20180222,한국,5,명필름랩
2069,20160504,"춘천, 춘천","Autumn, Autumn",20180926,한국,5,봄내필름
2070,20157631,다른 길이 있다,Another Way,20170119,한국,5,영화사 몸
2071,20141589,철원기행,End of Winter,20160421,한국,5,(주)타이거시네마
2072,20000021,섬,The Isle,20000422,한국,5,(주)명필름
2073,20155385,흔들리는 물결,Blossom,20161027,한국,1,비밀의화원
2074,20179323,포크레인,EXCAVATOR,20170727,한국,5,(주)김기덕 필름
2075,20155381,녹화중이야,Recording,20170302,한국,1,노가리필름
2076,20145486,소시민,Ordinary People,20170112,한국,7,영화사 새삶
2077,20195962,증발,Evaporated,20201112,한국,6,미들
2078,19940049,증발,Vanished,19940423,한국,13,합동영화(주)
2079,20215809,잃어버린 얼굴 1895,Lost Face,20210224,한국,20,(재)서울예술단
2080,20126950,오빠,Brother,19711028,한국,1,(주)우진필림
2081,19970007,편지,The Letter,19971122,한국,1,아트시네마
2082,20175587,나비잠,Butterfly Sleep,20180906,한국,1,(주)영화사조아
2083,20100167,사요나라 이츠카,Sayonara Itsuka,20100415,한국,5,(주)투베어픽쳐스
2084,20149259,막걸스,Makgeolli Girls,20150521,한국,7,(주)한국시나리오작가영상제작단
2085,20100658,불청객,The Uninvited,20100930,한국,9,삼천리영화사
2086,20020236,색즉시공,Sex Is Zero,20021211,한국,7,㈜필름지
2087,20198950,요요현상,Loop Dreams,20210114,한국,6,영화사 금요일
2088,20070441,사랑,Love,20070919,한국,1,(주)진인사필름
2089,20000022,진실게임,Truth Game,20000318,한국,10,무비메이커
2090,20201687,기기괴괴 성형수,Beauty Water,20200909,한국,8,(주)에스에스애니멘트 
2091,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,The Haunted House: The Sky Ghost VS Jormungandr,20191219,한국,15,(주)씨제이이엔엠
2092,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,20180725,한국,15,(주)씨제이이엔엠
2093,20123681,뽀로로 극장판 슈퍼썰매 대모험,Pororo: The Racing Adventure,20130123,한국,15,(주)오콘
2094,20100011,춤추는 꿈틀이 밴드,Sunshine Barry & The Disco Worms,20100204,덴마크,15,디스코 오르메네
2095,20081656,제불찰씨 이야기,The Story Of Mr. Sorry,20090312,한국,15,한국영화아카데미
2096,20070016,소녀X소녀,Girl By Girl,20070125,한국,7,중앙 대학교
2097,20204269,크루아상,Croissant,20210121,한국,5,(주)와우
2098,20131181,다시..올래,Hear me,20180426,한국,5,가영만사 필름
2099,20112841,로맨스 조,Romance Joe,20120308,한국,5,(주)보리픽쳐스
2100,20090839,친구사이?,Just Friends?,20091217,한국,5,청년필름(주)
2101,20135915,서울연애,Romance In Seoul,20141030,한국,5,서울독립영화제
2102,20100286,귀 鬼,Be with Me,20100610,한국,8,청년필름(주)
2103,20080471,전투의 매너,Manners In Battle,20080417,한국,1,㈜더드림앤드픽쳐스
2104,20202002,인플루언서,Influnencer,20201125,한국,6,(주)인터오리진아이엔씨
2105,20162024,등산의 목적,Purpose of hiking,20160303,한국,1,주식회사 비엠미디어
2106,20070661,기다리다 미쳐,Crazy Waiting,20080101,한국,1,블루버스 픽쳐스
2107,20060247,해변의 여인,Woman On The Beach,20060831,한국,5,(주)영화사봄
2108,20040498,그놈은 멋있었다,He was cool,20040722,한국,7,엘티 픽쳐스
2109,20181114,라스트 씬,Last Scene,20191212,한국,6,오지필름
2110,20160477,나의 연기 워크샵,Hyeon's Quartet,20171228,한국,5,궁금단영화
2111,20132801,파스카,Pascha,20150709,한국,5,궁금단영화
2112,20209186,태어나길 잘했어,The Slug,20220414,한국,5,대장정
2113,20163098,카이: 거울 호수의 전설,Kai,20160817,한국,15,주식회사 다다쇼
2114,20217892,"식물카페, 온정","Plant Café, Warmth",20210624,한국,17,매치컷(주)
2115,20165001,더 테이블,The Table,20170824,한국,5,볼미디어(주) 
2116,20148840,자유의 언덕,Hill of Freedom,20140904,한국,5,(주)영화제작전원사 
2117,20120106,뒷담화: 감독이 미쳤어요,Behind the Camera,20130228,한국,5,주식회사 뭉클픽쳐스
2118,20198870,어게인,Again,20200730,한국,20,(주)하늬바람
2119,20112690,가시,Choked,20120308,한국,5,한국영화아카데미
2120,20134585,가시,Innocent Thing,20140410,한국,1,(주)캠프비
2121,20154803,우리 연애의 이력,With or Without You,20160629,한국,1,주식회사 가비안필름스튜디오
2122,20111074,해로 (偕老),Hand in Hand,20120322,한국,5,(주)고유에프앤
2123,20090305,백야행,White Night,20091119,한국,1,(주)시네마서비스
2124,20090261,잘 알지도 못하면서,Like You Know It All,20090514,한국,5,(주)영화제작전원사 
2125,20081616,그녀들의 방,The Room Nearby,20090312,한국,5,한국영화아카데미
2126,20070262,기담,Epitaph,20070801,한국,8,영화사 도로시(주)
2127,20060028,신성일의 행방불명,The Forgotten Child : Shin Sung-Il Is Lost,20060216,한국,5,신재인랜드
2128,20163701,보고싶다,I Miss You,20160623,한국,5,팔방미인
2129,20200200,추억의 검정고무신,The Precious memory of Gogo Brothers,20201119,한국,15,(주)대교 미디어콘텐츠사업본부
2130,20179263,게스트하우스,Guest House,20180222,한국,5,하준사
2131,20195561,행동하는 양심 김대중,President,20191128,한국,6,명량문화재단
2132,20100962,"울지마, 톤즈",Don't Cry for Me Sudan,20100909,한국,6,KBS
2133,20050011,파송송 계란탁,Cracked Eggs And Noodles,20050218,한국,7,(주)굿플레이어
2134,20209836,개 같은 것들,Things like dogs,20201217,한국,5,(주)에이치에이케이프로덕션
2135,19990062,질주,Rush,19990828,한국,5,한울씨네
2136,19990157,질주,"Fast, Fast",19990403,스페인,4,엘리아스 꾸에레제타
2137,20204132,꿈꾸는 고양이,Dreaming Cat,20210909,한국,6,시네마 달래
2138,20070660,뜨거운 것이 좋아,Hellcats,20080117,한국,5,(주)시네마서비스
2139,20101118,스위치,The Switch,20101201,미국,1,보나피데프로덕션즈
2140,20090085,슬픔보다 더 슬픈 이야기,More Than Blue,20090311,한국,1,(주)코어콘텐츠미디어
2141,20080226,숙명,Fate,20080320,한국,5,엠케이디케이
2142,20030004,동갑내기 과외하기,My Tutor Friend,20030207,한국,7,코리아 엔터테인먼트
2143,20030088,싱글즈,Singles,20030711,한국,7,(주)싸이더스
2144,20010042,휴머니스트,Humanist,20010512,한국,7,(주)베어엔터테인먼트
2145,20206305,아르코라이브 뮤지컬 안테모사,ARKO LIVE 뮤지컬 안테모사,20200325,한국,18,한국문화예술위원회
2146,20156708,석조저택 살인사건,The Tooth and the Nail,20170509,한국,10,주식회사 영화사다
2147,20081090,달려라 자전거,Riding Away,20080807,한국,5,핑퐁
2148,20202181,이별식당,Farewell Restaurant,20200827,한국,20,(주)미스터로맨스
2149,20124069,마이 라띠마,Mai Ratima,20130606,한국,1,(주)유무비
2150,20101111,나의 불행에는 이유가 있다,There's to my misfortune,20101125,한국,5,MBIAS필름
2151,20155335,두 개의 연애,"Two Rooms, Two Nights",20160414,한국,1,하준사
2152,20123500,18: 우리들의 성장 느와르,18 - Eighteen Noir,20140814,한국,5,따듯한 영화사
2153,20134122,한공주,HAN Gong-ju,20140417,한국,5,리 공동체 영화사
2154,20138162,네버다이 버터플라이,Neverdie Butterfly,20131017,한국,5,피도 안마른 녀석들
2155,20157441,멜리스,Malice,20160211,한국,8,(주)라임오렌지팩토리
2156,20176765,그림자 먹는 개,The Dog Eating Up Shadows,20180628,한국,5,스튜디오 사이
2157,20112181,스파이 파파,Spy Papa,20111027,한국,7,영화사 활동사진
2158,20000009,가위,A nightmare,20000729,한국,8,뮈토스필름(주)
2159,20113391,나는 공무원이다,Dangerously Excited,20120712,한국,7,마포필름
2160,20072052,소년감독,Boy Director,20081030,한국,12,㈜기억과상상
2161,20071047,"대한이, 민국씨",Love Is Beautiful,20080214,한국,7,(주)퍼니필름
2162,20060047,로망스,Romance,20060316,한국,1,(주)엘제이필름
2163,19940057,휘모리,Hwimori,19940625,한국,5,(주)대일필림
2164,20111087,불륜의 시대,From Seoul To Varanasi,20130214,한국,1,(주)트리필름
2165,20183572,작은 빛,Tiny Light,20200123,한국,5,영화사 낭
2166,20100053,계몽영화,Enlightenment Film,20100916,한국,5,3767필름
2167,20205378,그녀의 비밀정원,Invitation,20200422,한국,5,(주)인디컴미디어
2168,20149571,중독노래방,Karaoke Crazies,20170615,한국,13,영화사 아람(주)
2169,20199532,고양이 집사,Our Cat,20200514,한국,6,엠앤씨에프
2170,20183791,바다로 가자,Forbidden Fatherland,20200618,한국,12,ZONE Film 
2171,20148071,청춘학당 : 풍기문란 보쌈 야사,A Case of Bachelor Abduction ,20140327,한국,1,(주)영화사히트
2172,20070435,식객,Le Grand Chef,20071101,한국,5,쇼이스트(주)
2173,20190678,삽질,Rivercide: The Secret Six,20191114,한국,6,ohmynews
2174,20169603,콜리션,collision,20170330,한국,8,영화사 행성
2175,20153821,미션: 톱스타를 훔쳐라,Mission: Kidnap the Top Star,20150903,한국,0,(주)영화사희망
2176,20101282,패밀리마트,FamilyMart,20101125,한국,5,건시네마
2177,20169270,안녕 히어로,Good Bye My Hero,20170907,한국,6,성소수문화환경을 위한 모임 '연분홍치마'
2178,20060425,사랑방 선수와 어머니,Swindler In My Mom'S House,20070808,한국,7,(주)태원엔터테인먼트
2179,20183382,예수보다 낯선,Stranger than Jesus,20190404,한국,7,우사유필름
2180,20112842,키스,Kisses,20130307,한국,5,(주)스푸키번치
2181,19990221,키스,Living Out Loud,19990703,미국,1,저지필름
2182,20130706,미스체인지,Mischange,20130905,한국,7,브런치메이트필름(주)
2183,20172964,이웃집 스타,Star Nextdoor,20170921,한국,7,(주)컬처캡코리아
2184,20147432,야간비행,Night Flight,20140828,한국,5,시네마달
2185,20101039,돌이킬 수 없는,No Doubt,20101104,한국,13,(주)재크필름
2186,20100107,비밀애,Secret Love,20100325,한국,1,(주)한컴
2187,20090289,보트,The Boat,20090528,한국,5,(주)크라제픽쳐스
2188,20090264,"바다 쪽으로, 한 뼘 더",One Step More To The Sea,20090521,한국,5,엠비씨 드라마넷
2189,20070107,내 생애 최악의 남자,The Worst Guy Ever,20070830,한국,5,(주)씨케이픽쳐스
2190,20070293,꽃미남 연쇄 테러 사건,Attack on the Pin-up Boys,20070726,한국,7,SM픽쳐스
2191,20060339,사랑할 때 이야기하는 것들,Solace,20061130,한국,1,(주)오브젝트필름
2192,20060288,가을로,Traces of Love,20061026,한국,1,㈜영화세상
2193,20050077,댄서의 순정,Dancing Princess,20050428,한국,5,(주)컬처캡미디어
2194,20040671,주홍글씨,The Scarlet Letter,20041029,한국,10,(주)엘제이필름
2195,20040625,얼굴 없는 미녀,Hypnotized,20040806,한국,10,(주)아이필름홀딩스
2196,20040505,사마리아,Samaritan Girl,20040305,한국,5,(주)김기덕 필름
2197,19950050,아름다운 청년 전태일,A Single Spark,19951118,한국,5,(주)씨네이천
2198,20148801,천 번을 불러도,Compassion,20141016,한국,5,(주)에스아이지
2199,20129606,공범,Blood and Ties,20131024,한국,10,선샤인필름(주)
2200,20090803,낙원-파라다이스,Paradise,20091126,한국,1,(주)삼화네트웍스
2201,20081729,킬 미,Kill Me,20091105,한국,1,(주)싸이더스
2202,20090574,헬로우 마이 러브,Hello My Love,20091008,한국,1,에임하이픽처스
2203,20060396,올드미스다이어리,Old Miss Diary,20061221,한국,7,(주)싸이더스
2204,19990050,박하사탕,A Peppermint Candy,20000101,한국,5,(주)이스트필름
2205,20072151,바보,Ba:Bo,20080228,한국,5,(주)와이어투와이어필름
2206,20070126,이대근 이 댁은,Mr.Lee Vs Mr.Lee,20070501,한국,5,(주)영화사윤앤준
2207,20030023,대한민국 헌법 제1조,The First Amendment,20030314,한국,7,한맥영화(주)
2208,19970019,창(노는계집 창),Downfall,19970913,한국,5,태흥영화(주)
2209,19960042,축제,Festival,19960606,한국,5,태흥영화(주)
2210,19940021,태백산맥,The Tae Baek Mountains,19940917,한국,5,태흥영화(주)
2211,20040774,몽정기2,Wet Dreams 2,20050114,한국,7,(주)엠케이픽처스 
2212,20040571,령,The Ghost,20040617,한국,8,㈜팝콘필름
2213,20030371,태극기 휘날리며,TaeGukGi: Brotherhood Of War,20040205,한국,11,강제규필름
2214,20190531,은지: 돌이킬 수 없는 그녀 ,Eun Ji,20191219,한국,13,(주)더킹이엔티
2215,20177934,원죄,ORIGINAL SIN,20180419,한국,5,엠에스케이컨텐츠
2216,20100179,데드라인,Deadline,20100408,미국,8,엔소 엔터테인먼트
2217,20198890,아이즈 온 미 : 더 무비,EYES ON ME : THE MOVIE ,20200610,한국,18,씨제이포디플렉스 주식회사
2218,20090804,결혼식 후에,After the Banquet,20091203,한국,1,(주)삼화네트웍스
2219,20081058,고死 : 피의 중간고사,Death Bell,20080807,한국,8,(주)코어콘텐츠미디어
2220,20060228,시간,Time,20060824,한국,5,(주)김기덕 필름
2221,20161783,아빠가 돌아왔다,Daddy's back,20160519,한국,12,굿픽처스
2222,20158701,세상끝의 사랑,Love At The End of The World,20151112,한국,1,(주)담소필름
2223,20050306,애인,The Intimate,20051208,한국,1,기획시대(주)
2224,19820052,애인,Lover,19820724,한국,5,(주)동아수출공사
2225,20120425,사랑해! 진영아,"My Dear Girl, Jin-young",20131107,한국,5,㈜인디스토리
2226,20127546,남영동1985,National Security,20121122,한국,5,(주)아우라픽처스
2227,20080008,어린 왕자,The Little Prince,20080117,한국,5,(주)앤알커뮤니케이션
2228,20050045,"안녕, 형아",Little Brother,20050527,한국,5,(주)명필름
2229,20149299,파일 : 4022일의 사육,The File,20151210,한국,13,활동사진
2230,20050308,카리스마 탈출기,The Legend Of 7 Cutter,20060330,한국,7,태창엔터테인먼트(주)
2231,20130244,고스톱 살인,"Go, Stop, Murder",20140320,한국,3,영화사 연
2232,20130686,군사통제구역 팔이공지대,DISTRICT820,20130725,한국,13,허니필름
2233,20153401,파파좀비,Papa Zombie,20161229,한국,5,㈜인디스토리
2234,20147927,숙희,Sookhee,20140710,한국,5,필름라인
2235,20127628,숫호구,Super Virgin ,20140807,한국,7,(주)엣나인필름
2236,20070419,오프 로드,Off Road,20070830,한국,5,활동사진
2237,20112071,태어나서 미안해,Sympathy for Us,20120308,한국,7,한국영화아카데미
2238,20080146,허밍,Humming,20080313,한국,1,㈜더드림앤드픽쳐스
2239,20181142,늦여름,Passing Summer,20181025,한국,1,하준사
2240,20080833,다찌마와리,Dachimawa Lee,20080814,한국,0,(주)외유내강
2241,20020118,재밌는 영화,Fun Movie,20020411,한국,7,(주)좋은영화
2242,20000034,공포택시,Ghost Taxi,20000930,한국,5,(주)씨네월드
2243,20000006,죽거나 혹은 나쁘거나,Die Bad,20000715,한국,5,(주)외유내강
2244,20159641,위대한 소원,THE LAST RIDE,20160421,한국,7,주식회사 브레인샤워
2245,20100511,지옥화,The Flower In Hell,19580420,한국,1,서울영화사
2246,20111911,지옥화,Fire in Hell,20141106,한국,5,이상우필름
2247,20186646,딥,Deep,20180906,한국,1,(주)영화공장
2248,20030048,보리울의 여름,Season In The Sun,20030425,한국,5,엠피엔터테인먼트(주)
2249,19980284,파파라치,Paparazzi,19981031,프랑스,7,르 스튜디오 카날+
2250,19980008,파파라치,Paparazzi,19990410,한국,5,씨네마비젼
2251,19930010,내마음에는 악어가 산다,An Aligator Lives In My Mind,19930701,한국,1,유성필름
2252,19860080,방황하는 별들,The Wandering Stars,19861206,한국,5,(주)화천공사
2253,20113631,붉은 바캉스 검은 웨딩,Red Vacance Black Wedding,20111208,한국,5,필름라인
2254,20120112,"1999, 면회",Sunshine Boys,20130221,한국,5,광화문시네마
2255,19960054,애니깽,Anniquin,19971213,한국,5,합동영화(주)
2256,19960059,은행나무 침대,The Gingko Bed,19960217,한국,3,(주)신씨네
2257,19950018,무궁화꽃이 피었습니다,Mugoonghwa-Korean National Flower,19950520,한국,5,(주)우진필림
2258,20120108,지슬 - 끝나지 않은 세월2,Jiseul,20130321,한국,5,주식회사 자파리필름
2259,20070385,챔피언 마빡이,Mappagi Is Champion,20070808,한국,7,쿠즈엔터테인먼트
2260,20226670,극장판 헬로카봇: 수상한 마술단의 비밀,Hello Carbot the Movie: The Secret of the Suspicious Magic Troupe,20220928,한국,15,(주)초이락컨텐츠컴퍼니
2261,20225190,뽀로로 극장판 드래곤캐슬 대모험,Pororo Movie_Dragon castle Adventure,20220728,한국,15,(주)오콘
2262,20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,20190425,한국,15,(주)오콘
2263,19960024,세 친구,Three Friends,19961102,한국,5,오스카픽쳐스
2264,20151261,타부 : 금지된 사랑,Taboo : forbidden love,20150903,한국,1,(주)대양미디어
2265,20090926,식객2 : 김치전쟁,Le Grand Chef 2: Kimchi Battle,20100128,한국,5,㈜이룸영화사
2266,20156353,설지,Sunshine,20151126,한국,5,(주)영화사 통 
2267,20199346,우키시마호,Ukishima Maru Survivor,20190919,한국,6,(주)영화사메이플러스
2268,20179603,숲속의 부부,THE END,20180215,한국,3,(주)트리필름
2269,20205525,장마,The Rainy Season,20200227,한국,6,영화사 무명
2270,20199023,걸작,Master Piece,20190701,한국,7,주식회사 씨엠닉스
2271,20178843,오아시스 세탁소,Oasis Laundry,20180509,한국,5,주식회사 씨엠닉스
2272,20132806,신의 선물,Godsend,20140410,한국,5,(주)김기덕 필름
2273,20098126,말보로 전쟁,War of Malboro,20070723,한국,5,디마엔터테인먼트
2274,20100222,엄마는 창녀다,Mother Is a Whore,20110331,한국,5,승암관필름팩토리
2275,20070589,여기보다 어딘가에,Nowhere To Turn,20080821,한국,5,케이엠컬쳐㈜
2276,20193821,극장판 헬로카봇 : 달나라를 구해줘!,Hello Carbot the Movie: Save the Moon,20190904,한국,15,(주)초이락컨텐츠팩토리
2277,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,Hello Carbot The Movie: The Secret of Omphalos Island,20190131,한국,15,(주)초이락컨텐츠팩토리
2278,20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,20180801,한국,15,(주)초이락컨텐츠팩토리
2279,20174165,극장판 또봇: 로봇군단의 습격,Tobot Movie: Attack of Robot force,20170427,한국,15,레트로봇 주식회사
2280,20101123,어제 내린 비,It Rained Yesterday,19750101,한국,1,국제
2281,20175504,월하,Wol-ha : Very Bad Moon Rising,20171220,한국,8,(주)영화맞춤제작소 영화공장
2282,20166422,커피 메이트,Coffee Mate,20170301,한국,1,(주)써니엔터테인먼트
2283,20122782,그녀가 부른다,Do You Hear She Sings?,20131226,한국,1,(주)아피아스튜디오 
2284,20112795,영화판,Ari Ari The Korean Cinema,20121206,한국,6,(주)아우라픽처스
2285,20071053,이리,Iri,20081113,한국,5,(주)스폰지이엔티
2286,20060421,바람피기 좋은 날,A Day For An Affair,20070208,한국,5,(주)아이필름홀딩스
2287,19750047,밀행,Secret Going,19750802,한국,5,(주)동아수출공사
2288,20050083,연애술사,Love In Magic,20050520,한국,1,㈜필름지
2289,20090336,킹콩을 들다,Lifting Kingkong,20090701,한국,5,(주)알지엔터웍스
