companyId,movieId
3,862.0
559,8844.0
2550,8844.0
10201,8844.0
6194,15602.0
19464,15602.0
306,31357.0
5842,11862.0
9195,11862.0
508,949.0
675,949.0
6194,949.0
4,11860.0
258,11860.0
932,11860.0
5842,11860.0
14941,11860.0
55873,11860.0
58079,11860.0
2,45325.0
33,9091.0
21437,9091.0
23770,9091.0
60,710.0
7576,710.0
5,9087.0
97,9087.0
5,12110.0
97,12110.0
6368,12110.0
33,21032.0
56,21032.0
4105,21032.0
915,10858.0
1504,10858.0
183,1408.0
415,1408.0
8411,1408.0
14723,1408.0
33,524.0
10898,524.0
11583,524.0
11584,524.0
441,4584.0
932,4584.0
14,5.0
59,5.0
5682,9273.0
6194,9273.0
10210,9273.0
5,11517.0
216,8012.0
8411,8012.0
508,1710.0
10104,1710.0
1885,9691.0
5358,9691.0
6194,9691.0
10308,9691.0
23397,9691.0
25061,9691.0
175,12665.0
915,12665.0
60,451.0
15547,451.0
5,16420.0
97,16420.0
12,9263.0
288,17015.0
915,9909.0
10103,9909.0
10288,9909.0
33,63.0
507,63.0
17031,63.0
33,9598.0
2537,9598.0
694,47018.0
874,47018.0
8363,47018.0
19316,47018.0
30226,47018.0
31080,47018.0
44821,47018.0
406,687.0
1382,687.0
10163,687.0
53390,139405.0
6130,33689.0
6194,33689.0
11661,33689.0
89131,33689.0
4,9603.0
53009,34615.0
85681,34615.0
89840,34615.0
871,31174.0
34237,31174.0
175,11443.0
476,11443.0
915,11443.0
14,35196.0
12,9312.0
4174,9312.0
364,577.0
441,577.0
33,11861.0
56,11861.0
12,807.0
4286,807.0
65394,807.0
2,10530.0
10217,10530.0
2480,8391.0
361,629.0
9168,629.0
14,11448.0
1030,11448.0
2,26441.0
175,26441.0
14,97406.0
7832,97406.0
4,9089.0
802,9089.0
1382,9089.0
4,11359.0
441,11359.0
862,11359.0
4,17182.0
915,2054.0
916,2054.0
1382,2054.0
10201,2054.0
14,10607.0
3492,10607.0
5441,10607.0
6194,19760.0
10210,19760.0
8411,9536.0
11061,9536.0
36390,9536.0
38003,9536.0
12,11525.0
14,40628.0
12,10634.0
59,755.0
7405,755.0
11705,755.0
53009,755.0
1885,11859.0
6194,11859.0
5841,28387.0
5842,28387.0
12,20927.0
4286,20927.0
6194,36929.0
10210,36929.0
3388,9102.0
4899,9102.0
7958,9102.0
23096,9102.0
23097,9102.0
23098,9102.0
4606,124626.0
83201,124626.0
93174,124626.0
14,27526.0
441,9623.0
14,400.0
38196,146599.0
38197,146599.0
2492,8447.0
8888,8447.0
915,10534.0
1644,10534.0
1645,10534.0
306,17414.0
3311,17414.0
4,13997.0
4,2086.0
14,61548.0
4665,61548.0
559,9095.0
18737,9095.0
4,12158.0
14,9283.0
979,9283.0
306,9208.0
456,9208.0
11362,9208.0
97,40154.0
75942,40154.0
181,45549.0
3324,63076.0
7025,63076.0
12113,63076.0
12911,63076.0
12912,63076.0
12913,63076.0
5,11062.0
97,11062.0
18,13685.0
441,13685.0
9195,47475.0
8411,2045.0
10308,2045.0
10355,2045.0
33,9614.0
1606,9614.0
3929,9614.0
56,688.0
171,688.0
6194,688.0
2,10874.0
2504,10874.0
6254,10874.0
4564,197.0
7965,197.0
11353,197.0
441,103.0
46059,103.0
46060,103.0
175,43566.0
915,43566.0
806,71754.0
2055,71754.0
3498,71754.0
9116,71754.0
12745,71754.0
17027,71754.0
22150,71754.0
38673,71754.0
38674,71754.0
40534,71754.0
85045,71754.0
83,43612.0
591,43612.0
694,43612.0
883,43612.0
885,43612.0
3236,16934.0
559,10324.0
11061,10324.0
11308,78406.0
559,55731.0
4,11066.0
14,2074.0
264,27793.0
1766,27793.0
1979,27793.0
6194,27793.0
53009,27793.0
4,11863.0
306,9101.0
68229,123360.0
181,39428.0
38778,39428.0
94477,39428.0
94478,39428.0
1504,9302.0
9195,9302.0
60,11000.0
43,16388.0
5,9737.0
10288,9737.0
6194,30765.0
12,10474.0
3492,10474.0
8,22279.0
5996,22279.0
12745,22279.0
16027,22279.0
181,30157.0
3644,30157.0
3906,30157.0
7248,30157.0
16366,30157.0
37909,30157.0
23,568.0
33,568.0
60,11780.0
8989,11780.0
236,34996.0
1214,34996.0
5353,34996.0
6194,414.0
31080,414.0
5,1873.0
97,1873.0
14,5894.0
30334,5894.0
1382,1775.0
33,8839.0
56,8839.0
11098,8839.0
33,20649.0
4319,20649.0
4,10329.0
7383,10329.0
915,8963.0
10288,8963.0
4532,26564.0
5,8068.0
11705,8068.0
559,8512.0
2510,8512.0
306,1572.0
1504,1572.0
729,13552.0
1474,13552.0
2765,13552.0
18902,13552.0
9195,259209.0
20740,259209.0
441,6520.0
10158,6520.0
508,9073.0
644,9073.0
5358,9073.0
5739,9073.0
6194,9073.0
60,10428.0
87394,10428.0
12909,17447.0
559,9886.0
2480,9886.0
915,9482.0
1504,9482.0
559,19326.0
14,9344.0
13187,9071.0
13190,9071.0
60,8973.0
3557,8973.0
1203,15730.0
2267,15730.0
4350,15730.0
7320,15730.0
7828,15730.0
11578,15730.0
35859,15730.0
9195,47608.0
33,2293.0
37,2293.0
11462,2293.0
16934,2293.0
306,9070.0
2106,9070.0
9255,9070.0
1382,68274.0
10163,68274.0
16561,48787.0
38959,48787.0
38960,48787.0
37897,34574.0
5,1642.0
306,11472.0
436,11472.0
37890,36196.0
7405,11980.0
2492,58372.0
3906,58372.0
28205,58372.0
1422,32646.0
3906,32646.0
38692,32646.0
39861,32646.0
915,10533.0
1504,10533.0
60,10802.0
183,10802.0
14723,10802.0
14,10149.0
705,18402.0
6194,18402.0
16368,18402.0
8411,9348.0
171,139408.0
574,281.0
915,79593.0
1382,79593.0
10201,79593.0
11308,47939.0
6849,36834.0
16026,36834.0
16027,36834.0
33,9090.0
56,9090.0
508,3512.0
6194,3512.0
17825,3512.0
21480,3512.0
63906,3512.0
915,52856.0
306,9560.0
2851,9560.0
33,9804.0
1073,9804.0
1302,9804.0
6092,9804.0
6068,31611.0
6911,31611.0
11661,31611.0
60,65796.0
4,49805.0
306,26258.0
6367,19155.0
12745,19155.0
98,76.0
6194,76.0
6365,11017.0
18189,37141.0
508,9382.0
644,9382.0
5358,9382.0
10104,9382.0
16192,9382.0
33,6715.0
1595,6715.0
4867,18256.0
364,22625.0
1898,22625.0
4127,22625.0
23808,22625.0
14,2292.0
16934,2292.0
12,1909.0
70,1909.0
6194,8984.0
11407,8984.0
15709,61813.0
52095,61813.0
4,4954.0
8,10531.0
181,10531.0
826,10531.0
3823,10531.0
5358,10531.0
8277,10531.0
97,11929.0
441,11929.0
12,8467.0
11061,8467.0
14,20156.0
10166,20156.0
12800,20156.0
11308,18395.0
9195,522.0
306,397.0
1382,397.0
10163,397.0
34207,397.0
5,10525.0
97,10525.0
306,27985.0
2,15789.0
559,27303.0
21,21183.0
14,72031.0
8,14275.0
13042,14275.0
11,1024.0
14,1024.0
294,1024.0
2306,1024.0
175,17207.0
915,17207.0
5,13701.0
2630,13701.0
4564,13701.0
2,14819.0
175,14819.0
33,32631.0
11393,32631.0
4,11777.0
360,628.0
2370,87729.0
9195,87729.0
175,18713.0
9195,18713.0
33,6280.0
8816,6280.0
414,9061.0
6194,9061.0
36854,9061.0
2,37108.0
4063,37108.0
306,6071.0
1,11.0
306,11.0
5,9587.0
6194,19101.0
181,49980.0
983,49980.0
348,4476.0
559,4476.0
1656,4476.0
33,11008.0
8,47504.0
12,47504.0
285,47504.0
181,32325.0
2832,32325.0
3268,32325.0
36836,32325.0
6194,43742.0
4,28313.0
181,11318.0
798,11318.0
23022,11318.0
70,3036.0
559,3036.0
2,40490.0
559,24070.0
4,8986.0
862,8986.0
306,10510.0
915,17402.0
70,38722.0
3906,38722.0
20928,38722.0
89873,38722.0
2428,8438.0
6194,8438.0
4,11593.0
594,11593.0
761,11593.0
306,1945.0
802,1945.0
1382,1945.0
4319,39310.0
7260,109560.0
42935,109560.0
11139,56428.0
7954,63105.0
21437,63105.0
23098,131957.0
508,241.0
644,241.0
4198,241.0
6194,241.0
10104,241.0
68551,241.0
559,9058.0
293,527.0
294,527.0
295,527.0
12,18220.0
17067,18220.0
17068,18220.0
824,6950.0
2154,6950.0
6194,6950.0
16775,6950.0
28205,63020.0
915,2307.0
14,680.0
59,680.0
216,680.0
31080,41478.0
31715,41478.0
37580,41478.0
288,40156.0
1382,40156.0
53009,40156.0
316,11450.0
915,11450.0
11407,11450.0
84839,30304.0
84840,30304.0
559,12106.0
14,3586.0
4899,92769.0
16953,92769.0
24946,92769.0
4,28033.0
4108,22586.0
29272,14334.0
29273,14334.0
2596,2636.0
6194,2636.0
11134,2636.0
347,2164.0
694,2164.0
10320,2164.0
2,11395.0
915,11395.0
97,278.0
6194,278.0
181,9905.0
359,9905.0
980,9905.0
1382,9905.0
78701,87078.0
2832,20306.0
4063,20306.0
798,36614.0
12,27993.0
4733,27993.0
4734,27993.0
2231,9067.0
33,9059.0
69626,9059.0
4,193.0
4319,25066.0
11308,25066.0
33,12122.0
4,11381.0
58,32636.0
14729,36141.0
11308,95963.0
23808,95963.0
37350,95963.0
4,1587.0
4,9271.0
175,2064.0
915,2064.0
33,19855.0
8,60855.0
806,60855.0
4908,60855.0
17027,60855.0
36024,60855.0
105,236.0
11840,236.0
39250,236.0
441,48287.0
10157,48287.0
6194,3049.0
10210,3049.0
1382,2759.0
37,12635.0
8,10497.0
355,10497.0
441,10497.0
635,10497.0
5358,10497.0
8131,10497.0
14,11382.0
4,9331.0
2767,9331.0
508,10731.0
644,10731.0
6194,10731.0
12,10464.0
33,34152.0
4319,34152.0
14,9495.0
4028,9495.0
4029,9495.0
4030,9495.0
6455,9495.0
508,29973.0
644,29973.0
6194,29973.0
16823,29973.0
33,888.0
56,888.0
1353,888.0
4,13.0
181,712.0
1382,712.0
10163,712.0
441,16295.0
1947,16295.0
441,48992.0
37294,48992.0
37295,48992.0
175,10879.0
9195,10879.0
559,10660.0
181,41647.0
201,41647.0
4606,41647.0
12914,41647.0
12915,41647.0
12916,41647.0
2,8587.0
10217,8587.0
14,1689.0
12,11596.0
12,854.0
552,854.0
4564,9359.0
6194,9359.0
8,23333.0
14,23333.0
4,36593.0
23,12280.0
33,12280.0
33,2788.0
216,2788.0
278,10427.0
1382,10427.0
1302,11011.0
1885,11011.0
6194,11011.0
12,49803.0
33,8987.0
496,8987.0
662,8987.0
306,1637.0
8411,15128.0
33,8831.0
467,8831.0
552,8831.0
1644,8831.0
2982,8831.0
4248,8831.0
306,36955.0
574,36955.0
9195,10449.0
5,10395.0
335,12160.0
6194,12160.0
13040,12160.0
24217,12160.0
9195,40480.0
21857,40480.0
288,52038.0
2630,52038.0
11358,52038.0
37,29444.0
1382,29444.0
175,26352.0
915,26352.0
3923,39953.0
25583,39953.0
170,315.0
6215,18242.0
6216,18242.0
6217,18242.0
33,11667.0
7220,11667.0
278,32502.0
11061,32502.0
31080,32502.0
33419,32502.0
285,28732.0
826,28732.0
16835,28732.0
14280,75555.0
37300,75555.0
2,42981.0
90509,42981.0
888,278939.0
38179,291731.0
38289,291731.0
3268,203119.0
38276,203119.0
2662,8011.0
22240,8011.0
25129,8011.0
30655,8011.0
12,2654.0
12,18069.0
12,19092.0
4,2758.0
41,2758.0
258,2758.0
21222,38129.0
5,10436.0
306,13595.0
1595,13595.0
3929,13595.0
915,46094.0
1382,46094.0
10201,46094.0
12883,46094.0
82606,46094.0
82607,46094.0
9195,9409.0
306,11853.0
89311,11853.0
8,16771.0
97,16771.0
16737,16771.0
6194,46924.0
7049,46924.0
58750,46924.0
79560,46924.0
79561,46924.0
306,11041.0
4,306.0
30,306.0
6194,14522.0
12,26203.0
2231,178.0
8411,178.0
4,19819.0
14150,57834.0
18070,57834.0
6194,4722.0
10098,4722.0
10099,4722.0
70969,18215.0
7429,1607.0
11308,1607.0
9195,26391.0
5,117553.0
1350,117553.0
33,6075.0
1988,6075.0
11393,6075.0
5,11310.0
97,11310.0
8411,18658.0
559,9350.0
5358,9350.0
14723,9350.0
23246,9350.0
45728,9350.0
45729,9350.0
4,9612.0
915,2124.0
1504,2124.0
559,26261.0
23,19176.0
33,19176.0
8411,49299.0
36863,49299.0
36864,49299.0
36865,49299.0
68062,49299.0
5739,11566.0
6194,11566.0
8816,11566.0
37,9571.0
6556,9571.0
10932,9571.0
1885,9739.0
6194,9739.0
8,34444.0
8411,26141.0
41,50463.0
365,50463.0
705,10443.0
6194,10443.0
705,16297.0
6194,16297.0
4,18551.0
705,18551.0
19534,18551.0
8,25440.0
13,9024.0
23,9024.0
4,37233.0
932,37233.0
1302,37233.0
104,1634.0
508,1634.0
644,1634.0
6194,1634.0
23397,1634.0
14,13815.0
6194,5503.0
5,35588.0
33,2087.0
1644,2087.0
8411,41579.0
1422,18620.0
8888,18620.0
89521,18620.0
89522,18620.0
89523,18620.0
37,41006.0
915,4916.0
33,2019.0
467,2019.0
11462,2019.0
508,31642.0
6194,31642.0
306,9255.0
11751,9255.0
272,26271.0
1930,26271.0
10348,26271.0
14,10612.0
983,10612.0
118,2259.0
705,2259.0
850,2259.0
10598,2259.0
13096,2259.0
33027,2259.0
1382,11934.0
1885,11934.0
6194,11934.0
10163,11934.0
23873,11934.0
18,106143.0
441,106143.0
915,12475.0
97,9386.0
441,9386.0
33,7984.0
9195,59930.0
9195,15765.0
4,31643.0
11407,31643.0
33,6.0
1644,6.0
4248,6.0
33,329.0
56,329.0
278,10909.0
3589,10909.0
285,507.0
37,34024.0
4,29918.0
441,9593.0
55528,9593.0
9195,42580.0
11308,22317.0
360,1413.0
6194,1413.0
508,12121.0
6194,12121.0
5,2246.0
12,2246.0
97,2246.0
1023,2246.0
4564,10502.0
6194,10502.0
559,10440.0
12,9516.0
1885,2320.0
6194,2320.0
8888,83718.0
10565,83718.0
3102,11971.0
8827,11971.0
559,2625.0
1177,2625.0
6194,31911.0
8888,31911.0
16827,31911.0
306,788.0
10230,788.0
10100,21450.0
10932,21450.0
441,11231.0
508,41588.0
644,41588.0
4198,41588.0
6194,41588.0
10104,41588.0
441,10447.0
1280,10447.0
1755,10447.0
4972,10447.0
5,31586.0
12,31586.0
97,31586.0
11912,9300.0
27593,9300.0
36765,9300.0
171,9559.0
6194,9559.0
559,9800.0
1274,9800.0
418,713.0
5186,713.0
7832,713.0
14089,713.0
5,8291.0
9195,18133.0
915,25557.0
33,22588.0
9195,10872.0
10288,10872.0
5,1245.0
2370,1245.0
1504,11858.0
9195,11858.0
306,7007.0
8780,7007.0
5,10467.0
10157,10467.0
41,5550.0
9,8005.0
306,8005.0
5612,8005.0
10163,2088.0
31080,2088.0
36907,2088.0
5186,10412.0
11840,10412.0
39712,10412.0
50619,10412.0
75712,47889.0
75713,47889.0
559,14534.0
14374,56583.0
36789,56583.0
36790,56583.0
33,424.0
56,424.0
306,35233.0
28822,35233.0
932,14291.0
508,103413.0
644,103413.0
6194,103413.0
37265,103413.0
70,11236.0
6194,11236.0
11308,11592.0
17411,11592.0
33,8850.0
5553,10445.0
11308,10445.0
8,695.0
272,695.0
408,695.0
9195,43535.0
14,12519.0
25158,12519.0
25159,12519.0
25160,12519.0
8411,23210.0
10104,23210.0
36889,23210.0
559,858.0
4,867.0
94856,867.0
5798,78.0
6194,78.0
7965,78.0
915,13203.0
559,10442.0
5848,11074.0
6386,11074.0
915,9607.0
1504,9607.0
1755,9607.0
5888,9607.0
12288,9607.0
12,17585.0
